district_code,district_name,gram_panchayat_code,gram_panchayat_name,parent_kp_code
164,Mahrajganj,76466,Pokhar Bhinda,1929
182,Siddharthnagar,88343,Pokhar Bhitwa,2123
160,Kushinagar,74180,Pokharbhinda,1892
160,Kushinagar,74492,Pokharbhinda,1897
179,Bhadohi,86702,Poore Gosai Das,2096
179,Bhadohi,86705,Poore Matuka,2096
179,Bhadohi,86611,Prayagdaspur,2095
178,Sant Kabir Nagar,85743,Puraina,2083
178,Sant Kabir Nagar,86302,Puraina,2091
160,Kushinagar,74931,Puraina Kateya,1903
164,Mahrajganj,76467,Purandarpur Sonbarsa,1929
179,Bhadohi,266472,Pure Bahuriya,2096
181,Shrawasti,87631,Pure Masharam,2113
179,Bhadohi,267503,Pure Rajai New,2093
179,Bhadohi,86804,Puresanath,2097
160,Kushinagar,75003,Purnaha Misra,1904
129,Bara Banki,52298,Pyarepur,1535
160,Kushinagar,268125,Raghunathpur,1894
146,Ghazipur,297146,Raghunathpur,1734
179,Bhadohi,86708,Raghurampur,2096
129,Bara Banki,51892,Rahilamau,1529
181,Shrawasti,268889,Rahmatu Gau,2116
179,Bhadohi,86709,Raipur,2096
160,Kushinagar,74555,Raipur Bhaisahi,1898
178,Sant Kabir Nagar,86303,Raipur Chhapia Urf Thoka,2091
160,Kushinagar,74554,Raipur Khas,1898
160,Kushinagar,74556,Raipur Phulwari,1898
179,Bhadohi,86414,Raipuri,2093
164,Mahrajganj,76683,Rajabari,1932
164,Mahrajganj,77037,Rajahal Madraha,1937
164,Mahrajganj,76836,Rajauda Khurd,1934
160,Kushinagar,74932,Rajawatia,1903
160,Kushinagar,267984,Rajmandir,1894
164,Mahrajganj,76838,Rajmandri,1934
164,Mahrajganj,76911,Rajpur,1935
160,Kushinagar,74781,Rajpur Bagha,1901
164,Mahrajganj,76318,Rajpur Bujurg,1926
178,Sant Kabir Nagar,85744,Raksha Kol,2083
164,Mahrajganj,76765,Ram Chandrahi,1933
179,Bhadohi,86805,Ram Nagar,2092
164,Mahrajganj,76343,Ram Pur,1927
179,Bhadohi,86415,Ramapur,2093
160,Kushinagar,74716,Rambar Buzurg,1900
164,Mahrajganj,76684,Ramgadwa,1932
179,Bhadohi,86521,Ramipur,2094
164,Mahrajganj,76839,Ramnagar,1934
160,Kushinagar,267930,Ramnagar,1893
164,Mahrajganj,76840,Rampur,1934
178,Sant Kabir Nagar,85956,Rampur,2086
160,Kushinagar,74717,Rampur Bagaha,1900
160,Kushinagar,74432,Rampur Bangar,1896
178,Sant Kabir Nagar,85880,Rampur Dakhini,2085
160,Kushinagar,74433,Rampur Gonha,1896
160,Kushinagar,74434,Rampur Jungal,1896
129,Bara Banki,268652,Rampur Khargi,1535
160,Kushinagar,74558,Rampur Khurd,1898
181,Shrawasti,268845,Rampur Kodri,2114
160,Kushinagar,259715,Rampur Sihulia,1902
160,Kushinagar,268038,Rampurmafi,1894
164,Mahrajganj,76768,Rampurva,1933
182,Siddharthnagar,274146,Ramvapur,2130
182,Siddharthnagar,88253,Ramwapur,2122
182,Siddharthnagar,88733,Ramwapur Dubey,2128
182,Siddharthnagar,88576,Ramwapur Kali,2126
182,Siddharthnagar,88848,Ramwapur Nankar,2130
182,Siddharthnagar,88104,Ramwapur Raut,2120
182,Siddharthnagar,88577,Ramwapur Sir,2126
182,Siddharthnagar,88849,Ramwapur Tiwari,2130
182,Siddharthnagar,88105,Ramwapur Urf Nabua,2120
182,Siddharthnagar,88578,Ramwapur Urf Vishunpur,2126
129,Bara Banki,51962,Ranapur,1530
181,Shrawasti,87827,Rani Sir,2116
129,Bara Banki,52259,Ranimau,1534
178,Sant Kabir Nagar,86030,Ranipur,2087
178,Sant Kabir Nagar,86166,Ranipur,2089
182,Siddharthnagar,88254,Rasulpur,2122
160,Kushinagar,74653,Rasulpur Belhi,1899
160,Kushinagar,74654,Ratanwa,1899
179,Bhadohi,86525,Raya,2094
164,Mahrajganj,76319,Rayapur Pandit,1926
181,Shrawasti,87706,Raypur Bilaila,2114
182,Siddharthnagar,87960,Rehra,2118
182,Siddharthnagar,88490,Rithia,2125
182,Siddharthnagar,88411,Riwa Nankar,2124
179,Bhadohi,86711,Rohi,2096
160,Kushinagar,74495,Rohua Machhariya Gaon,1897
181,Shrawasti,268847,Rtnapur,2114
164,Mahrajganj,76613,Rudlapur,1931
164,Mahrajganj,268478,Rudrapur,1930
160,Kushinagar,269412,Rudrapur,1896
129,Bara Banki,51968,Saalpur,1530
181,Shrawasti,87892,Sachauli,2117
179,Bhadohi,86615,Sadashiv Patti,2095
182,Siddharthnagar,88734,Sadi Kala,2128
182,Siddharthnagar,88257,Sagarruza,2122
182,Siddharthnagar,88797,Saha,2129
179,Bhadohi,86417,Sahasepur Harchahar Patti,2093
178,Sant Kabir Nagar,86032,Sailangri,2087
129,Bara Banki,52215,Sainder,1533
182,Siddharthnagar,88492,Sakarpar,2125
160,Kushinagar,74855,Sakhauli,1902
178,Sant Kabir Nagar,86168,Sakoorchak,2089
160,Kushinagar,74435,Salikpur,1896
179,Bhadohi,86418,Samadha Khas,2093
178,Sant Kabir Nagar,85747,Samda,2083
178,Sant Kabir Nagar,86033,Samda,2087
178,Sant Kabir Nagar,85748,Samdaha,2083
160,Kushinagar,74660,Sampur Hatwa,1899
129,Bara Banki,52218,Samrada,1533
182,Siddharthnagar,270394,Sandaljot,2126
181,Shrawasti,268870,Sangampurwa,2116
182,Siddharthnagar,273900,Sangrampur,2118
178,Sant Kabir Nagar,86118,Sanichara Purvi,2088
179,Bhadohi,86715,Sansarapur,2096
178,Sant Kabir Nagar,86229,Santha,2090
182,Siddharthnagar,267585,Santori,2130
160,Kushinagar,74719,Sapaha,1900
179,Bhadohi,86617,Sarai Jagadish,2095
129,Bara Banki,52085,Sarai Kaisthan,1532
178,Sant Kabir Nagar,86031,Sare Khurd,2087
178,Sant Kabir Nagar,86036,Sarfara,2087
182,Siddharthnagar,88348,Sarpoka,2123
129,Bara Banki,51686,Sarthara,1526
129,Bara Banki,51904,Sarwa,1529
164,Mahrajganj,268455,Satbhariya,1930
181,Shrawasti,87636,Saurupur,2113
182,Siddharthnagar,88493,Sawadar,2125
164,Mahrajganj,76534,Sawareji,1930
182,Siddharthnagar,270261,Sehari,2123
178,Sant Kabir Nagar,86309,Sehura,2091
182,Siddharthnagar,88582,Sekhui Khurd Bujurg,2126
160,Kushinagar,74322,Semara,1894
182,Siddharthnagar,267646,Semara,2130
182,Siddharthnagar,270377,Semara,2126
182,Siddharthnagar,88112,Semarabankasya,2120
178,Sant Kabir Nagar,85884,Semari,2085
182,Siddharthnagar,88351,Semari,2123
164,Mahrajganj,76615,Semra,1931
182,Siddharthnagar,243885,Semra (Pachpedwa),2123
160,Kushinagar,74935,Semra Hardo Patti,1903
179,Bhadohi,86618,Semradhh Uparwar,2095
129,Bara Banki,52497,Semrawan,1537
164,Mahrajganj,76772,Semrhana,1933
129,Bara Banki,52086,Semri,1532
129,Bara Banki,52087,Shahpur,1532
129,Bara Banki,52633,Shahpur,1539
160,Kushinagar,74437,Shahpur,1896
181,Shrawasti,268854,Shahpur Kthautiya,2114
181,Shrawasti,87897,Shahpur Pure Shivdin,2117
129,Bara Banki,52030,Sharifabad,1531
160,Kushinagar,74324,Shekhpurwa,1894
171,Moradabad,297271,Sherpur Atamdpur,1999
179,Bhadohi,86812,Sherpur Gopalha,2092
164,Mahrajganj,76322,Shikargara,1926
181,Shrawasti,87832,Shikari Chaura,2116
164,Mahrajganj,76773,Shikarpur,1933
164,Mahrajganj,77046,Shikarpur,1937
164,Mahrajganj,77047,Shitla Pur,1937
160,Kushinagar,74438,Shiv Datt Chhapra,1896
178,Sant Kabir Nagar,85964,Shivapar,2086
160,Kushinagar,74667,Shivpur Dih,1899
160,Kushinagar,271842,Shivpur Mathia,1900
160,Kushinagar,74720,Sidhawat,1900
164,Mahrajganj,76693,Sihabhar,1932
179,Bhadohi,86426,Sikandara,2093
182,Siddharthnagar,88739,Sikta Pratham,2128
160,Kushinagar,74325,Sinduria Bishunpur,1894
160,Kushinagar,268086,Singhari,1894
164,Mahrajganj,76477,Singhpur Kala,1929
182,Siddharthnagar,88415,Sirasiya Misr,2124
129,Bara Banki,268362,Sirsaipur,1533
160,Kushinagar,74563,Sirsia Buzurg,1898
164,Mahrajganj,76695,Sirsia Masrafi,1932
182,Siddharthnagar,88586,Sirsiya,2126
182,Siddharthnagar,88498,Sisahania,2125
164,Mahrajganj,76696,Sishania Urf Shishmahal,1932
182,Siddharthnagar,88354,Siswa,2123
164,Mahrajganj,76538,Siswa Amahawa,1930
160,Kushinagar,74789,Siswa Awwal,1901
164,Mahrajganj,76539,Siswa Babu,1930
160,Kushinagar,74440,Siswa Mani Raj,1896
160,Kushinagar,74566,Siswa Urf Siswania,1898
181,Shrawasti,87834,Sitkahna,2116
179,Bhadohi,86814,Siyarha,2097
160,Kushinagar,74673,Sohanaria,1899
160,Kushinagar,74327,Sohani,1894
164,Mahrajganj,76845,Soharauna Tiwari,1934
160,Kushinagar,74328,Somali,1894
164,Mahrajganj,76324,Sonabandi,1926
164,Mahrajganj,268742,Sonadih Khas,1931
160,Kushinagar,74503,Sonbarsa,1897
179,Bhadohi,266395,Sonbarsa,2094
164,Mahrajganj,76984,Sonbarsha,1936
164,Mahrajganj,76325,Sonchreaya,1926
179,Bhadohi,86532,Sonhar Mahua Patti,2094
160,Kushinagar,74504,Sonia,1897
181,Shrawasti,87903,Soniha Tarai,2117
129,Bara Banki,52699,Sonikpur,1540
164,Mahrajganj,76920,Sonkatiya,1935
178,Sant Kabir Nagar,85754,Soopa,2083
164,Mahrajganj,76327,Sooraha,1926
179,Bhadohi,86722,Sowari,2096
178,Sant Kabir Nagar,86121,Subakhari,2088
179,Bhadohi,86623,Sudhavai,2095
160,Kushinagar,74329,Sudhiyani,1894
182,Siddharthnagar,88499,Suhaikanpurwa,2125
182,Siddharthnagar,88357,Suhelwa,2123
178,Sant Kabir Nagar,86314,Sujia,2091
182,Siddharthnagar,88118,Sukalajot,2120
129,Bara Banki,52267,Sukhipur,1534
160,Kushinagar,74938,Sultanpur,1903
179,Bhadohi,266333,Sultanpur,2094
160,Kushinagar,74192,Sumahi Buzurg,1892
160,Kushinagar,74330,Sumha Khor,1894
182,Siddharthnagar,88500,Supauli,2125
178,Sant Kabir Nagar,85755,Surdahiya,2083
129,Bara Banki,52088,Suryapur Khapraila,1532
182,Siddharthnagar,274046,Susnuha,2127
129,Bara Banki,51822,Taaspur,1528
129,Bara Banki,51912,Tadwa Gadmanpur,1529
129,Bara Banki,51821,Tai Khurd,1528
164,Mahrajganj,76985,Tallhi,1936
129,Bara Banki,51910,Tanda Nizam Ali,1529
164,Mahrajganj,76701,Taraini,1932
182,Siddharthnagar,267552,Targhuna,2127
164,Mahrajganj,76922,Tarkluya Tiwari,1935
160,Kushinagar,74723,Tarkulwa,1900
129,Bara Banki,51625,Tasipur,1525
160,Kushinagar,74443,Teenverdha,1896
182,Siddharthnagar,267651,Teknar,2130
182,Siddharthnagar,273901,Telaura,2118
129,Bara Banki,52639,Telwai,1539
181,Shrawasti,87836,Tenduwa Baraw,2116
178,Sant Kabir Nagar,86317,Tenuhari Soem,2091
129,Bara Banki,52089,Tera Daulatpur,1532
129,Bara Banki,52039,Tesuva Salemchak,1531
182,Siddharthnagar,88122,Tetari,2120
129,Bara Banki,52335,Thal Khurd,1535
178,Sant Kabir Nagar,270257,Tharauli,2087
129,Bara Banki,51626,Thorthiya,1525
182,Siddharthnagar,271275,Tighari Ray,2126
182,Siddharthnagar,88590,Tighra,2126
182,Siddharthnagar,88745,Tigorwa,2128
179,Bhadohi,86535,Tikaitpur,2094
182,Siddharthnagar,269268,Tikari Pakariya,2125
129,Bara Banki,52042,Tikraghat,1531
178,Sant Kabir Nagar,270015,Tikuie Kol Babu,2088
181,Shrawasti,87709,Tilakpur,2114
182,Siddharthnagar,88746,Tilauli,2128
182,Siddharthnagar,88274,Tilgadiya Bujurg,2122
178,Sant Kabir Nagar,86320,Tilja,2091
160,Kushinagar,74943,Tirma Sahun,1903
181,Shrawasti,87837,Tiwari Gaon,2116
178,Sant Kabir Nagar,86235,Totaha,2090
179,Bhadohi,86429,Trilokpur,2093
181,Shrawasti,268891,Trilokpur,2116
181,Shrawasti,87710,Tulsipur,2114
178,Sant Kabir Nagar,85970,Tungpar,2086
160,Kushinagar,74444,Turkaha,1896
160,Kushinagar,74507,Turkaha,1897
129,Bara Banki,52640,Turkauli,1539
182,Siddharthnagar,269665,Turkauliya,2122
182,Siddharthnagar,88747,Tursia,2128
182,Siddharthnagar,273922,Uchdih,2126
129,Bara Banki,51915,Ujarwara,1529
181,Shrawasti,268893,Ullahwa,2116
179,Bhadohi,86433,Umaraha,2093
178,Sant Kabir Nagar,85971,Umari Khurd,2086
179,Bhadohi,267422,Umariya,2096
164,Mahrajganj,76923,Unti,1935
181,Shrawasti,87712,Uttamapur,2114
179,Bhadohi,86435,Varjikala Uparwar,2093
182,Siddharthnagar,270313,Viravapur,2123
129,Bara Banki,273944,Vishunpur,1539
160,Kushinagar,74446,Vishunpura Buzurg,1896
182,Siddharthnagar,88276,Wasachak,2122
178,Sant Kabir Nagar,86325,Wasin,2091
129,Bara Banki,52432,Achkamau,1537
181,Shrawasti,87838,Aggapur,2117
182,Siddharthnagar,88161,Agyaa,2122
160,Kushinagar,74385,Ahirauli,1896
164,Mahrajganj,76346,Ahirauli,1928
164,Mahrajganj,76850,Ahirauli,1935
160,Kushinagar,271848,Ahirauli,1900
178,Sant Kabir Nagar,86237,Ahirauli I,2091
129,Bara Banki,242775,Aindaura,1539
182,Siddharthnagar,88643,Aksaramafi,2128
160,Kushinagar,266890,Amahi,1891
160,Kushinagar,74269,Amdiha,1894
129,Bara Banki,52567,Amera,1539
129,Bara Banki,52047,Ankha,1532
129,Bara Banki,51918,Ansari,1530
164,Mahrajganj,268727,Araaje Mahuwa,1932
181,Shrawasti,267285,Asanhariya,2115
160,Kushinagar,74448,Ashana,1897
182,Siddharthnagar,88644,Asnahara,2128
129,Bara Banki,52510,Aurela,1538
178,Sant Kabir Nagar,268270,Avariha Manjharia,2084
179,Bhadohi,86733,Awarana,2097
178,Sant Kabir Nagar,85897,Azampur,2086
182,Siddharthnagar,88361,Babhani,2124
182,Siddharthnagar,88855,Babhani Langdi,2131
182,Siddharthnagar,88504,Babhani Maphi,2126
160,Kushinagar,74872,Babhnauli,1903
160,Kushinagar,271287,Babhnauli,1904
164,Mahrajganj,76277,Babhni,1926
182,Siddharthnagar,88278,Baburaha,2123
160,Kushinagar,74948,Baburam Semra,1904
160,Kushinagar,74062,Badahara,1891
179,Bhadohi,86445,Badamanpur,2094
179,Bhadohi,266495,Badhiyani,2097
182,Siddharthnagar,267613,Bagahava,2130
164,Mahrajganj,76624,Bagha,1932
182,Siddharthnagar,88596,Bagheli,2127
182,Siddharthnagar,88173,Baheriya,2122
160,Kushinagar,74386,Bahor Chhapra,1896
182,Siddharthnagar,88281,Bahuti,2123
164,Mahrajganj,76706,Bahuwar Kala,1933
181,Shrawasti,273805,Baidaura Masrik,2113
160,Kushinagar,74730,Baiju Patti,1901
129,Bara Banki,52569,Bairana Mau Majhari,1539
182,Siddharthnagar,273464,Baiyari,2123
178,Sant Kabir Nagar,269244,Bajahi,2090
164,Mahrajganj,76856,Bajauli,1935
160,Kushinagar,74200,Bakanaha,1893
182,Siddharthnagar,273841,Bakarahuva,2124
181,Shrawasti,87772,Balapur,2116
179,Bhadohi,266464,Balapur,2096
160,Kushinagar,74272,Baluwa,1894
160,Kushinagar,271192,Bandhu Chhapara,1898
164,Mahrajganj,76990,Bandi Belash Pur,1937
179,Bhadohi,86635,Bankat N. Chhanaura,2096
179,Bhadohi,86550,Bankat Uparwar N. Barpur,2095
182,Siddharthnagar,274159,Bankata Prathan,2125
182,Siddharthnagar,88430,Bankata-2,2125
178,Sant Kabir Nagar,85899,Bankatia,2086
181,Shrawasti,267704,Bankatwa,2115
164,Mahrajganj,76415,Banrasia Khurd,1929
160,Kushinagar,74802,Banwara Khas,1902
178,Sant Kabir Nagar,85978,Baraiepur,2087
182,Siddharthnagar,88367,Barainiya,2124
181,Shrawasti,87579,Baraipur,2113
181,Shrawasti,87647,Barawan Hargun,2114
182,Siddharthnagar,88857,Bardaha,2131
178,Sant Kabir Nagar,85763,Bardand,2084
178,Sant Kabir Nagar,85764,Bardand(Bhiura),2084
178,Sant Kabir Nagar,86241,Barela,2091
164,Mahrajganj,76859,Bargadaha,1935
164,Mahrajganj,273385,Bargadahi,1933
182,Siddharthnagar,88656,Bargadawa,2128
182,Siddharthnagar,88510,Bargadwa (E),2126
164,Mahrajganj,76711,Barhaipurva,1933
160,Kushinagar,74455,Barwa,1897
182,Siddharthnagar,88600,Barwa,2127
160,Kushinagar,74276,Barwa Kotwa,1894
160,Kushinagar,74278,Basantpur,1894
160,Kushinagar,271251,Basantpur,1902
182,Siddharthnagar,88753,Basatha,2129
160,Kushinagar,74067,Batarauli Dhur Khandwa,1891
182,Siddharthnagar,88435,Batsa,2125
178,Sant Kabir Nagar,85695,Baur Byas,2083
178,Sant Kabir Nagar,86183,Baurbyes,2090
164,Mahrajganj,272568,Bedi Hari,1933
164,Mahrajganj,76421,Belaspur,1929
182,Siddharthnagar,88756,Belawa,2129
160,Kushinagar,74806,Belwa,1902
164,Mahrajganj,76866,Belwa,1935
182,Siddharthnagar,88513,Belwa,2126
160,Kushinagar,74130,Belwa Kalan,1892
181,Shrawasti,267913,Bhachkahi,2117
182,Siddharthnagar,273972,Bhadariya,2120
129,Bara Banki,51839,Bhagauli,1529
179,Bhadohi,86556,Bhagwanpur Chauthar,2095
182,Siddharthnagar,274059,Bhaisahva,2124
182,Siddharthnagar,88442,Bhaluha,2125
179,Bhadohi,86738,Bhanda,2092
179,Bhadohi,86739,Bhanupur,2097
182,Siddharthnagar,88049,Bhanwapur,2120
160,Kushinagar,74954,Bhaora Ramnagar,1904
182,Siddharthnagar,88369,Bhapasi,2124
129,Bara Banki,52285,Bharsavan,1535
179,Bhadohi,86740,Bhatewra,2097
160,Kushinagar,74812,Bhatgaon,1902
179,Bhadohi,86343,Bhawanipur Purvi,2093
178,Sant Kabir Nagar,86054,Bheeti Mafi,2088
181,Shrawasti,87779,Bhela Gaon,2116
182,Siddharthnagar,88604,Bhelauji Bujurg,2127
178,Sant Kabir Nagar,86246,Bhelwasi,2091
179,Bhadohi,86742,Bhikari Rampur,2097
181,Shrawasti,273835,Bhithaura Ramsahay,2114
181,Shrawasti,273807,Bhojpur,2113
181,Shrawasti,273823,Bhosawa,2114
129,Bara Banki,52442,Bhunai Rudra,1537
182,Siddharthnagar,273934,Bhupatijot,2125
182,Siddharthnagar,88370,Bhutahiya,2124
182,Siddharthnagar,88518,Bidra,2126
160,Kushinagar,74688,Bihuli Nisfi Hanuman,1900
182,Siddharthnagar,88193,Bilwat,2122
129,Bara Banki,52289,Birauli,1535
179,Bhadohi,86745,Birpur,2092
160,Kushinagar,267919,Bishunpura,1893
160,Kushinagar,268145,Bishunpura,1894
160,Kushinagar,74817,Brindaban,1902
164,Mahrajganj,76722,Burhadig Kala,1933
164,Mahrajganj,76558,Chainpur,1931
164,Mahrajganj,269374,Chainpur,1928
160,Kushinagar,74958,Chaiti Musahari,1904
179,Bhadohi,86748,Chak Chandra,2097
178,Sant Kabir Nagar,85914,Chakdahi,2086
181,Shrawasti,87781,Chamar Purwa,2116
164,Mahrajganj,269490,Chandan Chafi,1934
182,Siddharthnagar,88608,Chanraiya,2127
160,Kushinagar,74399,Chatur Chhapra,1896
164,Mahrajganj,76870,Chaupariya,1935
179,Bhadohi,86749,Chaurapur Madan,2097
182,Siddharthnagar,88863,Chaurasi,2131
181,Shrawasti,87784,Chauri Kotiya,2116
182,Siddharthnagar,88448,Chhithi,2125
178,Sant Kabir Nagar,86259,Chorha,2091
182,Siddharthnagar,88865,Churihari,2131
179,Bhadohi,86354,Dabhaka,2093
164,Mahrajganj,76937,Dadawar Khurd,1936
129,Bara Banki,52168,Dadera,1533
182,Siddharthnagar,267624,Dahiyad,2130
178,Sant Kabir Nagar,271748,Dandwa Mali,2091
179,Bhadohi,86753,Danupur Patti Purab,2092
129,Bara Banki,52169,Darawan,1533
181,Shrawasti,87787,Dare Kuieya,2116
179,Bhadohi,86651,Dasawatpur,2092
182,Siddharthnagar,273897,Dasiya,2118
179,Bhadohi,266378,Dattipur,2094
160,Kushinagar,74521,Deo Gaon,1898
178,Sant Kabir Nagar,86265,Deoria Bijaie,2091
179,Bhadohi,86357,Derawa,2093
160,Kushinagar,74285,Deurwa,1894
182,Siddharthnagar,88520,Dev Bhariya,2126
129,Bara Banki,51764,Devgaon,1528
178,Sant Kabir Nagar,85920,Dhamaicha,2086
129,Bara Banki,51707,Dhamapur,1527
178,Sant Kabir Nagar,85709,Dhan Khiriya Tetaria,2083
160,Kushinagar,74892,Dhanauji,1903
182,Siddharthnagar,87997,Dhanaura Mustahakam,2119
181,Shrawasti,273799,Dharampur,2113
160,Kushinagar,74595,Dharampur Khurd,1899
129,Bara Banki,51935,Dharkuniya,1530
164,Mahrajganj,76562,Dharmauli,1931
178,Sant Kabir Nagar,86268,Dhorhaie,2091
147,Gonda,297283,Dhusawa,1744
164,Mahrajganj,76729,Digahi,1933
129,Bara Banki,52453,Dighavan,1537
178,Sant Kabir Nagar,269025,Diktauli,2086
182,Siddharthnagar,88374,Dohani,2124
164,Mahrajganj,76502,Dubauli,1930
179,Bhadohi,86471,Durasi,2094
182,Siddharthnagar,88763,Durjanpur,2129
160,Kushinagar,74403,Ekdangi,1896
182,Siddharthnagar,88526,Ekdengva Mustkam,2126
182,Siddharthnagar,271889,Futuk,2127
182,Siddharthnagar,274026,Gadakhauva,2120
179,Bhadohi,86657,Gaharpur,2096
129,Bara Banki,52002,Gahendwar,1531
182,Siddharthnagar,88456,Gaidakhor,2125
178,Sant Kabir Nagar,85848,Gaighat,2085
181,Shrawasti,87793,Gajobari,2116
164,Mahrajganj,76643,Gajrahi,1932
178,Sant Kabir Nagar,86066,Galimpur,2088
160,Kushinagar,74968,Gambhiria Buzurg,1904
160,Kushinagar,74288,Gamhirpur,1894
164,Mahrajganj,76563,Ganeshpur,1931
181,Shrawasti,273797,Ganeshpur,2113
129,Bara Banki,51850,Gang Gaula,1529
129,Bara Banki,52175,Gangauli,1533
182,Siddharthnagar,88296,Ganwaria,2123
182,Siddharthnagar,274061,Gaurahi Ujurgb,2122
182,Siddharthnagar,269608,Gauri Pathak,2122
182,Siddharthnagar,88377,Gayaghat,2124
181,Shrawasti,87864,Gholia Kala,2117
160,Kushinagar,74219,Ghortap,1893
160,Kushinagar,74292,Ghurahupur,1894
181,Shrawasti,87665,Ghuswa,2114
160,Kushinagar,266847,Godaria,1891
179,Bhadohi,86575,Godhana,2095
182,Siddharthnagar,88684,Golhaura,2128
182,Siddharthnagar,88378,Gonaha,2124
182,Siddharthnagar,273856,Gonahatal,2118
164,Mahrajganj,76373,Gopala,1928
181,Shrawasti,87597,Gopalpur,2113
179,Bhadohi,86664,Gopipur,2096
179,Bhadohi,86364,Gorideeh,2093
164,Mahrajganj,76435,Gujarwalia Shankar Mishra,1929
182,Siddharthnagar,273854,Gulariha Raja,2118
179,Bhadohi,86578,Gulauri Uparwar,2095
129,Bara Banki,52006,Gulriha,1531
178,Sant Kabir Nagar,86196,Hakimrai,2090
178,Sant Kabir Nagar,86197,Hansawa Par,2090
164,Mahrajganj,77010,Harakhpura,1937
182,Siddharthnagar,270285,Harijot,2123
182,Siddharthnagar,270416,Harijot,2126
160,Kushinagar,74604,Harka Ghurmal,1899
164,Mahrajganj,76808,Harkhpura,1934
164,Mahrajganj,76375,Harpur Mahant,1928
160,Kushinagar,74525,Harpur Maphi,1898
160,Kushinagar,74826,Harpur Sukhar,1902
182,Siddharthnagar,87932,Harraiya Nankar,2118
129,Bara Banki,52663,Hasanpur,1540
160,Kushinagar,74407,Hathia,1896
178,Sant Kabir Nagar,85784,Hatwa,2084
160,Kushinagar,74971,Hirnahai,1904
129,Bara Banki,51864,Ishepur,1529
129,Bara Banki,52596,Jagatpur,1539
179,Bhadohi,86375,Jagdari,2093
160,Kushinagar,74296,Jagdishpur,1894
160,Kushinagar,74827,Jagdishpur,1902
164,Mahrajganj,76376,Jagdishpur,1928
179,Bhadohi,86481,Jagnathpur,2094
129,Bara Banki,51597,Jaichandpur,1525
182,Siddharthnagar,269657,Jamauti,2122
178,Sant Kabir Nagar,86006,Jamuaria Khurd,2087
129,Bara Banki,52667,Jarauli,1540
129,Bara Banki,51778,Jasanwara,1528
164,Mahrajganj,76738,Jharvaliya,1933
179,Bhadohi,86484,Jhigurpur Chak Vijai,2094
178,Sant Kabir Nagar,269049,Jorwa,2086
182,Siddharthnagar,274068,Jugdihva,2119
129,Bara Banki,52597,Jyoli,1539
129,Bara Banki,52671,Kaanhipur,1540
182,Siddharthnagar,88307,Kadjahwa Grant,2123
182,Siddharthnagar,273859,Kadmahava,2118
164,Mahrajganj,76739,Kaima,1933
164,Mahrajganj,76740,Kaimi,1933
179,Bhadohi,86770,Kainda,2097
181,Shrawasti,87735,Kakardari,2115
181,Shrawasti,274227,Kalyanpur Bhithaura,2114
659,Sambhal,297177,Kamalpur,1995
659,Sambhal,297373,Kamalpur,1592
164,Mahrajganj,76336,Kanapar,1927
179,Bhadohi,86486,Kandhiya,2094
182,Siddharthnagar,88541,Kankati,2126
129,Bara Banki,51660,Karkha,1526
182,Siddharthnagar,88696,Karma,2128
182,Siddharthnagar,88871,Karma,2131
129,Bara Banki,52526,Karora,1538
179,Bhadohi,86677,Kasiyapur,2096
179,Bhadohi,86774,Kasturi Pur,2097
182,Siddharthnagar,269868,Kathutiya Gokul,2120
129,Bara Banki,52306,Katiyaara,1535
182,Siddharthnagar,88873,Katki,2131
179,Bhadohi,86589,Kaulapur,2095
178,Sant Kabir Nagar,86012,Kaulpur,2087
181,Shrawasti,273826,Kerwaniya,2114
182,Siddharthnagar,270328,Kevtali,2123
160,Kushinagar,74299,Khabharabhar,1894
160,Kushinagar,74626,Khadda Khurd,1899
178,Sant Kabir Nagar,86146,Khaira,2089
181,Shrawasti,273828,Khairakla,2114
160,Kushinagar,74469,Khairatawa,1897
160,Kushinagar,74698,Khairatawa,1900
164,Mahrajganj,76821,Khajuria,1934
182,Siddharthnagar,88773,Khalilpur,2129
181,Shrawasti,268887,Khaliphatpur,2116
178,Sant Kabir Nagar,86282,Khamharia,2091
179,Bhadohi,86592,Khanapur,2095
129,Bara Banki,52190,Khandsara,1533
129,Bara Banki,51786,Khanwaha,1528
181,Shrawasti,267713,Kharch,2115
179,Bhadohi,86386,Kharhgpur,2093
182,Siddharthnagar,88704,Kharika Panday,2128
178,Sant Kabir Nagar,86014,Kharwania,2087
182,Siddharthnagar,88467,Khesraha,2125
160,Kushinagar,74470,Khokiya,1897
164,Mahrajganj,76575,Khosta,1931
182,Siddharthnagar,88551,Khuniyaon,2126
164,Mahrajganj,76514,Khutaha,1930
182,Siddharthnagar,269402,Khutahana,2128
129,Bara Banki,51873,Kiratpur,1529
182,Siddharthnagar,88774,Kodara Grant,2129
178,Sant Kabir Nagar,269742,Kodari,2088
181,Shrawasti,273790,Kolabhar Majgwa,2113
182,Siddharthnagar,274048,Kolhuwa,2131
160,Kushinagar,74413,Kop Jungal,1896
179,Bhadohi,86597,Kormaich,2095
182,Siddharthnagar,88707,Kotia Garori,2128
182,Siddharthnagar,88468,Kotia Pandey,2125
129,Bara Banki,52469,Kotwa,1537
160,Kushinagar,74300,Kotwa,1894
160,Kushinagar,74163,Kuchaya Mathia,1892
181,Shrawasti,87808,Kunda,2116
