district_code,district_name,gram_panchayat_code,gram_panchayat_name,prd_block_name,prd_block_code,lgd_block_name,lgd_block_code
146,Ghazipur,64207,Dariyapur,KASIMABAD,1725,Kasimabad,1143
185,Sultanpur,90867,Dariyapur,BALDIRAI,2161,Baldirai,1579
659,Sambhal,80391,Darni,BANIYAKHERA,1996,Baniyakhera,1414
131,Basti,54625,Darolee,SAU GHAT,1568,Sau Ghat,986
171,Moradabad,80989,Daryapur,THAKURDWARA,2006,Thakurdwara,1424
154,Amroha,265782,Daryapur Tugan,GANGESHWARI,1837,Gangeshwari,1255
121,Ambedkar Nagar,46349,Dashrathpur,TANDA,1441,Tanda,858
180,Shahjahanpur,87127,Dasiya,KALAN,2103,Kalan,1521
123,Azamgarh,47567,Dasmarha,MARTINGANJ,1458,Martinganj,875
162,Lucknow,75660,Datali,MALIHABAD,1916,Malihabad,1334
659,Sambhal,80832,Datawli,PANWASA,2004,Panwasa,1422
150,Hardoi,68167,Dateonapur,PIHANI,1789,Pihani,1207
125,Bahraich,49207,Daulat Pur,NAWABGANJ,1484,Nawabganj,901
132,Bijnor,54894,Daulat Pur Sukha,DHAMPUR,1572,Dhampur,990
159,Kheri,73764,Daulata Pur,NIGHASAN,1886,Nighasan,1304
187,Varanasi,93579,Daulatiya,SEVAPURI,2205,Sevapuri,1623
130,Bareilly,52805,Daulatpur,BAHERI,1542,Baheri,960
131,Basti,54117,Daulatpur,HARRAIYA,1561,Harraiya,979
133,Budaun,55754,Daulatpur,ASAFPUR,1582,Asafpur,1000
175,Rae Bareli,83756,Daulatpur,JAGATPUR,2053,Jagatpur,1471
175,Rae Bareli,84351,Daulatpur,UNCHAHAR,2065,Unchahar,1483
167,Mathura,78180,Daulatpur Banger,NOHJHIL,1959,Nohjhil,1377
167,Mathura,77949,Daulatpur Farah,FARAH,1954,Farah,1372
640,Amethi,91303,Daulatpur Lonhat,JAGDISHPUR,2169,Jagdishpur,1587
131,Basti,53803,Dauru Khor,BANKATI,1557,Bankati,975
170,Mirzapur,79524,Dawak,JAMALPUR,1984,Jamalpur,1402
170,Mirzapur,79825,Dayalpur,NARAINPUR,1989,Narainpur,1407
133,Budaun,55879,Dayohara Shekhpur,DAHGAVAN,1584,Dahgavan,1002
131,Basti,274165,Debyabaks Pandey,HARRAIYA,1561,Harraiya,979
167,Mathura,78181,Dedana Banger,NOHJHIL,1959,Nohjhil,1377
174,Pratapgarh,82342,Dedhuva,ASPUR DEOSARA,2028,Aspur Deosara,1446
123,Azamgarh,47568,Deduar,MARTINGANJ,1458,Martinganj,875
148,Gorakhpur,66539,Deehaghat,JANGAL KAUDIA,1760,Jangal Kaudia,1178
180,Shahjahanpur,87344,Deeng,NIGOHI,2109,Nigohi,1527
141,Farrukhabad,61494,Deeppur Nagriya,KAIMGANJ,1679,Kaimganj,1097
154,Amroha,238592,Dehakbara,AMROHA,1834,Amroha,1252
148,Gorakhpur,66390,Dehari Bhar,GAGAHA,1758,Gagaha,1176
185,Sultanpur,90869,Dehariyawan,BALDIRAI,2161,Baldirai,1579
148,Gorakhpur,66076,Dehra Tiker,BELGHAT,1753,Belghat,1171
659,Sambhal,80107,Dehri Jaggu,ASMAULI,1994,Asmauli,1412
140,Ayodhya,60920,Dehriyawan,BIKAPUR,1669,Bikapur,1087
148,Gorakhpur,66917,Deipar,PIPRAULI,1766,Piprauli,1184
174,Pratapgarh,83379,Delhupur,SHIVGARH,2044,Shivgarh,1462
156,Kanpur Dehat,71814,Deo Bramhapur,MALASA,1853,Malasa,1271
143,Firozabad,63195,Deo Khera,TUNDLA,1706,Tundla,1124
126,Ballia,50096,Deodhia,NAGRA,1501,Nagra,918
146,Ghazipur,63842,Deokalee,BHADAURA,1719,Bhadaura,1137
136,Chitrakoot,58336,Deokali,MANIKPUR,1625,Manikpur,1043
659,Sambhal,56345,Deora Bhura,RAJPURA,1592,Rajpura,1010
153,Jhansi,265605,Deora Khurd,GURSARAI,1831,Gursarai,1249
146,Ghazipur,64825,Deorea,ZAMANIA,1734,Zamania,1152
153,Jhansi,70812,Deori Singhpura,BANGRA,1829,Bangra,1247
126,Ballia,50097,Deoria,NAGRA,1501,Nagra,918
147,Gonda,65425,Deoria,MANKAPUR,1743,Mankapur,1161
130,Bareilly,52954,Deoria Jagir,BHOJIPURA,1544,Bhojipura,962
184,Sonbhadra,90598,Deorimai Deora,NAGWA,2157,Nagwa,1575
120,Prayagraj,45161,Derhan,MEJA,1426,Meja,843
148,Gorakhpur,67092,Derhuyee Kamal Chak,URUWA,1769,Uruwa,1187
123,Azamgarh,47026,Deupur Kamalpur,AZMATGARH,1451,Azmatgarh,868
134,Bulandshahr,56765,Devakaranpur Urf Bajhera,ANUPSHAHR,1600,Anupshahr,1018
120,Prayagraj,45311,Devali,PRATAPPUR,1428,Pratappur,845
131,Basti,54322,Devarhiya Raut,PARAS RAMPUR,1564,Paras Rampur,982
136,Chitrakoot,58468,Devari,PAHARI,1627,Pahari,1045
170,Mirzapur,79826,Devariya,NARAINPUR,1989,Narainpur,1407
123,Azamgarh,47113,Devda Damodar Pur,BILARIYAGANJ,1452,Bilariyaganj,869
186,Unnao,92711,Devgan Mao,SAFIPUR,2194,Safipur,1612
165,Mahoba,77253,Devganpura,PANWARI,1941,Panwari,1359
640,Amethi,84303,Devkali,TILOI,2064,Tiloi,1482
183,Sitapur,89899,Devkali,PISAWAN,2146,Pisawan,1564
183,Sitapur,89900,Devkali Beniapur,PISAWAN,2146,Pisawan,1564
158,Kaushambi,73004,Devkharpur,SIRATHU,1875,Sirathu,1293
142,Fatehpur,62067,Devlan,ASOTHAR,1687,Asothar,1105
123,Azamgarh,272019,Devnathpur,LALGANJ,1456,Lalganj,873
166,Mainpuri,77445,Devpura,GHIROR,1944,Ghiror,1362
175,Rae Bareli,83468,Devpuri,BACHHARAWAN,2046,Bachharawan,1464
142,Fatehpur,62173,Devra Nar,BHITAURA,1689,Bhitaura,1107
187,Varanasi,93485,Devrae,PINDRA,2204,Pindra,1622
131,Basti,53725,Dewa Diha,BAHADURPUR,1556,Bahadurpur,974
135,Chandauli,58013,Dewai,NIYAMATABAD,1621,Niyamatabad,1039
131,Basti,53805,Dewami,BANKATI,1557,Bankati,975
120,Prayagraj,44597,Dewapur,HOLAGARH,1418,Holagarh,835
123,Azamgarh,47216,Dewara Ishmailpur,HARAIYA,1453,Haraiya,870
633,Kasganj,60368,Dewari Prahladpur,SORON,1659,Soron,1077
159,Kheri,73374,Dewaria,KUMBHIGOLA,1881,Kumbhigola,1299
185,Sultanpur,90870,Dewra,BALDIRAI,2161,Baldirai,1579
133,Budaun,55695,Dhadhumar,AMBIAPUR,1581,Ambiapur,999
177,Saharanpur,85313,Dhak Devi,NAKUR,2077,Nakur,1495
187,Varanasi,93239,Dhaka,CHOLAPUR,2201,Cholapur,1619
180,Shahjahanpur,86835,Dhaka Ghanshyampur,BANDA,2098,Banda,1516
137,Deoria,58758,Dhakapura,BHAGALPUR,1632,Bhagalpur,1050
659,Sambhal,80188,Dhakari Nikat Bahjoi,BAHJOI,1995,Bahjoi,1413
159,Kheri,73884,Dhakhaura,PASGAWAN,1888,Pasgawan,1306
133,Budaun,56503,Dhakia,SALARPUR,1594,Salarpur,1012
176,Rampur,84750,Dhakia,SHAHABAD,2070,Shahabad,1488
173,Pilibhit,82188,Dhakia Kesharpur,PURANPUR,2027,Puranpur,1445
130,Bareilly,53652,Dhakia Thakuran,SHERGARH,1555,Shergarh,973
154,Amroha,238938,Dhakiya Chaman,JOYA,1839,Joya,1257
133,Budaun,56411,Dhakpura Mirapur,SAHASWAN,1593,Sahaswan,1011
167,Mathura,78233,Dhaku,RAYA,1960,Raya,1378
130,Bareilly,269296,Dhamipur,BHADPURA,1543,Bhadpura,961
659,Sambhal,80189,Dhampur Kando,BAHJOI,1995,Bahjoi,1413
146,Ghazipur,269844,Dhamrao,JAKHANIA,1723,Jakhania,1141
148,Gorakhpur,65943,Dhanaipur,BANSGAON,1751,Bansgaon,1169
146,Ghazipur,245537,Dhanaipur,DEVKALI,1721,Devkali,1139
187,Varanasi,93084,Dhananjaypur,BARAGAON,2199,Baragaon,1617
133,Budaun,55696,Dhanauli,AMBIAPUR,1581,Ambiapur,999
135,Chandauli,273733,Dhanaur,SAKALDIHA,1623,Sakaldiha,1041
154,Amroha,238596,Dhanauri Meer,AMROHA,1834,Amroha,1252
137,Deoria,59143,Dhanauti,GAURI BAZAR,1638,Gauri Bazar,1056
152,Jaunpur,69788,Dhanauwa,MACHCHALI SHAHAR,1814,Machchali Shahar,1232
127,Balrampur,50629,Dhandhara,GAISRI,1510,Gaisri,927
123,Azamgarh,47340,Dhandhari,KOILSA,1455,Koilsa,872
142,Fatehpur,62508,Dhanemau,KHAJUHA,1694,Khajuha,1112
660,Shamli,81586,Dhanena,SHAMLI,2018,Shamli,1436
146,Ghazipur,64780,Dhaneshpur,VIRNO,1733,Virno,1151
135,Chandauli,57981,Dhankuawari Kalan,NAUGARH,1620,Naugarh,1038
173,Pilibhit,81750,Dhankuni,AMARIYA,2021,Amariya,1439
166,Mainpuri,77756,Dhanmau,SULTANGANJ,1950,Sultanganj,1368
175,Rae Bareli,83851,Dhannipur,LALGANJ,2055,Lalganj,1473
123,Azamgarh,47696,Dhannipur Bahav,MIRZAPUR,1460,Mirzapur,877
162,Lucknow,264942,Dhanohari,BAKSHI-KA-TALAB,1911,Bakshi-Ka-Talab,1329
186,Unnao,92236,Dhanuhikhera,BIGHAPUR,2186,Bighapur,1604
159,Kheri,73129,Dhanwar Pur,BEHJAM,1877,Behjam,1295
133,Budaun,55755,Dhanyavali,ASAFPUR,1582,Asafpur,1000
185,Sultanpur,269205,Dharamdaspur,DUBEPUR,2167,Dubepur,1585
132,Bijnor,55329,Dharamnagri,MOHAMMEDPUR DEOMAL,1577,Mohammedpur Deomal,995
183,Sitapur,90116,Dharampur,SAKRAN,2149,Sakran,1567
143,Firozabad,264806,Dharampur,TUNDLA,1706,Tundla,1124
122,Auraiya,46440,Dharampur Jahurali,ACHCHALDA,1442,Achchalda,859
173,Pilibhit,82189,Dharampur Khurd,PURANPUR,2027,Puranpur,1445
659,Sambhal,80396,Dharampur Kuraiya,BANIYAKHERA,1996,Baniyakhera,1414
132,Bijnor,54977,Dharampura,HALDAUR(KHARI JHALU),1573,Haldaur(Khari Jhalu),991
176,Rampur,84568,Dharampura,MILAK,2068,Milak,1486
140,Ayodhya,60858,Dharauli,AMANIGANJ,1668,Amaniganj,1086
174,Pratapgarh,82345,Dharauli,ASPUR DEOSARA,2028,Aspur Deosara,1446
640,Amethi,91805,Dharauli,MUSAFIR KHANA,2177,Musafir Khana,1595
166,Mainpuri,77586,Dharauss,KISHNI,1947,Kishni,1365
135,Chandauli,57919,Dharavn,DHANAPUR,1619,Dhanapur,1037
185,Sultanpur,91185,Dharmaitepur,DUBEPUR,2167,Dubepur,1585
173,Pilibhit,82190,Dharmangadpur,PURANPUR,2027,Puranpur,1445
185,Sultanpur,90742,Dharmapur,AKHAND NAGAR,2159,Akhand Nagar,1577
180,Shahjahanpur,86836,Dharmgandapur,BANDA,2098,Banda,1516
131,Basti,53966,Dharmpur,DUBAULIYA,1559,Dubauliya,977
180,Shahjahanpur,87128,Dharmpur Ganeshpur,KALAN,2103,Kalan,1521
123,Azamgarh,47773,Dharnipur Bisayan,MOHAMMADPUR,1461,Mohammadpur,878
640,Amethi,91259,Dharu Pur,GAURIGANJ,2168,Gauriganj,1586
146,Ghazipur,64210,Dharwara Kalan,KASIMABAD,1725,Kasimabad,1143
180,Shahjahanpur,87026,Dhasa Kalyanpur,JAITIPUR,2101,Jaitipur,1519
126,Ballia,50031,Dhaska,MANIAR,1499,Maniar,916
148,Gorakhpur,66616,Dhaski,KAURI RAM,1761,Kauri Ram,1179
162,Lucknow,75446,Dhatingara,CHINHAT,1912,Chinhat,1330
137,Deoria,58582,Dhatura Khas,BAITALPUR,1629,Baitalpur,1047
659,Sambhal,80190,Dhatura Sheikh,BAHJOI,1995,Bahjoi,1413
131,Basti,267822,Dhaurahra,RAMNAGAR,1565,Ramnagar,983
161,Lalitpur,75213,Dhaurisagar,MANDAWARA,1908,Mandawara,1326
146,Ghazipur,64296,Dhava M. Muhabbatpur,MANIHARI,1726,Manihari,1144
146,Ghazipur,64064,Dhawa,GHAZIPUR,1722,Ghazipur,1140
158,Kaushambi,72955,Dhawada,SARSAWAN,1874,Sarsawan,1292
125,Bahraich,48951,Dhawariya,JARWAL,1480,Jarwal,897
130,Bareilly,53024,Dheerpur,BHUTA,1545,Bhuta,963
154,Amroha,265783,Dhekla,GANGESHWARI,1837,Gangeshwari,1255
131,Basti,54479,Dhensa,RUDAULI,1566,Rudauli,984
131,Basti,54325,Dhenuganwa Khurd,PARAS RAMPUR,1564,Paras Rampur,982
167,Mathura,77903,Dhimari Bangar,CHHATA,1953,Chhata,1371
186,Unnao,92666,Dhina Khera,PURWA,2193,Purwa,1611
174,Pratapgarh,83062,Dhindhui,PATTI,2039,Patti,1457
640,Amethi,84244,Dhirapur,SINGHPUR,2063,Singhpur,1481
131,Basti,54703,Dhirauli Babu,VIKRAM JOT,1569,Vikram Jot,987
143,Firozabad,63196,Dhirpura,TUNDLA,1706,Tundla,1124
184,Sonbhadra,90436,Dhoa,KARMA,202001,Karma,7381
131,Basti,53806,Dhoarhara Gochna,BANKATI,1557,Bankati,975
184,Sonbhadra,90668,Dhobahi,ROBERTSGANJ,2158,Robertsganj,1576
148,Gorakhpur,66682,Dhobaulee,KHAJNI,1762,Khajni,1180
120,Prayagraj,45385,Dholi,SAIDABAD,1429,Saidabad,846
132,Bijnor,54968,Dhomanpur,HALDAUR(KHARI JHALU),1573,Haldaur(Khari Jhalu),991
153,Jhansi,70813,Dhonda,BANGRA,1829,Bangra,1247
150,Hardoi,67807,Dhondhi,BILGRAM,1782,Bilgram,1200
133,Budaun,55756,Dhoondpur,ASAFPUR,1582,Asafpur,1000
151,Jalaun,69100,Dhoota,RAMPURA,1804,Rampura,1222
126,Ballia,50170,Dhori Dih,NAVANAGAR,1502,Navanagar,919
131,Basti,53889,Dhorika,BASTI,1558,Basti,976
123,Azamgarh,47961,Dhudhuri Taj,PAWAI,1464,Pawai,881
147,Gonda,65426,Dhunahi,MANKAPUR,1743,Mankapur,1161
128,Banda,51340,Dhundhui,KAMASIN,1521,Kamasin,938
135,Chandauli,58090,Dhunnu,SAHABGANJ,1622,Sahabganj,1040
122,Auraiya,46849,Dhupkari,SAHAR,1448,Sahar,865
123,Azamgarh,46957,Dhyani Pur,ATRAULIA,1450,Atraulia,867
161,Lalitpur,75215,Didonia,MANDAWARA,1908,Mandawara,1326
126,Ballia,49726,Dighar,BELHARI,1493,Belhari,910
135,Chandauli,58162,Dighavat,SAKALDIHA,1623,Sakaldiha,1041
150,Hardoi,67490,Dighiya,AHIRORI,1777,Ahirori,1195
175,Rae Bareli,83428,Dighiya,AMAWAN,2045,Amawan,1463
180,Shahjahanpur,87169,Digurpur,KANTH,2104,Kanth,1522
185,Sultanpur,90871,Dih,BALDIRAI,2161,Baldirai,1579
137,Deoria,59332,Dihabasant,RAMPUR KARKHANA,1641,Rampur Karkhana,1059
126,Ballia,50100,Dihwa,NAGRA,1501,Nagra,918
176,Rampur,84858,Dilari,SUAR,2071,Suar,1489
187,Varanasi,93578,Dilavalpur,SEVAPURI,2205,Sevapuri,1623
180,Shahjahanpur,86902,Dilavarpur Elaqua Deokali,BHAWAL KHERA,2099,Bhawal Khera,1517
146,Ghazipur,63845,Dildarnagar,BHADAURA,1719,Bhadaura,1137
146,Ghazipur,64082,Dilla,JAKHANIA,1723,Jakhania,1141
146,Ghazipur,64712,Dilsaz Pur,VARACHAKWAR,1732,Varachakwar,1150
167,Mathura,78182,Dilu Patti,NOHJHIL,1959,Nohjhil,1377
186,Unnao,92597,Dilwal,NAWABGANJ,2192,Nawabganj,1610
186,Unnao,92075,Dipwal,AURAS,2183,Auras,1601
133,Budaun,56708,Disauliganj,WAZIRGANJ,1598,Wazirganj,1016
126,Ballia,49859,Diuli,DUBHAR,1496,Dubhar,913
180,Shahjahanpur,242138,Diura,MADNAPUR,2107,Madnapur,1525
180,Shahjahanpur,242989,Diuriya,BHAWAL KHERA,2099,Bhawal Khera,1517
131,Basti,54118,Divakerpur,HARRAIYA,1561,Harraiya,979
176,Rampur,84754,Diviya Nagla,SHAHABAD,2070,Shahabad,1488
159,Kheri,73885,Dixitpur,PASGAWAN,1888,Pasgawan,1306
185,Sultanpur,90872,Dobhiyara,BALDIRAI,2161,Baldirai,1579
121,Ambedkar Nagar,45749,Dodo Adilpur,BASKHARI,1434,Baskhari,851
131,Basti,54260,Dofara,KUDARAHA,1563,Kudaraha,981
159,Kheri,73628,Dohra Ajitpur,MOHAMMADI,1884,Mohammadi,1302
128,Banda,267872,Dohtara,TINDWARI,1524,Tindwari,941
661,Hapur,63518,Doma Tikri,DHAULANA,1712,Dhaulana,1130
148,Gorakhpur,66542,Domin Garh(Part),JANGAL KAUDIA,1760,Jangal Kaudia,1178
122,Auraiya,46717,Dondapur,BIDHUNA,1446,Bidhuna,863
135,Chandauli,269123,Doohi,CHAKIYA,1617,Chakiya,1035
184,Sonbhadra,90541,Dorahar,MYORPUR,2156,Myorpur,1574
184,Sonbhadra,90251,Duba,BABHANI,2151,Babhani,1569
121,Ambedkar Nagar,46042,Dubauli,JAHANGIR GANJ,1437,Jahangir Ganj,854
148,Gorakhpur,65946,Dubauli,BANSGAON,1751,Bansgaon,1169
131,Basti,267828,Dubauli Dubey,VIKRAM JOT,1569,Vikram Jot,987
170,Mirzapur,79755,Dubera Pahari,NAGAR (CITY),1988,Nagar (City),1406
135,Chandauli,57773,Dubeypur,CHAKIYA,1617,Chakiya,1035
131,Basti,54705,Dubhra Nirwahan,VIKRAM JOT,1569,Vikram Jot,987
146,Ghazipur,64714,Dubihan,VARACHAKWAR,1732,Varachakwar,1150
131,Basti,54189,Dudhaura,KAPTANGANJ,1562,Kaptanganj,980
159,Kheri,73973,Dudhwa Midaniyan,PHOOLBEHAR,1889,Phoolbehar,1307
123,Azamgarh,47878,Dugdugwa,PALHANI,1463,Palhani,880
146,Ghazipur,64211,Dughora,KASIMABAD,1725,Kasimabad,1143
131,Basti,54119,Duhava Misir,HARRAIYA,1561,Harraiya,979
180,Shahjahanpur,87077,Duhi Jadid,JALALABAD,2102,Jalalabad,1520
170,Mirzapur,79534,Duhi Khurd,JAMALPUR,1984,Jamalpur,1402
131,Basti,54037,Duhwa,GAUR,1560,Gaur,978
131,Basti,54328,Dukheri,PARAS RAMPUR,1564,Paras Rampur,982
135,Chandauli,58016,Dulahipur,NIYAMATABAD,1621,Niyamatabad,1039
659,Sambhal,80109,Dulahpur Band Urf Darapur,ASMAULI,1994,Asmauli,1412
183,Sitapur,89903,Dulamau,PISAWAN,2146,Pisawan,1564
640,Amethi,91930,Dulapur Kalan,SHAHGARH,2180,Shahgarh,1598
127,Balrampur,267063,Dulhapur Ballipur,BALRAMPUR,1508,Balrampur,925
660,Shamli,81671,Dulla Kheri,UN,2020,Un,1438
146,Ghazipur,64499,Dullah Pur,REVATIPUR,1729,Revatipur,1147
147,Gonda,65549,Dullapur,NAWABGANJ,1745,Nawabganj,1163
166,Mainpuri,77764,Dumahar,SULTANGANJ,1950,Sultanganj,1368
184,Sonbhadra,90377,Dumara,DUDHI,2154,Dudhi,1572
126,Ballia,50323,Dumeria,REOTI,1505,Reoti,922
127,Balrampur,267577,Dundra,TULSIPUR,1515,Tulsipur,932
161,Lalitpur,75089,Dungariya,BIRDHA,1906,Birdha,1324
118,Agra,43203,Dungarwala,KHERAGARH,1397,Kheragarh,814
128,Banda,51393,Durgapur,MAHUVA,1522,Mahuva,939
135,Chandauli,58163,Durgapur,SAKALDIHA,1623,Sakaldiha,1041
185,Sultanpur,90873,Durgapur,BALDIRAI,2161,Baldirai,1579
121,Ambedkar Nagar,46264,Durgipur Faijullahpur,RAM NAGAR,1440,Ram Nagar,857
147,Gonda,64951,Durjanpur,BELSAR,1736,Belsar,1154
130,Bareilly,53220,Duthoka,FARIDPUR,1548,Faridpur,966
659,Sambhal,56183,Duwari Kalan,JUNAWAI,1589,Junawai,1007
174,Pratapgarh,83381,Dwarika,SHIVGARH,2044,Shivgarh,1462
166,Mainpuri,77643,E. Manjhpati,KURAOLI,1948,Kuraoli,1366
166,Mainpuri,77644,E.Gopalpur,KURAOLI,1948,Kuraoli,1366
148,Gorakhpur,67097,Eakdanga,URUWA,1769,Uruwa,1187
659,Sambhal,80916,Echowara Dingar,SAMBHAL,2005,Sambhal,1423
171,Moradabad,80547,Egraha,DILARI,2000,Dilari,1418
137,Deoria,58626,Ekdaga Pandit,BANKATA,1630,Bankata,1048
135,Chandauli,57624,Emiliya,BERAHANI,1615,Berahani,1033
134,Bulandshahr,56768,Enchora,ANUPSHAHR,1600,Anupshahr,1018
183,Sitapur,271115,Esanagar,MAHOLI,2142,Maholi,1560
659,Sambhal,80917,Esapur Sunwari,SAMBHAL,2005,Sambhal,1423
131,Basti,53808,Etahar,BANKATI,1557,Bankati,975
659,Sambhal,80112,Etala Mafi,ASMAULI,1994,Asmauli,1412
165,Mahoba,77257,Fadna,PANWARI,1941,Panwari,1359
135,Chandauli,58166,Faguia,SAKALDIHA,1623,Sakaldiha,1041
176,Rampur,84492,Faizulla Nagar,CHAMRAON,2067,Chamraon,1485
150,Hardoi,68525,Faizullapur,TODARPUR,1795,Todarpur,1213
133,Budaun,56505,Fakeerabad,SALARPUR,1594,Salarpur,1012
173,Pilibhit,81752,Fardia,AMARIYA,2021,Amariya,1439
132,Bijnor,55338,Fareedpursansaru,MOHAMMEDPUR DEOMAL,1577,Mohammedpur Deomal,995
131,Basti,54190,Farenda Segar,KAPTANGANJ,1562,Kaptanganj,980
130,Bareilly,53097,Faridapur Inayat Khan,BITHIRI CHAINPUR,1546,Bithiri Chainpur,964
659,Sambhal,56006,Faridpur,GUNNAUR,1586,Gunnaur,1004
133,Budaun,264017,Faridpur Nausana,SALARPUR,1594,Salarpur,1012
143,Firozabad,62913,Fariodabaroli,HATHWANT,1701,Hathwant,1119
184,Sonbhadra,90575,Faripan,MYORPUR,2156,Myorpur,1574
135,Chandauli,58017,Fatahpur,NIYAMATABAD,1621,Niyamatabad,1039
133,Budaun,56412,Fatanpurya Tappa Haveli,SAHASWAN,1593,Sahaswan,1011
122,Auraiya,46718,Fatehpur,BIDHUNA,1446,Bidhuna,863
165,Mahoba,77072,Fatehpur,CHARKHARI,1938,Charkhari,1356
177,Saharanpur,85550,Fatehpur,SADAULI QADEEM,2081,Sadauli Qadeem,1499
162,Lucknow,265321,Fatehpur,MALIHABAD,1916,Malihabad,1334
154,Amroha,274001,Fatehpur Mafi,JOYA,1839,Joya,1257
659,Sambhal,80837,Fatehpur Sarai,PANWASA,2004,Panwasa,1422
142,Fatehpur,61964,Fatehpur Tekari,AIRAYAN,1685,Airayan,1103
139,Etawah,60702,Fatehpura,MAHEWA,1665,Mahewa,1083
138,Etah,265413,Fatehpura,SAKIT,1656,Sakit,1074
132,Bijnor,54895,Fatehpurjamal,DHAMPUR,1572,Dhampur,990
173,Pilibhit,82196,Fatepur Khurd,PURANPUR,2027,Puranpur,1445
120,Prayagraj,44849,Fatoohpur Uperhar,KAURIHAR,1422,Kaurihar,839
128,Banda,51214,Fatpurwa,BADOKHAR KHURD,1518,Badokhar Khurd,935
126,Ballia,49794,Fattehpur,CHILKAHAR,1495,Chilkahar,912
170,Mirzapur,79535,Fattepur,JAMALPUR,1984,Jamalpur,1402
150,Hardoi,272469,Fattepur,PIHANI,1789,Pihani,1207
171,Moradabad,80552,Fazalpur,DILARI,2000,Dilari,1418
132,Bijnor,55622,Feena,NOORPUR,1580,Noorpur,998
130,Bareilly,52729,Firozpur,AALAMPUR JAFARABAD,1541,Aalampur Jafarabad,959
167,Mathura,78184,Firozpur Banger/Inayatgarh,NOHJHIL,1959,Nohjhil,1377
120,Prayagraj,44851,Foolnagar,KAURIHAR,1422,Kaurihar,839
131,Basti,53727,Foolpur,BAHADURPUR,1556,Bahadurpur,974
173,Pilibhit,239117,Fulaieya,AMARIYA,2021,Amariya,1439
184,Sonbhadra,90379,Fulawar,DUDHI,2154,Dudhi,1572
174,Pratapgarh,82407,Gaangpaati,BABA BELKHARNATH DHAM,2029,Baba Belkharnath Dham,1447
123,Azamgarh,48259,Gadahan Bujorg,TAHBARPUR,1468,Tahbarpur,885
131,Basti,54413,Gadahpur Chak Agya,RAMNAGAR,1565,Ramnagar,983
150,Hardoi,67564,Gadaipur,BAWAN,1778,Bawan,1196
150,Hardoi,67866,Gadaipur,HARIYAWAN,1783,Hariyawan,1201
187,Varanasi,93243,Gadasara,CHOLAPUR,2201,Cholapur,1619
120,Prayagraj,45237,Gadaur,PHULPUR,1427,Phulpur,844
180,Shahjahanpur,87172,Gadchappa,KANTH,2104,Kanth,1522
123,Azamgarh,47120,Gaddipur,BILARIYAGANJ,1452,Bilariyaganj,869
123,Azamgarh,48042,Gaddopur,PHULPUR,1465,Phulpur,882
140,Ayodhya,60865,Gaddopur,AMANIGANJ,1668,Amaniganj,1086
133,Budaun,56559,Gadha,SAMRER,1595,Samrer,1013
168,Mau,78825,Gadha,RATANPURA,1969,Ratanpura,1387
165,Mahoba,77258,Gadhau,PANWARI,1941,Panwari,1359
147,Gonda,65553,Gadhi,NAWABGANJ,1745,Nawabganj,1163
180,Shahjahanpur,87256,Gadhia Sareli,KHUTAR,2106,Khutar,1524
142,Fatehpur,270981,Gadhiva Majhigawan,VIJAYIPUR,1697,Vijayipur,1115
133,Budaun,56670,Gadia Hardopatti,USAWAN,1597,Usawan,1015
118,Agra,241722,Gadoli Kalan,SHAMSABAD,1400,Shamsabad,817
123,Azamgarh,47960,Gadoopur,PAWAI,1464,Pawai,881
640,Amethi,91309,Gadriya Dih,JAGDISHPUR,2169,Jagdishpur,1587
168,Mau,78433,Gagaupur,FATEHPUR MADAUN,1963,Fatehpur Madaun,1381
120,Prayagraj,45236,Gagaur,PHULPUR,1427,Phulpur,844
146,Ghazipur,64782,Gahali Basarikpur,VIRNO,1733,Virno,1151
170,Mirzapur,79910,Gahira,PAHARI,1990,Pahari,1408
175,Rae Bareli,84093,Gahrauli,SARENI,2060,Sareni,1478
186,Unnao,92076,Gahrawa,AURAS,2183,Auras,1601
130,Bareilly,52730,Gahrra,AALAMPUR JAFARABAD,1541,Aalampur Jafarabad,959
135,Chandauli,57776,Gaighat,CHAKIYA,1617,Chakiya,1035
640,Amethi,91310,Gaimau,JAGDISHPUR,2169,Jagdishpur,1587
640,Amethi,91029,Gairikpur,BHETUA,2164,Bhetua,1582
167,Mathura,78234,Gaiyara,RAYA,1960,Raya,1378
120,Prayagraj,45056,Gajadharpur,MANDA,1424,Manda,841
152,Jaunpur,69163,Gajendrapur,BADLA PUR,1805,Badla Pur,1223
148,Gorakhpur,66474,Gajgaraha,GOLA,1759,Gola,1177
123,Azamgarh,48210,Gajhara,SATHIYAON,1467,Sathiyaon,884
126,Ballia,50173,Gaji Pakad,NAVANAGAR,1502,Navanagar,919
141,Farrukhabad,267657,Gajipur,RAJEPUR,1683,Rajepur,1101
173,Pilibhit,82113,Gajraula Kalan Saharai,MARORI,2026,Marori,1444
167,Mathura,78235,Gaju,RAYA,1960,Raya,1378
154,Amroha,238600,Galib Bara,AMROHA,1834,Amroha,1252
142,Fatehpur,62122,Gamhari,BAHUA,1688,Bahua,1106
148,Gorakhpur,66978,Ganauri,SAHJANAWA,1767,Sahjanawa,1185
131,Basti,54481,Ganawaria Kalan,RUDAULI,1566,Rudauli,984
131,Basti,266880,Gandhariya Gajraj,SAU GHAT,1568,Sau Ghat,986
