block_code,block_name,district_code,tehsil_code,tehsil_name,resolution,source
1057,Lar,137,962,Salempur,derived_village,village_gram_panchayat_mapping.csv
1057,Lar,137,963,Bhatpar Rani,derived_village,village_gram_panchayat_mapping.csv
1058,Pathar Dewa,137,959,Deoria,derived_village,village_gram_panchayat_mapping.csv
1059,Rampur Karkhana,137,959,Deoria,derived_village,village_gram_panchayat_mapping.csv
1060,Rudrapur,137,960,Rudrapur,derived_village,village_gram_panchayat_mapping.csv
1061,Salempur,137,962,Salempur,derived_village,village_gram_panchayat_mapping.csv
1061,Salempur,137,963,Bhatpar Rani,derived_village,village_gram_panchayat_mapping.csv
1062,Tarkalua,137,959,Deoria,derived_village,village_gram_panchayat_mapping.csv
1062,Tarkalua,137,961,Barhaj,derived_village,village_gram_panchayat_mapping.csv
1063,Aliganj,138,1007,Aliganj,derived_village,village_gram_panchayat_mapping.csv
1064,Amanpur,633,1011,Sahawar,derived_village,village_gram_panchayat_mapping.csv
1065,Awagarh,138,1009,Jalesar,derived_village,village_gram_panchayat_mapping.csv
1066,Ganj Dundwara,633,1012,Patiyali,derived_village,village_gram_panchayat_mapping.csv
1067,Jaithara,138,1007,Aliganj,derived_village,village_gram_panchayat_mapping.csv
1068,Jalesar,138,1009,Jalesar,derived_village,village_gram_panchayat_mapping.csv
1069,Kasganj,633,1010,Kasganj,derived_village,village_gram_panchayat_mapping.csv
1070,Marehra,138,1008,Etah,derived_village,village_gram_panchayat_mapping.csv
1071,Nidhauli Kalan,138,1008,Etah,derived_village,village_gram_panchayat_mapping.csv
1072,Patiyali,633,1012,Patiyali,derived_village,village_gram_panchayat_mapping.csv
1073,Sahawar,633,1011,Sahawar,derived_village,village_gram_panchayat_mapping.csv
1074,Sakit,138,1008,Etah,derived_village,village_gram_panchayat_mapping.csv
1075,Shitalpur,138,1008,Etah,derived_village,village_gram_panchayat_mapping.csv
1076,Sidhpura,633,1012,Patiyali,derived_village,village_gram_panchayat_mapping.csv
1077,Soron,633,1010,Kasganj,derived_village,village_gram_panchayat_mapping.csv
1078,Barhpura,139,838,Etawah,derived_village,village_gram_panchayat_mapping.csv
1079,Basrehar,139,838,Etawah,derived_village,village_gram_panchayat_mapping.csv
1080,Bharthana,139,839,Bharthana,derived_village,village_gram_panchayat_mapping.csv
1081,Chakarnagar,139,840,Chakarnagar,derived_village,village_gram_panchayat_mapping.csv
1082,Jaswantnagar,139,836,Jaswantnagar,derived_village,village_gram_panchayat_mapping.csv
1083,Mahewa,139,839,Bharthana,derived_village,village_gram_panchayat_mapping.csv
1083,Mahewa,139,840,Chakarnagar,derived_village,village_gram_panchayat_mapping.csv
1084,Sefai,139,837,Saifai,derived_village,village_gram_panchayat_mapping.csv
1085,Takha,139,6158,Takha,derived_village,village_gram_panchayat_mapping.csv
1086,Amaniganj,140,903,Milkipur,derived_village,village_gram_panchayat_mapping.csv
1087,Bikapur,140,906,Bikapur,derived_village,village_gram_panchayat_mapping.csv
1088,Hariyangatanganj,140,903,Milkipur,derived_village,village_gram_panchayat_mapping.csv
1088,Hariyangatanganj,140,906,Bikapur,derived_village,village_gram_panchayat_mapping.csv
1089,Masodha,140,904,Sohawal,derived_village,village_gram_panchayat_mapping.csv
1089,Masodha,140,905,Faizabad,derived_village,village_gram_panchayat_mapping.csv
1090,Mawai,140,902,Rudauli,derived_village,village_gram_panchayat_mapping.csv
1091,Maya Bazar,140,905,Faizabad,derived_village,village_gram_panchayat_mapping.csv
1092,Milkipur,140,903,Milkipur,derived_village,village_gram_panchayat_mapping.csv
1093,Pura Bazar,140,905,Faizabad,derived_village,village_gram_panchayat_mapping.csv
1094,Sohawal,140,904,Sohawal,derived_village,village_gram_panchayat_mapping.csv
1095,Tarun,140,906,Bikapur,derived_village,village_gram_panchayat_mapping.csv
1096,Barhpur,141,832,Farrukhabad,derived_village,village_gram_panchayat_mapping.csv
1097,Kaimganj,141,830,Kaimganj,derived_village,village_gram_panchayat_mapping.csv
1098,Kamalganj,141,831,Amritpur,derived_village,village_gram_panchayat_mapping.csv
1098,Kamalganj,141,832,Farrukhabad,derived_village,village_gram_panchayat_mapping.csv
1099,Mohamdabad,141,832,Farrukhabad,derived_village,village_gram_panchayat_mapping.csv
1100,Nawabganj,141,830,Kaimganj,derived_village,village_gram_panchayat_mapping.csv
1101,Rajepur,141,831,Amritpur,derived_village,village_gram_panchayat_mapping.csv
1102,Shamsabad,141,830,Kaimganj,derived_village,village_gram_panchayat_mapping.csv
1103,Airayan,142,879,Khaga,derived_village,village_gram_panchayat_mapping.csv
1104,Amauli,142,877,Bindki,derived_village,village_gram_panchayat_mapping.csv
1105,Asothar,142,878,Fatehpur,derived_village,village_gram_panchayat_mapping.csv
1106,Bahua,142,878,Fatehpur,derived_village,village_gram_panchayat_mapping.csv
1107,Bhitaura,142,878,Fatehpur,derived_village,village_gram_panchayat_mapping.csv
1108,Devmai,142,877,Bindki,derived_village,village_gram_panchayat_mapping.csv
1108,Devmai,142,878,Fatehpur,derived_village,village_gram_panchayat_mapping.csv
1109,Dhata,142,879,Khaga,derived_village,village_gram_panchayat_mapping.csv
1110,Haswa,142,878,Fatehpur,derived_village,village_gram_panchayat_mapping.csv
1111,Hathgaon,142,879,Khaga,derived_village,village_gram_panchayat_mapping.csv
1112,Khajuha,142,877,Bindki,derived_village,village_gram_panchayat_mapping.csv
1112,Khajuha,142,878,Fatehpur,derived_village,village_gram_panchayat_mapping.csv
1112,Khajuha,142,879,Khaga,derived_village,village_gram_panchayat_mapping.csv
1113,Malwan,142,877,Bindki,derived_village,village_gram_panchayat_mapping.csv
1113,Malwan,142,879,Khaga,derived_village,village_gram_panchayat_mapping.csv
1114,Telyani,142,878,Fatehpur,derived_village,village_gram_panchayat_mapping.csv
1115,Vijayipur,142,879,Khaga,derived_village,village_gram_panchayat_mapping.csv
1116,Araon,143,774,Shikohabad,derived_village,village_gram_panchayat_mapping.csv
1116,Araon,143,6161,Sirsaganj,derived_village,village_gram_panchayat_mapping.csv
1117,Eka,143,773,Jasrana,derived_village,village_gram_panchayat_mapping.csv
1118,Firozabad,143,771,Tundla,derived_village,village_gram_panchayat_mapping.csv
1118,Firozabad,143,772,Firozabad,derived_village,village_gram_panchayat_mapping.csv
1119,Hathwant,143,773,Jasrana,derived_village,village_gram_panchayat_mapping.csv
1119,Hathwant,143,774,Shikohabad,derived_village,village_gram_panchayat_mapping.csv
1120,Jasrana,143,773,Jasrana,derived_village,village_gram_panchayat_mapping.csv
1121,Madanpur,143,774,Shikohabad,derived_village,village_gram_panchayat_mapping.csv
1121,Madanpur,143,6161,Sirsaganj,derived_village,village_gram_panchayat_mapping.csv
1122,Narkhi,143,771,Tundla,derived_village,village_gram_panchayat_mapping.csv
1122,Narkhi,143,772,Firozabad,derived_village,village_gram_panchayat_mapping.csv
1123,Shikohabad,143,774,Shikohabad,derived_village,village_gram_panchayat_mapping.csv
1124,Tundla,143,771,Tundla,derived_village,village_gram_panchayat_mapping.csv
1125,Bisrakh,144,742,Dadri,derived_village,village_gram_panchayat_mapping.csv
1126,Dadri,144,742,Dadri,derived_village,village_gram_panchayat_mapping.csv
1126,Dadri,144,743,Gautam Buddha Nagar,derived_village,village_gram_panchayat_mapping.csv
1128,Jewar,144,743,Gautam Buddha Nagar,derived_village,village_gram_panchayat_mapping.csv
1128,Jewar,144,744,Jewar,derived_village,village_gram_panchayat_mapping.csv
1129,Bhojpur,145,738,Modinagar,derived_village,village_gram_panchayat_mapping.csv
1130,Dhaulana,661,6032,Dhaulana,derived_village,village_gram_panchayat_mapping.csv
1131,Garh Mukteshwar,661,741,Garhmukteshwar,derived_village,village_gram_panchayat_mapping.csv
1132,Hapur,661,740,Hapur,derived_village,village_gram_panchayat_mapping.csv
1132,Hapur,661,6032,Dhaulana,derived_village,village_gram_panchayat_mapping.csv
1133,Loni,145,739,Ghaziabad,derived_village,village_gram_panchayat_mapping.csv
1133,Loni,145,6089,Loni,derived_village,village_gram_panchayat_mapping.csv
1134,Muradnagar,145,738,Modinagar,derived_village,village_gram_panchayat_mapping.csv
1135,Rajapur,145,738,Modinagar,derived_village,village_gram_panchayat_mapping.csv
1135,Rajapur,145,739,Ghaziabad,derived_village,village_gram_panchayat_mapping.csv
1136,Simbhawali,661,740,Hapur,derived_village,village_gram_panchayat_mapping.csv
1136,Simbhawali,661,741,Garhmukteshwar,derived_village,village_gram_panchayat_mapping.csv
1137,Bhadaura,146,991,Zamania,derived_village,village_gram_panchayat_mapping.csv
1137,Bhadaura,146,6835,Sewarai,derived_village,village_gram_panchayat_mapping.csv
1138,Bhanwarkol,146,990,Mohammadabad,derived_village,village_gram_panchayat_mapping.csv
1139,Devkali,146,988,Saidpur,derived_village,village_gram_panchayat_mapping.csv
1140,Ghazipur,146,989,Ghazipur,derived_village,village_gram_panchayat_mapping.csv
1141,Jakhania,146,987,Jakhania,derived_village,village_gram_panchayat_mapping.csv
1142,Karanda,146,989,Ghazipur,derived_village,village_gram_panchayat_mapping.csv
1143,Kasimabad,146,990,Mohammadabad,derived_village,village_gram_panchayat_mapping.csv
1143,Kasimabad,146,6834,Kasimabad,derived_village,village_gram_panchayat_mapping.csv
1144,Manihari,146,987,Jakhania,derived_village,village_gram_panchayat_mapping.csv
1144,Manihari,146,988,Saidpur,derived_village,village_gram_panchayat_mapping.csv
1145,Mardah,146,989,Ghazipur,derived_village,village_gram_panchayat_mapping.csv
1145,Mardah,146,6834,Kasimabad,derived_village,village_gram_panchayat_mapping.csv
1146,Mohammadabad,146,990,Mohammadabad,derived_village,village_gram_panchayat_mapping.csv
1146,Mohammadabad,146,6834,Kasimabad,derived_village,village_gram_panchayat_mapping.csv
1147,Revatipur,146,991,Zamania,derived_village,village_gram_panchayat_mapping.csv
1147,Revatipur,146,6835,Sewarai,derived_village,village_gram_panchayat_mapping.csv
1148,Sadat,146,987,Jakhania,derived_village,village_gram_panchayat_mapping.csv
1148,Sadat,146,988,Saidpur,derived_village,village_gram_panchayat_mapping.csv
1149,Saidpur,146,988,Saidpur,derived_village,village_gram_panchayat_mapping.csv
1150,Varachakwar,146,990,Mohammadabad,derived_village,village_gram_panchayat_mapping.csv
1150,Varachakwar,146,6834,Kasimabad,derived_village,village_gram_panchayat_mapping.csv
1151,Virno,146,989,Ghazipur,derived_village,village_gram_panchayat_mapping.csv
1151,Virno,146,6834,Kasimabad,derived_village,village_gram_panchayat_mapping.csv
1152,Zamania,146,991,Zamania,derived_village,village_gram_panchayat_mapping.csv
1152,Zamania,146,6835,Sewarai,derived_village,village_gram_panchayat_mapping.csv
1153,Babhanjot,147,931,Mankapur,derived_village,village_gram_panchayat_mapping.csv
1154,Belsar,147,930,Tarabganj,derived_village,village_gram_panchayat_mapping.csv
1155,Chhapia,147,931,Mankapur,derived_village,village_gram_panchayat_mapping.csv
1156,Colonelganj,147,929,Colonelganj,derived_village,village_gram_panchayat_mapping.csv
1157,Haldharmau,147,929,Colonelganj,derived_village,village_gram_panchayat_mapping.csv
1158,Itiathok,147,928,Gonda,derived_village,village_gram_panchayat_mapping.csv
1159,Jhanjhari,147,928,Gonda,derived_village,village_gram_panchayat_mapping.csv
1160,Katra Bazar,147,929,Colonelganj,derived_village,village_gram_panchayat_mapping.csv
1161,Mankapur,147,931,Mankapur,derived_village,village_gram_panchayat_mapping.csv
1162,Mujehana,147,928,Gonda,derived_village,village_gram_panchayat_mapping.csv
1163,Nawabganj,147,930,Tarabganj,derived_village,village_gram_panchayat_mapping.csv
1164,Pandri Kripal,147,928,Gonda,derived_village,village_gram_panchayat_mapping.csv
1165,Paraspur,147,929,Colonelganj,derived_village,village_gram_panchayat_mapping.csv
1166,Rupaideeh,147,928,Gonda,derived_village,village_gram_panchayat_mapping.csv
1167,Tarabganj,147,930,Tarabganj,derived_village,village_gram_panchayat_mapping.csv
1168,Wazirganj,147,930,Tarabganj,derived_village,village_gram_panchayat_mapping.csv
1169,Bansgaon,148,952,Bansgaon,derived_village,village_gram_panchayat_mapping.csv
1169,Bansgaon,148,953,Khajni,derived_village,village_gram_panchayat_mapping.csv
1170,Barhalganj,148,954,Gola,derived_village,village_gram_panchayat_mapping.csv
1171,Belghat,148,953,Khajni,derived_village,village_gram_panchayat_mapping.csv
1171,Belghat,148,954,Gola,derived_village,village_gram_panchayat_mapping.csv
1172,Bhathat,148,950,Gorakhpur,derived_village,village_gram_panchayat_mapping.csv
1173,Brahmpur,148,951,Chauri Chaura,derived_village,village_gram_panchayat_mapping.csv
1174,Campierganj,148,948,Campierganj,derived_village,village_gram_panchayat_mapping.csv
1175,Chargawan,148,950,Gorakhpur,derived_village,village_gram_panchayat_mapping.csv
1176,Gagaha,148,950,Gorakhpur,derived_village,village_gram_panchayat_mapping.csv
1176,Gagaha,148,952,Bansgaon,derived_village,village_gram_panchayat_mapping.csv
1176,Gagaha,148,954,Gola,derived_village,village_gram_panchayat_mapping.csv
1177,Gola,148,954,Gola,derived_village,village_gram_panchayat_mapping.csv
1178,Jangal Kaudia,148,948,Campierganj,derived_village,village_gram_panchayat_mapping.csv
1178,Jangal Kaudia,148,950,Gorakhpur,derived_village,village_gram_panchayat_mapping.csv
1179,Kauri Ram,148,952,Bansgaon,derived_village,village_gram_panchayat_mapping.csv
1180,Khajni,148,953,Khajni,derived_village,village_gram_panchayat_mapping.csv
1181,Khorabar,148,950,Gorakhpur,derived_village,village_gram_panchayat_mapping.csv
1181,Khorabar,148,951,Chauri Chaura,derived_village,village_gram_panchayat_mapping.csv
1182,Pali,148,949,Sahjanwa,derived_village,village_gram_panchayat_mapping.csv
1183,Pipraich,148,950,Gorakhpur,derived_village,village_gram_panchayat_mapping.csv
1183,Pipraich,148,951,Chauri Chaura,derived_village,village_gram_panchayat_mapping.csv
1184,Piprauli,148,949,Sahjanwa,derived_village,village_gram_panchayat_mapping.csv
1184,Piprauli,148,950,Gorakhpur,derived_village,village_gram_panchayat_mapping.csv
1185,Sahjanawa,148,949,Sahjanwa,derived_village,village_gram_panchayat_mapping.csv
1185,Sahjanawa,148,953,Khajni,derived_village,village_gram_panchayat_mapping.csv
1186,Sardarnagar,148,950,Gorakhpur,derived_village,village_gram_panchayat_mapping.csv
1186,Sardarnagar,148,951,Chauri Chaura,derived_village,village_gram_panchayat_mapping.csv
1187,Uruwa,148,952,Bansgaon,derived_village,village_gram_panchayat_mapping.csv
1187,Uruwa,148,953,Khajni,derived_village,village_gram_panchayat_mapping.csv
1187,Uruwa,148,954,Gola,derived_village,village_gram_panchayat_mapping.csv
1188,Gohand,149,865,Rath,derived_village,village_gram_panchayat_mapping.csv
1188,Gohand,149,866,Sarila,derived_village,village_gram_panchayat_mapping.csv
1189,Kurara,149,864,Hamirpur,derived_village,village_gram_panchayat_mapping.csv
1190,Maudaha,149,867,Maudaha,derived_village,village_gram_panchayat_mapping.csv
1191,Muskara,149,867,Maudaha,derived_village,village_gram_panchayat_mapping.csv
1192,Rath,149,865,Rath,derived_village,village_gram_panchayat_mapping.csv
1193,Sarila,149,866,Sarila,derived_village,village_gram_panchayat_mapping.csv
1194,Sumerpur,149,864,Hamirpur,derived_village,village_gram_panchayat_mapping.csv
1195,Ahirori,150,811,Hardoi,derived_village,village_gram_panchayat_mapping.csv
1196,Bawan,150,810,Sawayajpur,derived_village,village_gram_panchayat_mapping.csv
1196,Bawan,150,811,Hardoi,derived_village,village_gram_panchayat_mapping.csv
1197,Behendar,150,813,Sandila,derived_village,village_gram_panchayat_mapping.csv
1198,Bharawan,150,813,Sandila,derived_village,village_gram_panchayat_mapping.csv
1199,Bharkhani,150,809,Shahabad,derived_village,village_gram_panchayat_mapping.csv
1199,Bharkhani,150,810,Sawayajpur,derived_village,village_gram_panchayat_mapping.csv
1200,Bilgram,150,810,Sawayajpur,derived_village,village_gram_panchayat_mapping.csv
1200,Bilgram,150,812,Bilgram,derived_village,village_gram_panchayat_mapping.csv
1201,Hariyawan,150,811,Hardoi,derived_village,village_gram_panchayat_mapping.csv
1202,Harpalpur,150,810,Sawayajpur,derived_village,village_gram_panchayat_mapping.csv
1203,Kachauna,150,813,Sandila,derived_village,village_gram_panchayat_mapping.csv
1204,Kothawan,150,813,Sandila,derived_village,village_gram_panchayat_mapping.csv
1205,Madhoganj,150,812,Bilgram,derived_village,village_gram_panchayat_mapping.csv
1206,Mallawan,150,812,Bilgram,derived_village,village_gram_panchayat_mapping.csv
1207,Pihani,150,809,Shahabad,derived_village,village_gram_panchayat_mapping.csv
1208,Sandi,150,810,Sawayajpur,derived_village,village_gram_panchayat_mapping.csv
1208,Sandi,150,812,Bilgram,derived_village,village_gram_panchayat_mapping.csv
1209,Sandila,150,813,Sandila,derived_village,village_gram_panchayat_mapping.csv
1210,Shahabad,150,809,Shahabad,derived_village,village_gram_panchayat_mapping.csv
1211,Sursa,150,811,Hardoi,derived_village,village_gram_panchayat_mapping.csv
1212,Tandiyawan,150,811,Hardoi,derived_village,village_gram_panchayat_mapping.csv
1213,Todarpur,150,809,Shahabad,derived_village,village_gram_panchayat_mapping.csv
1214,Dakore,151,854,Orai,derived_village,village_gram_panchayat_mapping.csv
1215,Jalaun,151,852,Jalaun,derived_village,village_gram_panchayat_mapping.csv
1216,Kadaura,151,853,Kalpi,derived_village,village_gram_panchayat_mapping.csv
1217,Konch,151,855,Konch,derived_village,village_gram_panchayat_mapping.csv
1218,Kuthaund,151,851,Madhogarh,derived_village,village_gram_panchayat_mapping.csv
1218,Kuthaund,151,852,Jalaun,derived_village,village_gram_panchayat_mapping.csv
1219,Madhogarh,151,851,Madhogarh,derived_village,village_gram_panchayat_mapping.csv
1219,Madhogarh,151,852,Jalaun,derived_village,village_gram_panchayat_mapping.csv
1220,Maheva,151,853,Kalpi,derived_village,village_gram_panchayat_mapping.csv
1221,Nadigaon,151,851,Madhogarh,derived_village,village_gram_panchayat_mapping.csv
1221,Nadigaon,151,855,Konch,derived_village,village_gram_panchayat_mapping.csv
1222,Rampura,151,851,Madhogarh,derived_village,village_gram_panchayat_mapping.csv
1223,Badla Pur,152,982,Badlapur,derived_village,village_gram_panchayat_mapping.csv
1224,Baksha,152,982,Badlapur,derived_village,village_gram_panchayat_mapping.csv
1224,Baksha,152,984,Jaunpur,derived_village,village_gram_panchayat_mapping.csv
1225,Barasathi,152,983,Machhlishahr,derived_village,village_gram_panchayat_mapping.csv
1225,Barasathi,152,985,Mariahu,derived_village,village_gram_panchayat_mapping.csv
1226,Dharma Pur,152,984,Jaunpur,derived_village,village_gram_panchayat_mapping.csv
1227,Dobhi,152,986,Kerakat,derived_village,village_gram_panchayat_mapping.csv
1228,Jalal Pur,152,986,Kerakat,derived_village,village_gram_panchayat_mapping.csv
1229,Karanja Kala,152,981,Shahganj,derived_village,village_gram_panchayat_mapping.csv
1229,Karanja Kala,152,984,Jaunpur,derived_village,village_gram_panchayat_mapping.csv
1230,Kerakat,152,986,Kerakat,derived_village,village_gram_panchayat_mapping.csv
1231,Khuthan,152,981,Shahganj,derived_village,village_gram_panchayat_mapping.csv
1232,Machchali Shahar,152,983,Machhlishahr,derived_village,village_gram_panchayat_mapping.csv
1233,Maharaj Ganj,152,982,Badlapur,derived_village,village_gram_panchayat_mapping.csv
1234,Mariyahu,152,983,Machhlishahr,derived_village,village_gram_panchayat_mapping.csv
1234,Mariyahu,152,985,Mariahu,derived_village,village_gram_panchayat_mapping.csv
1235,Mufti Ganj,152,986,Kerakat,derived_village,village_gram_panchayat_mapping.csv
1236,Mungra Badshah Pur,152,983,Machhlishahr,derived_village,village_gram_panchayat_mapping.csv
1237,Ram Nagar,152,985,Mariahu,derived_village,village_gram_panchayat_mapping.csv
1238,Ram Pur,152,985,Mariahu,derived_village,village_gram_panchayat_mapping.csv
1239,Shah Ganj,152,981,Shahganj,derived_village,village_gram_panchayat_mapping.csv
1239,Shah Ganj,152,984,Jaunpur,derived_village,village_gram_panchayat_mapping.csv
1240,Sikrara,152,984,Jaunpur,derived_village,village_gram_panchayat_mapping.csv
1241,Sirkoni,152,984,Jaunpur,derived_village,village_gram_panchayat_mapping.csv
1242,Suitha Kala,152,981,Shahganj,derived_village,village_gram_panchayat_mapping.csv
1243,Sujan Ganj,152,983,Machhlishahr,derived_village,village_gram_panchayat_mapping.csv
1244,Babina,153,860,Jhansi,derived_village,village_gram_panchayat_mapping.csv
1245,Badagaon,153,860,Jhansi,derived_village,village_gram_panchayat_mapping.csv
1246,Bamaur,153,857,Garautha,derived_village,village_gram_panchayat_mapping.csv
1246,Bamaur,153,858,Tahrauli,derived_village,village_gram_panchayat_mapping.csv
1247,Bangra,153,858,Tahrauli,derived_village,village_gram_panchayat_mapping.csv
1247,Bangra,153,859,Mauranipur,derived_village,village_gram_panchayat_mapping.csv
1248,Chirgaon,153,856,Moth,derived_village,village_gram_panchayat_mapping.csv
1248,Chirgaon,153,858,Tahrauli,derived_village,village_gram_panchayat_mapping.csv
1249,Gursarai,153,857,Garautha,derived_village,village_gram_panchayat_mapping.csv
1249,Gursarai,153,858,Tahrauli,derived_village,village_gram_panchayat_mapping.csv
1250,Mauranipur,153,859,Mauranipur,derived_village,village_gram_panchayat_mapping.csv
1251,Moth,153,856,Moth,derived_village,village_gram_panchayat_mapping.csv
1252,Amroha,154,730,Amroha,derived_village,village_gram_panchayat_mapping.csv
1252,Amroha,154,6831,Naugawan Sadat,derived_village,village_gram_panchayat_mapping.csv
1253,Dhanaura,154,729,Dhanaura,derived_village,village_gram_panchayat_mapping.csv
1254,Gajraula,154,729,Dhanaura,derived_village,village_gram_panchayat_mapping.csv
1254,Gajraula,154,731,Hasanpur,derived_village,village_gram_panchayat_mapping.csv
1255,Gangeshwari,154,731,Hasanpur,derived_village,village_gram_panchayat_mapping.csv
1256,Hasanpur,154,731,Hasanpur,derived_village,village_gram_panchayat_mapping.csv
1257,Joya,154,729,Dhanaura,derived_village,village_gram_panchayat_mapping.csv
1257,Joya,154,730,Amroha,derived_village,village_gram_panchayat_mapping.csv
1257,Joya,154,6831,Naugawan Sadat,derived_village,village_gram_panchayat_mapping.csv
1258,Chhibramau,155,833,Chhibramau,derived_village,village_gram_panchayat_mapping.csv
1259,Gughrapur,155,833,Chhibramau,derived_village,village_gram_panchayat_mapping.csv
1259,Gughrapur,155,834,Kannauj,derived_village,village_gram_panchayat_mapping.csv
1260,Haseran,155,835,Tirwa,derived_village,village_gram_panchayat_mapping.csv
1261,Jalalabad,155,834,Kannauj,derived_village,village_gram_panchayat_mapping.csv
1262,Kannauj,155,834,Kannauj,derived_village,village_gram_panchayat_mapping.csv
1263,Saurikh,155,833,Chhibramau,derived_village,village_gram_panchayat_mapping.csv
1264,Talgram,155,833,Chhibramau,derived_village,village_gram_panchayat_mapping.csv
1265,Umarda,155,835,Tirwa,derived_village,village_gram_panchayat_mapping.csv
1266,Akbarpur,156,845,Akbarpur,derived_village,village_gram_panchayat_mapping.csv
1266,Akbarpur,156,6871,Maitha,derived_village,village_gram_panchayat_mapping.csv
1267,Amrodha,156,846,Bhognipur,derived_village,village_gram_panchayat_mapping.csv
1268,Derapur,156,844,Derapur,derived_village,village_gram_panchayat_mapping.csv
1269,Jhinjhak,156,843,Rasulabad,derived_village,village_gram_panchayat_mapping.csv
1269,Jhinjhak,156,844,Derapur,derived_village,village_gram_panchayat_mapping.csv
1270,Maitha,156,845,Akbarpur,derived_village,village_gram_panchayat_mapping.csv
1270,Maitha,156,6871,Maitha,derived_village,village_gram_panchayat_mapping.csv
1271,Malasa,156,846,Bhognipur,derived_village,village_gram_panchayat_mapping.csv
1272,Rajpur,156,847,Sikandra,derived_village,village_gram_panchayat_mapping.csv
1273,Rasulabad,156,843,Rasulabad,derived_village,village_gram_panchayat_mapping.csv
1274,Sandalpur,156,847,Sikandra,derived_village,village_gram_panchayat_mapping.csv
1275,Sarbankhera,156,845,Akbarpur,derived_village,village_gram_panchayat_mapping.csv
1275,Sarbankhera,156,6871,Maitha,derived_village,village_gram_panchayat_mapping.csv
1276,Bhitargaon,157,850,Ghatampur,derived_village,village_gram_panchayat_mapping.csv
1276,Bhitargaon,157,6163,Narwal,exact,https://kanpurnagar.nic.in/subdivision-blocks/
1277,Bilhaur,157,848,Bilhaur,exact,https://kanpurnagar.nic.in/subdivision-blocks/
1278,Chaubeypur,157,848,Bilhaur,exact,https://kanpurnagar.nic.in/subdivision-blocks/
1279,Ghatampur,157,850,Ghatampur,exact,https://kanpurnagar.nic.in/subdivision-blocks/
1280,Kakwan,157,848,Bilhaur,exact,https://kanpurnagar.nic.in/subdivision-blocks/
1281,Kalyanpur,157,849,Kanpur,verified_name_variant,https://kanpurnagar.nic.in/subdivision-blocks/
1282,Patara,157,850,Ghatampur,exact,https://kanpurnagar.nic.in/subdivision-blocks/
1283,Sarsol,157,6163,Narwal,verified_name_variant,https://kanpurnagar.nic.in/subdivision-blocks/
1284,Shivrajpur,157,848,Bilhaur,exact,https://kanpurnagar.nic.in/subdivision-blocks/
1285,Vidhunu,157,849,Kanpur,verified_name_variant,https://kanpurnagar.nic.in/subdivision-blocks/
1285,Vidhunu,157,6163,Narwal,derived_village,village_gram_panchayat_mapping.csv
1286,Chail,158,887,Chail,derived_village,village_gram_panchayat_mapping.csv
1287,Kara,158,885,Sirathu,derived_village,village_gram_panchayat_mapping.csv
1288,Kaushambi,158,886,Manjhanpur,derived_village,village_gram_panchayat_mapping.csv
1289,Manjhanpur,158,886,Manjhanpur,derived_village,village_gram_panchayat_mapping.csv
1290,Mooratganj,158,887,Chail,derived_village,village_gram_panchayat_mapping.csv
1291,Nevada,158,887,Chail,derived_village,village_gram_panchayat_mapping.csv
1292,Sarsawan,158,886,Manjhanpur,derived_village,village_gram_panchayat_mapping.csv
1293,Sirathu,158,885,Sirathu,derived_village,village_gram_panchayat_mapping.csv
1294,Bankeyganj,159,799,Gola Gokaran Nath,derived_village,village_gram_panchayat_mapping.csv
1294,Bankeyganj,159,801,Lakhimpur,derived_village,village_gram_panchayat_mapping.csv
1294,Bankeyganj,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1295,Behjam,159,801,Lakhimpur,derived_village,village_gram_panchayat_mapping.csv
1295,Behjam,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1296,Bijuwa,159,798,Palia,derived_village,village_gram_panchayat_mapping.csv
1296,Bijuwa,159,799,Gola Gokaran Nath,derived_village,village_gram_panchayat_mapping.csv
1296,Bijuwa,159,800,Mohammdi,derived_village,village_gram_panchayat_mapping.csv
1296,Bijuwa,159,801,Lakhimpur,derived_village,village_gram_panchayat_mapping.csv
1296,Bijuwa,159,802,Dhaurahara,derived_village,village_gram_panchayat_mapping.csv
1296,Bijuwa,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1297,Dhaurhara,159,802,Dhaurahara,derived_village,village_gram_panchayat_mapping.csv
1297,Dhaurhara,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1298,Isanagar,159,802,Dhaurahara,derived_village,village_gram_panchayat_mapping.csv
1298,Isanagar,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1299,Kumbhigola,159,797,Nighasan,derived_village,village_gram_panchayat_mapping.csv
1299,Kumbhigola,159,799,Gola Gokaran Nath,derived_village,village_gram_panchayat_mapping.csv
1299,Kumbhigola,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1300,Lakhimpur,159,797,Nighasan,derived_village,village_gram_panchayat_mapping.csv
1300,Lakhimpur,159,801,Lakhimpur,derived_village,village_gram_panchayat_mapping.csv
1300,Lakhimpur,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
1301,Mitauli,159,800,Mohammdi,derived_village,village_gram_panchayat_mapping.csv
1301,Mitauli,159,6875,Mitauli,derived_village,village_gram_panchayat_mapping.csv
