district_code,gram_panchayat_code,block_code,resolution
119,43429,819,exact_name
119,43430,819,exact_name
119,43431,819,exact_name
119,43432,819,exact_name
119,43433,819,exact_name
119,43434,819,exact_name
119,43435,819,exact_name
119,43436,819,exact_name
119,43437,819,exact_name
119,43438,819,exact_name
119,43439,819,exact_name
119,43440,819,exact_name
119,43441,819,exact_name
119,43442,819,exact_name
119,43443,819,exact_name
119,43444,819,exact_name
119,43445,819,exact_name
119,43446,819,exact_name
119,43447,819,exact_name
119,43448,819,exact_name
119,43449,819,exact_name
119,43450,819,exact_name
119,43451,819,exact_name
119,43452,819,exact_name
119,43453,819,exact_name
119,43454,819,exact_name
119,43455,819,exact_name
119,43456,819,exact_name
119,43457,819,exact_name
119,43458,819,exact_name
119,43459,819,exact_name
119,43460,819,exact_name
119,43461,819,exact_name
119,43462,819,exact_name
119,43463,819,exact_name
119,43464,819,exact_name
119,43465,819,exact_name
119,43466,819,exact_name
119,43467,819,exact_name
119,43468,819,exact_name
119,43469,819,exact_name
119,43470,819,exact_name
119,43471,819,exact_name
119,43472,819,exact_name
119,43473,819,exact_name
119,43474,819,exact_name
119,43475,819,exact_name
119,43476,819,exact_name
119,43477,819,exact_name
119,43478,819,exact_name
119,43479,819,exact_name
119,43480,819,exact_name
119,43481,819,exact_name
119,43482,819,exact_name
119,43483,819,exact_name
119,43484,819,exact_name
119,43485,819,exact_name
119,43486,819,exact_name
119,242953,820,exact_name
119,266286,820,exact_name
119,266288,820,exact_name
119,266291,820,exact_name
119,43487,820,exact_name
119,43488,820,exact_name
119,43489,820,exact_name
119,43490,820,exact_name
119,43491,820,exact_name
119,43492,820,exact_name
119,43493,820,exact_name
119,43494,820,exact_name
119,43495,820,exact_name
119,43496,820,exact_name
119,43497,820,exact_name
119,43498,820,exact_name
119,43499,820,exact_name
119,43500,820,exact_name
119,43501,820,exact_name
119,43502,820,exact_name
119,43503,820,exact_name
119,43504,820,exact_name
119,43505,820,exact_name
119,43506,820,exact_name
119,43507,820,exact_name
119,43508,820,exact_name
119,43509,820,exact_name
119,43510,820,exact_name
119,43511,820,exact_name
119,43512,820,exact_name
119,43513,820,exact_name
119,43514,820,exact_name
119,43515,820,exact_name
119,43516,820,exact_name
119,43517,820,exact_name
119,43518,820,exact_name
119,43519,820,exact_name
119,43520,820,exact_name
119,43521,820,exact_name
119,43522,820,exact_name
119,43523,820,exact_name
119,43524,820,exact_name
119,43525,820,exact_name
119,43526,820,exact_name
119,43527,820,exact_name
119,43528,820,exact_name
119,43529,820,exact_name
119,43530,820,exact_name
119,43531,820,exact_name
119,43532,820,exact_name
119,43533,820,exact_name
119,43534,820,exact_name
119,43535,820,exact_name
119,43536,820,exact_name
119,43537,820,exact_name
119,43538,820,exact_name
119,43539,820,exact_name
119,43540,820,exact_name
119,43541,820,exact_name
119,43542,820,exact_name
119,43543,820,exact_name
119,43544,820,exact_name
119,43545,820,exact_name
119,43546,820,exact_name
119,43547,820,exact_name
119,43548,820,exact_name
119,43549,820,exact_name
119,43550,820,exact_name
119,266375,821,exact_name
119,266376,821,exact_name
119,43551,821,exact_name
119,43552,821,exact_name
119,43553,821,exact_name
119,43554,821,exact_name
119,43555,821,exact_name
119,43556,821,exact_name
119,43557,821,exact_name
119,43558,821,exact_name
119,43559,821,exact_name
119,43561,821,exact_name
119,43562,821,exact_name
119,43563,821,exact_name
119,43564,821,exact_name
119,43565,821,exact_name
119,43566,821,exact_name
119,43567,821,exact_name
119,43568,821,exact_name
119,43570,821,exact_name
119,43571,821,exact_name
119,43572,821,exact_name
119,43573,821,exact_name
119,43574,821,exact_name
119,43575,821,exact_name
119,43576,821,exact_name
119,43577,821,exact_name
119,43578,821,exact_name
119,43579,821,exact_name
119,43580,821,exact_name
119,43581,821,exact_name
119,43582,821,exact_name
119,43583,821,exact_name
119,43584,821,exact_name
119,43585,821,exact_name
119,43586,821,exact_name
119,43587,821,exact_name
119,43588,821,exact_name
119,43589,821,exact_name
119,43590,821,exact_name
119,43592,821,exact_name
119,43593,821,exact_name
119,43594,821,exact_name
119,43595,821,exact_name
119,43596,821,exact_name
119,43597,821,exact_name
119,43598,821,exact_name
119,43599,821,exact_name
119,43603,821,exact_name
119,43604,821,exact_name
119,43606,821,exact_name
119,43607,821,exact_name
119,43608,821,exact_name
119,43610,821,exact_name
119,43611,821,exact_name
119,43612,821,exact_name
119,43613,821,exact_name
119,43614,821,exact_name
119,43615,821,exact_name
119,43616,821,exact_name
119,43617,821,exact_name
119,43618,821,exact_name
119,266220,822,exact_name
119,266222,822,exact_name
119,266225,822,exact_name
119,266234,822,exact_name
119,266238,822,exact_name
119,43619,822,exact_name
119,43620,822,exact_name
119,43622,822,exact_name
119,43624,822,exact_name
119,43625,822,exact_name
119,43626,822,exact_name
119,43627,822,exact_name
119,43628,822,exact_name
119,43629,822,exact_name
119,43630,822,exact_name
119,43631,822,exact_name
119,43632,822,exact_name
119,43633,822,exact_name
119,43634,822,exact_name
119,43635,822,exact_name
119,43636,822,exact_name
119,43637,822,exact_name
119,43638,822,exact_name
119,43639,822,exact_name
119,43640,822,exact_name
119,43642,822,exact_name
119,43643,822,exact_name
119,43644,822,exact_name
119,43645,822,exact_name
119,43646,822,exact_name
119,43647,822,exact_name
119,43648,822,exact_name
119,43649,822,exact_name
119,43650,822,exact_name
119,43651,822,exact_name
119,43652,822,exact_name
119,43653,822,exact_name
119,43654,822,exact_name
119,43655,822,exact_name
119,43656,822,exact_name
119,43657,822,exact_name
119,43658,822,exact_name
119,43659,822,exact_name
119,43660,822,exact_name
119,43661,822,exact_name
119,43662,822,exact_name
119,43663,822,exact_name
119,43664,822,exact_name
119,43665,822,exact_name
119,43666,822,exact_name
119,43667,822,exact_name
119,43668,822,exact_name
119,43670,822,exact_name
119,43671,822,exact_name
119,43672,822,exact_name
119,43674,822,exact_name
119,43675,822,exact_name
119,43676,822,exact_name
119,43677,822,exact_name
119,43678,822,exact_name
119,43679,822,exact_name
119,43680,822,exact_name
119,43681,822,exact_name
119,43683,822,exact_name
119,43684,822,exact_name
119,43685,822,exact_name
119,43686,822,exact_name
119,43687,822,exact_name
119,242962,823,exact_name
119,266295,823,exact_name
119,266296,823,exact_name
119,43688,823,exact_name
119,43689,823,exact_name
119,43690,823,exact_name
119,43691,823,exact_name
119,43692,823,exact_name
119,43693,823,exact_name
119,43694,823,exact_name
119,43695,823,exact_name
119,43696,823,exact_name
119,43697,823,exact_name
119,43698,823,exact_name
119,43699,823,exact_name
119,43700,823,exact_name
119,43701,823,exact_name
119,43702,823,exact_name
119,43703,823,exact_name
119,43704,823,exact_name
119,43705,823,exact_name
119,43706,823,exact_name
119,43707,823,exact_name
119,43708,823,exact_name
119,43709,823,exact_name
119,43710,823,exact_name
119,43711,823,exact_name
119,43712,823,exact_name
119,43713,823,exact_name
119,43714,823,exact_name
119,43715,823,exact_name
119,43716,823,exact_name
119,43717,823,exact_name
119,43718,823,exact_name
119,43719,823,exact_name
119,43720,823,exact_name
119,43721,823,exact_name
119,43722,823,exact_name
