district_code,tehsil_code,village_code,village_name,gram_panchayat_code,gram_panchayat_name
123,967,194336,Bovanpur,47689,Beenapara
123,965,192636,Brijmani Bujurg,47499,Devenpur
123,965,192554,Brijmani Khurd,47529,Narottampur Patwari
123,968,194991,Buchipur,48032,Boorhapur Kutub Ali
123,966,193590,Budaidha,47872,Budaidha
123,967,194523,Budhan Patti,48124,Jamin Katghar
123,967,194423,Budhsenpur,47690,Budhsenpur
123,966,193727,Bunda,47873,Bunda
123,6165,195081,Bunda,47563,Bunda
123,965,192749,Burhan Patti,267755,Baka
123,970,195987,Burhanpur Urf Jameerpur,48390,Zameerpur Urf Budhan
123,968,194926,Burhapur Badal,48033,Burhapur Badal
123,965,192579,Burhave Husamuddinpur,47492,Burhave Husamddinpur
123,969,195403,Byowahra,47410,Byouhara
123,970,196045,Chachchupur,48318,Asdhirpur
123,967,194526,Chack Ali,48148,Ranipur
123,967,194516,Chack Bahoru,48129,Khajhepur
123,966,193448,Chack Bangali,48132,Kotawa
123,964,192373,Chack Bharia,46860,Bahara Kothi
123,965,193026,Chack Jaikishun,271973,Dewa Bindawal
123,966,193941,Chack Nahar,47316,Tari
123,967,194538,Chack Noniya,48148,Ranipur
123,967,194524,Chackbudhan,48124,Jamin Katghar
123,966,193741,Chadi,271813,Sarai Mubarak
123,970,196051,Chaimalpah,48326,Belahadih
123,965,192680,Chak Abhbhan,47485,Bansthan
123,969,195448,Chak Afuai,47854,Rampur
123,965,193254,Chak Ajij,47069,Chak Ajeej
123,966,193504,Chak Ali,48097,Anaura
123,968,194982,Chak Allah,48027,Bhedia
123,968,194906,Chak Amanabad,48084,Sajei
123,965,193116,Chak Amraula,271988,Rampur Mubarakpatti
123,966,193468,Chak Andhori,48147,Pandaha
123,970,195743,Chak Andhori,47795,Madarpur
123,968,194920,Chak Arif,48029,Bibi Ganj
123,965,193273,Chak Ashik,46997,Allipur
123,969,195340,Chak Aswania,48424,Gonahara
123,968,194959,Chak Bahar,48088,Shahjerpur
123,966,193784,Chak Bahauddinpur,48204,Muinabad
123,6165,195066,Chak Bal,48077,Pook
123,969,195675,Chak Banarasi,48358,Mahuwapar
123,969,195527,Chak Bandhawa,47458,Rasulpur Duadhara
123,969,195206,Chak Barwa Jai Drathyati,48402,Barwa
123,969,195205,Chak Barwa Ramesar Giri,48402,Barwa
123,969,195459,Chak Basahi,47405,Basahi Akbalpur
123,966,193870,Chak Basti,48172,Basti
123,965,193373,Chak Begudas,47068,Rasulpur
123,964,192366,Chak Berma,46933,Sultanipur
123,966,193584,Chak Bhai Khan,47872,Budaidha
123,969,195595,Chak Bhatauli,47831,Jamui
123,965,193402,Chak Bhuwna,47012,Bhuwana Buzurg
123,965,193064,Chak Bijuli,47117,Dubrahan Bujurg
123,968,194884,Chak Brahamani,46859,Atardiha
123,965,192683,Chak Burhave,47484,Baijuapur
123,968,195005,Chak Chakiya,270560,Chakiya Chak Murtuja
123,968,194933,Chak Chandan,48033,Burhapur Badal
123,967,194283,Chak Charha,47719,Khutauli
123,964,191988,Chak Chaubey,46963,Jamin Nandana
123,965,193330,Chak Chhattar (Mu).Chak Aziz,47021,Chhattarpur Khushhal
123,965,193331,Chak Chhattar Mu.Samundpur,47021,Chhattarpur Khushhal
123,965,192801,Chak Childeiya,47237,Rampur Dewara
123,965,192888,Chak Chitarsen,47207,Chuck Lalchand
123,6165,195155,Chak Chorra,47564,Chak Chorra
123,965,193269,Chak Chuhar,46997,Allipur
123,966,193660,Chak Daman,47878,Dugdugwa
123,964,192042,Chak Darshan,46961,Haidarpur Khas
123,967,194573,Chak Darvani,47804,Rafipur
123,968,194866,Chak Daud Shah,46902,Kora Ghatampur
123,967,194433,Chak Daudpur,47694,Daudpur
123,966,193596,Chak Dhanai,47871,Bhaduli
123,965,192639,Chak Dhanawa,47499,Devenpur
123,6165,195068,Chak Dhanchha,48085,Salauddinpur
123,968,194990,Chak Dharna,48032,Boorhapur Kutub Ali
123,966,193585,Chak Dih,47905,Khozapur
123,966,193588,Chak Dina Khan,47874,Chak Dina Khan
123,966,193675,Chak Dube,47870,Belnadih
123,970,195967,Chak Dudhawri,48354,Kudhapar
123,968,195009,Chak Dulha,48074,Palthi
123,968,195007,Chak Dulhin,48074,Palthi
123,969,195476,Chak Fardahi,47393,Ahirauli Khizirpur
123,966,193845,Chak Firozabad,48194,Kasba Sarai
123,970,195806,Chak Firozpur,47641,Hathodi
123,965,192884,Chak Gani,47207,Chuck Lalchand
123,968,194915,Chak Ganjali Shah,48087,Sarawan
123,965,193145,Chak Ghanshyam,47067,Punapar
123,965,192563,Chak Ghuran,47486,Barhardih
123,966,193617,Chak Gorya,47879,Ekrampur
123,969,195214,Chak Gulab Rai,48398,Bahadurpur
123,968,194669,Chak Gulara,47956,Dattapur
123,966,193594,Chak Halal,47871,Bhaduli
123,964,192142,Chak Haraiya,47326,Bemudih Kishundevpur
123,970,195807,Chak Hathauri,47641,Hathodi
123,967,194403,Chak Haveli,47712,Khan Kah
123,966,193452,Chak Hiraram,48139,Mazgava
123,966,193581,Chak Inami,47875,Chak Inami
123,967,194391,Chak Israuli,47721,Korauli Khurd
123,967,194395,Chak Jafar,47702,Gangapur Bijaura
123,970,195842,Chak Jainuddinpur,47625,Daulatpur
123,967,194224,Chak Jalal,48244,Bhilauli Khalsa
123,969,195337,Chak Jalalpur,48438,Khargipur
123,969,195458,Chak Jamal Kamal,47405,Basahi Akbalpur
123,969,195302,Chak Jamaluddinpur,48452,Purasudi
123,966,193432,Chak Jivnarayan,48295,Nasiruddinpur
123,966,193503,Chak Jiya,48115,Firuddu Pur
123,965,193390,Chak Jiyan,47033,Imiliya
123,967,194129,Chak Joravar,48269,Kariyabar
123,970,195862,Chak Juhiya,272141,Jiasar
123,968,194829,Chak Jujhari,271865,Fadagudia
123,966,194018,Chak Jumman,47273,Chhaatur
123,6165,195090,Chak Kaji,47601,Purandarpur
123,966,193582,Chak Kalika,47875,Chak Inami
123,965,192602,Chak Kalwariya,47488,Bhatauli
123,967,194383,Chak Kamaluddinpur,47738,Pawai Ladpur
123,967,194275,Chak Kamarali,47691,Chackamer Ali
123,969,195257,Chak Karmahi,48391,Ahirauli
123,967,194454,Chak Kasba,48138,Masjidiya
123,970,195781,Chak Kathwari,47623,Chakwara
123,966,193458,Chak Khairullah,272177,Chak Khairullah
123,967,194580,Chak Khurram,272115,Ishwarpur
123,968,194988,Chak Kirta,48065,Malgawan
123,966,193577,Chak Kishundaspur,272089,Haripur
123,967,194402,Chak Kot,47712,Khan Kah
123,966,193449,Chak Kothiya,48133,Kothiya
123,968,194774,Chak Kurha,47985,Larpur Gauhara
123,966,193495,Chak Kurkut,48097,Anaura
123,6165,195065,Chak Kutuban,48025,Bakhara
123,968,195006,Chak Lahesuwa,48037,Dariya Pur
123,966,193535,Chak Lal Ghar,48107,Chacklal Dhar
123,965,192887,Chak Lalchand,47207,Chuck Lalchand
123,969,195446,Chak Lard,47422,Fakarudeenpur
123,967,194367,Chak Latif,47688,Basti
123,968,194864,Chak Latif,46902,Kora Ghatampur
123,966,193771,Chak Madanpur,48204,Muinabad
123,965,193239,Chak Madhopur,270759,Ahirauli
123,967,194400,Chak Mahuari,47702,Gangapur Bijaura
123,964,192161,Chak Mainuddinpur,47322,Baheliapar
123,967,194229,Chak Majnu,48244,Bhilauli Khalsa
123,968,194665,Chak Mak Sudan,47956,Dattapur
123,967,194291,Chak Mali,272036,Bijahar Mainuddinpur
123,965,193060,Chak Maluk,47117,Dubrahan Bujurg
123,965,193042,Chak Manjhariya,47086,Akhapur
123,967,194397,Chak Manullah,47749,Surahi Bujurg
123,968,194965,Chak Mastam Shah,48049,Jauma
123,968,195030,Chak Matiyar,48091,Shekhwaliya Matiyar
123,967,194647,Chak Meuvna,271894,Jamalpur Bhelkhra
123,966,193650,Chak Mishrauli,47920,Pagra
123,967,194414,Chak Miyan,47709,Kanaitha
123,969,195553,Chak Mojani,47397,Bagharwa Urf Molnapur Chak
123,966,193780,Chak Molana,48166,Asaur
123,968,194686,Chak Molanapur,47952,Bhimalpur
123,967,194386,Chak Molna,47746,Shervan
123,965,193039,Chak Muajjam,47149,Madhuban
123,968,194970,Chak Mudmijani,48054,Katra Noorpur
123,967,194576,Chak Mukti,47770,Nagawa Chakmufti
123,967,194374,Chak Munauvar,47720,Korauli Bujurg
123,6165,195091,Chak Munauwar,47601,Purandarpur
123,966,193586,Chak Munnavar,47872,Budaidha
123,966,193671,Chak Murar,47893,Hegapur
123,966,193516,Chak Murlidhar,48143,Momarijpur
123,970,195809,Chak Najari,47641,Hathodi
123,969,195542,Chak Nanda,47449,Nandapur
123,967,194645,Chak Navan,47813,Sirsal
123,965,192449,Chak Nayak,47493,Chack Nayak
123,966,193900,Chak Netapur,47285,Karisath
123,965,192912,Chak Newari,47114,Dewai Rasulpur
123,966,193595,Chak Newaz,47872,Budaidha
123,969,195215,Chak Nonari,48398,Bahadurpur
123,966,193674,Chak Noniya,47893,Hegapur
123,968,194961,Chak Noori,48093,Sudnipur
123,6165,195142,Chak Patti,47556,Barauna
123,965,192926,Chak Pharenda,47134,Jamin Pharenda
123,964,192036,Chak Purandar,46965,Kantalpur
123,965,193311,Chak Rajjak,47027,Devapar
123,966,193498,Chak Rajjan,48115,Firuddu Pur
123,966,193445,Chak Rajman,48109,Chadayee
123,965,192451,Chak Ramnagar,47493,Chack Nayak
123,6165,195282,Chak Rasulpur,48400,Bakspur
123,965,193168,Chak Rauza,270770,Mochipur
123,6165,195085,Chak Rjjoshaidani,47607,Sikraursahbari
123,967,194508,Chak Roa,272310,Sheshpur
123,6165,195094,Chak Roshan Haidari,47559,Belahari Imam Ali
123,968,194918,Chak Sabjpur,48073,Paliya Adaie
123,966,193513,Chak Samas,48143,Momarijpur
123,969,195336,Chak Sarai,48438,Khargipur
123,969,195322,Chak Sarawan,48460,Sarawan
123,969,195416,Chak Sattawan,47852,Raipur Salvahan
123,966,193483,Chak Sethaval,48108,Chak Sethaval
123,965,193307,Chak Shah Daniyal,47027,Devapar
123,968,194890,Chak Shah Kafi,46901,Khuraso
123,965,193169,Chak Shahdaulat,270770,Mochipur
123,967,194344,Chak Shahrullah,47726,Manjirpatti
123,965,192452,Chak Shivgulam,47493,Chack Nayak
123,966,194083,Chak Sikathi,48177,Chak Sikari
123,967,194342,Chak Sodhi,47685,Avdiha Ibrahimpur
123,966,193781,Chak Taj,48166,Asaur
123,6165,195099,Chak Tewkhar,47612,Tewkhar
123,968,194674,Chak Thaneswar,48012,Saudma
123,969,195266,Chak Tikar,48394,Amethi
123,969,195347,Chak Umari Gulam Husain,47472,Umari Shree
123,969,195346,Chak Umari Ramesh Giri,47396,Asau Tikar
123,967,194597,Chak Unji,47780,Husenpur
123,967,194507,Chak Vaka Faranjad Ali,272310,Sheshpur
123,966,193587,Chak Vilinda,47872,Budaidha
123,970,195780,Chak Wara,47623,Chakwara
123,968,194734,Chakamak Sud Jahan,47963,Gumkothi
123,966,193955,Chakarapanpur,47272,Chakarapanpur
123,968,194868,Chakbala Shah,46896,Kandra
123,967,194197,Chakbari,48251,Chak Wari
123,968,194919,Chakdeen Shukla,48073,Paliya Adaie
123,968,194707,Chakdhudhuri,47974,Kachhara
123,967,194207,Chakdoda,48311,Sodhari
123,964,192014,Chakhoril,272127,Achalipur
123,969,195578,Chaki Dih,47411,Chaki Dih
123,969,195191,Chakia,272123,Balpur
123,968,194698,Chakia,47944,Bakhariya
123,967,194102,Chakia Dube Rampur,48252,Chakia Dube Rampur
123,969,195644,Chakia Kasrawal,48323,Barawa
123,967,194651,Chakidi,47768,Chakidi
123,970,195859,Chakiya,47643,Inwal
123,968,195008,Chakiya Chak Murtuja,270560,Chakiya Chak Murtuja
123,967,194549,Chakiya Husenabad,47769,Chakiya Husenabad
123,6165,195054,Chakiya Mt. Noorpur,48041,Gadaie Pur
123,965,192582,Chakjulekha,47523,Mahrupur
123,965,192794,Chakki Gangepur,47209,Gangepur
123,965,192785,Chakki Hajipur,47208,Dewara Khasraja
123,966,193975,Chaklahusi,47258,Anei
123,968,194828,Chakmahan,271865,Fadagudia
123,968,194859,Chakmalmala,46918,Pura Kodaie
123,970,195961,Chaknasia,48373,Rasepur
123,964,192240,Chakra Jai,47328,Bhaisasur Chakrajai
123,968,194685,Chaksewa,47952,Bhimalpur
123,970,195947,Chakshah Daria,47826,Chak Sahdariya
123,966,193796,Chakshekh Ahmad Urf Chakia,48176,Chack Shakh Ahmad Urf Chakiya
123,966,193825,Chaktage,271824,Chak Tage
123,964,192308,Chaktara,46923,Sakar Kol A
123,6165,195141,Chaktek Chand,47554,Bairi
123,967,194627,Chakvaka Asgarali,47774,Faijullahpur
123,966,193547,Chakval,48116,Gambhirvan
123,965,192972,Chalakpur,47109,Chalakpur
123,968,194927,Chamawan,48034,Chamawan
123,965,193152,Champapur Gopalpur,47066,Parsottampur Urf Kaithauli
123,967,194261,Chamradih,47692,Chamradih
123,964,191981,Chanaita,272147,Chanaita
123,967,194215,Chanda Bhari,48253,Chandabhari
123,966,194008,Chandai,47311,Semroul
123,970,195930,Chandani,47663,Pilkhuwa
123,965,192844,Chandapar,47205,Chandapar
123,966,193442,Chandayee,48109,Chadayee
123,966,193713,Chandesar,47876,Chandesar
123,969,195400,Chandevra,47413,Chandevra
123,966,193505,Chandi Tikar,48146,Nevarahi
123,966,193643,Chandoka,47863,Aho Patti
123,965,192740,Chandpatti,47204,Chand Patti
123,964,192329,Chandpur,46890,Hansapur Kala
123,968,194895,Chandpur,46876,Birahar Maychak Khajura
123,965,193261,Chandpur,47016,Chandpur
123,965,193091,Chandpur,47153,Manpur
123,967,194204,Chandpur Aima,48315,Wari Khas
123,965,192616,Chandpur Akharchanda,47494,Chandpur Akharchanda
123,969,195532,Chandpur Bachhini,47401,Balipur
123,965,192689,Chandpur Bhataura,47495,Chandpur Bhatoura
123,967,194307,Chandpur Khalsa,47753,Tudawal
123,969,195218,Chandra Bhanpur,48415,Chandra Bhanpur
123,964,192105,Chandrabhanpur,46967,Khiridih
123,967,194252,Chandwa,47754,Uttma
123,965,193339,Changaipur,47017,Changaipur
123,965,192532,Chapri Khurd,47546,Shivpur
123,965,192893,Charauwa,272090,Charauwa
123,968,195004,Charauwan,48035,Charauwan
123,967,194282,Charha,47727,Mauna
123,967,194210,Chatturpur,48265,Isarpur Khas
123,964,192064,Chaturpur Khas,46951,Chaturpur Khas
123,964,192077,Chaturpur Madhai Patti,46952,Chaturpur Madhai Patti
123,969,195688,Chaubah,48333,Chaubah
123,964,192372,Chaube Patti,46892,Ishahakpur
123,966,193898,Chaubeypur,47284,Karaut
123,965,192576,Chaukana Parsottam,47482,Avshanpur
123,6165,195306,Chauki,48416,Chauki
123,969,195438,Chauki Dauna,47429,Jahatmandpur
123,969,195502,Chauki Deo Gaon,47458,Rasulpur Duadhara
123,969,195723,Chauki Ganjore,48334,Chauki Ganjore
123,969,195424,Chauki Khaira,47861,Tadakdih
123,970,195840,Chauki Maniyara,47853,Rajha Ajmatpur
123,969,195420,Chauki Narsinghpur,47844,Narsinghpur
123,969,195521,Chauki Nasratppur,47414,Chauki Nasratppur
123,969,195722,Chauki Tehuwa,48334,Chauki Ganjore
123,968,194786,Chaukia,47979,Kharuddin Pur
123,965,192575,Chaukna Ram Chandar,47504,Gondapur
123,965,193210,Chauko Bujurg,47018,Chauko Bujurg
123,965,193215,Chauko Khurd,47019,Chauko Khurd
123,968,194854,Chauphala,46917,Pura Dubey
123,964,192349,Chaura Khand,46869,Bhatauli
123,965,192632,Chaurasi,47496,Chaurasi
123,969,195725,Chauri Khas,48361,Maulanipur
123,965,193377,Chayepur,47007,Belasar Jameen Belasar
123,969,195561,Chewar Paschhim,47415,Chewar Paschhim
123,969,195559,Chewarpurab,47416,Chewar Purab
123,965,192664,Chewata,47497,Chewata
123,968,194718,Chhajjo Patti,47953,Chhajjo Patti
123,968,194994,Chhangan Pur,269950,Katra Kotiya
123,965,193182,Chhapiya,47083,Tekanpur
123,965,192742,Chhapra M. Raunapar,47195,Banhara
123,965,193386,Chhapra Sultanpur,47020,Chhapra Sultanpur
123,964,192364,Chhatauna,46877,Chhatauna Aachhepur
123,964,192411,Chhatauna,46878,Chhitauna
123,966,194023,Chhataur,47273,Chhaatur
123,969,195309,Chhattar Pur,48417,Chhattar Pur
123,965,193326,Chhattarpur Dalel,47062,Natthupur
123,965,193325,Chhattarpur Khushhal,47021,Chhattarpur Khushhal
123,966,193579,Chhatterpur,47916,Mataulipur
123,967,194577,Chhaun,47771,Chhaun
123,964,192251,Chhiri Brahman,270593,Chhidi Brahman
123,964,192252,Chhiri Gopal,270596,Chiri Gopal
123,965,193129,Chhiri Jamin Chhiri,47022,Chhiri Jamin Chhiri
123,966,193836,Chhitampur,48175,Bihroj Pur
123,964,192316,Chhitauna Banakhurd,46931,Siphah
123,964,192317,Chhitauni Bariyar,46923,Sakar Kol A
123,964,192034,Chhitauni Khas,46953,Chhitauni Khas
123,6165,195093,Chhittepur,47565,Chhettepur
123,967,194420,Chhittu Patti,47709,Kanaitha
123,6165,195139,Chiksanwa,266218,Chiksawa
123,969,195618,Chilbila,47827,Chilbila
123,965,192772,Chilbili Dan Chilbili,47206,Chilbili Dan Chilibili
123,969,195629,Chillupur,48335,Chillupur
123,965,193154,Chinhari,47066,Parsottampur Urf Kaithauli
123,966,193521,Chintamanipur,48135,Lachhirampur
123,966,194021,Chiraiyapar,47273,Chhaatur
123,966,193752,Chiraiyapar Urf Saraiya,48229,Sikandarpur
123,967,194167,Chirawal,48275,Khotihar
123,969,195363,Chirikihit,47417,Chirikihit
123,964,192029,Chisti Pur,46954,Chisti Pur
123,6165,195122,Chitara Mahmoodpur,47566,Chitara Mahmoodpur
123,967,194347,Chitrawal,47714,Khanpur Chitrawal
123,969,195584,Chiutahara,47418,Chiutahra
123,966,193746,Chiutahi,48178,Chiutahi
123,6165,195179,Chiutahi,48418,Chivtahi
123,966,193482,Chuhanpur,48118,Ghati Patti
123,968,194777,Chulha Pura,272119,Narwari
123,964,192224,Chumkuni,270581,Chumkuni
123,967,194540,Chunhata,48148,Ranipur
123,965,193260,Chunugpar,47023,Chunugpar
123,968,194879,Dab Daba,46913,Oril
123,964,192092,Dadar,46980,Pendara
123,6165,195156,Daderiya,47572,Jagdishpur
123,967,194220,Dadra,48254,Dadara
123,965,193187,Dadra,47040,Kankhbhar
123,965,193370,Dadwakpur,47039,Kanjara Dilsadpur
123,965,193265,Daheer Patti,47037,Jogiyabir
123,964,192421,Dahi,46904,Kothra
123,964,192107,Dahia Bujurg,46990,Sukhipur
123,968,194880,Dakhin Gawan,46879,Dakhin Gawa
123,968,194662,Dalippur,47950,Bharchakia
123,965,193206,Dalpatpur,47030,Dighwaniya Kaji
123,965,193277,Dalpur,47072,Samundpur
123,965,193180,Dam Mahula,47024,Dam Mahula
123,970,195825,Dama,47624,Dama
123,967,194323,Damdiyawan,268962,Damdiyawan
123,966,193811,Damodarpur,48210,Gajhara
123,969,195651,Dandaval,48336,Dandaval
123,964,192121,Dandawa,46943,Basepur
123,967,194477,Dandawa,48150,Sahriya
123,967,194328,Dandva Mustafabad,268964,Dandwa Mustafabad
123,964,192396,Daniyalpur,264783,Daniyalpur
123,968,194756,Daniyalpur,47955,Daniyalpur
123,964,192188,Daracha,272096,Nonave
123,966,193575,Daraura,47877,Devkhari
123,964,192293,Darbara,46893,Jagdishpur Haribanshdhar
123,968,194736,Darhia,47954,Bharama
123,6165,195230,Daria Pur Basahi,48419,Daria Pur Basahi
123,966,193794,Dariabad,48168,Attardiha
123,6165,195237,Dariapur,48432,Jindopur
123,969,195632,Dariapur Nevada,48337,Dariapur Nevada
123,968,194941,Daridih,48036,Daridih
123,967,194421,Darikha Shekh Ahmadpur,47693,Darikha Shekh Ahamdpur
123,968,195010,Dariya Pur,48037,Dariya Pur
123,964,192196,Dariyapur,272096,Nonave
123,967,194599,Dariyapur,47780,Husenpur
123,970,196006,Darropur,271929,Darropur
123,964,191960,Darun Patti,46957,Dhyani Pur
123,964,192018,Dasawan Khas,46937,Aamepur
123,968,194659,Dashnaval,48002,Paharpur
123,968,195151,Dasmada,47567,Dasmarha
123,6165,194949,Dasmara,48050,Jhakhan
123,964,192175,Daspur Or Darupur,47373,Patadhan
123,967,194245,Dasu Patti,271911,Dasupatti
123,964,192274,Daswantpur,270590,Kusaha Gosai
123,968,194666,Dattapur,47956,Dattapur
123,964,192350,Daudpur,46869,Bhatauli
123,967,194437,Daudpur,47694,Daudpur
123,968,194980,Daudpur,48043,Gandi
123,965,193322,Daudpur,47025,Daudpur
123,966,193739,Daudpur Kurmi,48179,Daudpur Kurmi
123,966,193510,Daudpurkurmi,48110,Daudpur
123,966,193974,Daulatabad,47274,Daulatabad
123,966,193828,Daulatpur,48180,Daulat Pur
123,964,192254,Daulatpur,270599,Bansi Japti Mafi
123,970,195841,Daulatpur,47625,Daulatpur
123,967,194312,Daulatpur,47731,Mohanpur
123,969,195440,Dauna,47419,Dauna
123,968,194670,Dawan Para,273809,Davanpara
123,966,194066,Dayal Pur,47293,Mainuddinpur
123,966,193750,Dayala Patti,48229,Sikandarpur
123,966,193554,Dayalapur,47887,Hansapur
123,965,192930,Dayalpur,47103,Bhaluwai
123,967,194595,Dayalpur Khas,47772,Dayalpur
123,966,193765,Deeh,271805,Dih
123,970,195784,Deeha,47626,Deha
123,968,194752,Dehari,47957,Dehari
123,6165,195168,Dehduar,47568,Deduar
123,964,192028,Dehula Gosai,46954,Chisti Pur
123,964,192026,Dehula Moti,46955,Dehula Saltanat
123,964,192025,Dehula Saltanat,46955,Dehula Saltanat
123,964,192031,Dehula Sarkar,46955,Dehula Saltanat
123,964,192027,Dehula Shobha,46955,Dehula Saltanat
123,6165,195089,Demri Makhdoompur,265400,Demri Makdumpur
123,970,195776,Deo Sand,47661,Paliya Sofi Ganj
123,970,195773,Deoit,47627,Dewait
123,966,193512,Deoka Patti,48159,Sonwara
123,969,195503,Deolpur,47459,Raza Devalpur
123,969,195687,Deonathpur,48333,Chaubah
123,969,195469,Deonathpur,272019,Devnathpur
123,966,193627,Deopar,47909,Kothra
123,970,195997,Deoraipur,271926,Kasba Pahalwanpur
123,967,194147,Deoria,271920,Deoria
123,965,192769,Deoria,268949,Deoria
123,966,193856,Deoria Khalsa,48182,Deoria Khalsa
123,965,192781,Deoria M.Badhawar,47253,Surdahpar
123,964,192280,Deshraj Patti,47378,Rampur Dashraj Patti
123,966,193606,Deudand,272071,Kartalpur
123,969,195568,Deupur,47442,Manikpur Kishunpur
123,965,193375,Deupur Kamalpur,47026,Deupur Kamalpur
123,964,192206,Deurpur Sarai,47338,Deurpur Kamalpur
123,966,193798,Devali Aima,48185,Devali Khalsa
123,966,193799,Devalikhalsa,48185,Devali Khalsa
123,965,193310,Devapar,47027,Devapar
123,6165,194581,Devapur,47761,Asadha
123,964,192244,Devariya,47339,Devariya
123,966,194049,Devasipur,47297,Molanapur
123,967,194227,Devdattpatti,48309,Shofipur
123,964,192095,Devdih,272140,Devdih
123,965,192638,Devenpur,47499,Devenpur
123,964,192430,Devhata,46880,Devhatta Balepatti
123,964,192342,Devkali,272077,Udaina
123,967,194106,Devkali,48257,Belwa Dharamdaspur
123,966,193791,Devkali Dharamjeet,48181,Devkali Taran
123,966,193789,Devkali Khatib,48181,Devkali Taran
123,966,193787,Devkali Taran,48181,Devkali Taran
123,966,193573,Devkhari,47877,Devkhari
123,966,193543,Devradih,48103,Belhatha
123,966,193863,Devriaima,48218,Pusara Aima
123,965,193022,Dewabindwal,271973,Dewa Bindawal
123,965,192910,Dewai Rasulpur,47114,Dewai Rasulpur
123,970,195893,Dewakali,47628,Dewakali
123,965,192722,Dewara Achal Singh,47183,Achalnagar
123,965,192703,Dewara Arjani Baksh,47255,Urdiha
123,965,192725,Dewara Bhichhuk Das,47183,Achalnagar
123,965,192706,Dewara Chhitnidas,47255,Urdiha
123,965,192724,Dewara Garib Dubey,47183,Achalnagar
123,965,192708,Dewara Girdhari Das,47183,Achalnagar
123,965,192723,Dewara Gopal Dubey,47183,Achalnagar
123,965,192720,Dewara Gopal Nayak,47183,Achalnagar
123,965,192530,Dewara Harakhpura,47500,Dewara Harakhpura
123,965,192701,Dewara Hinduroy,47255,Urdiha
123,965,192728,Dewara Ishmailpur,47216,Dewara Ishmailpur
123,965,192450,Dewara Jadeed,47501,Dewara Jadeed
123,965,192453,Dewara Kadim,47498,Deawara Kadeem
123,965,192719,Dewara Kartaram Dubey,47183,Achalnagar
123,965,192726,Dewara Khasraja,47208,Dewara Khasraja
123,965,193175,Dewara Mahula,47054,Mahula
123,964,191962,Dewara Patti,46944,Baurara Lachhiram Pur
123,965,192705,Dewara Phoolman Dubey,47255,Urdiha
123,965,192718,Dewara Ramsaran Dube,47183,Achalnagar
123,965,192704,Dewara Sangam Dubey,47255,Urdiha
123,965,192702,Dewara Shiv Vansh Dubey,47255,Urdiha
123,965,192709,Dewara Shivdas Mishra,47255,Urdiha
123,965,192721,Dewara Shrinagar,47183,Achalnagar
123,965,192533,Dewara Tripurar Pur Khalsa,47502,Dewara Tripurar Aiema
123,965,192534,Dewara Tripurarpur Aima,47502,Dewara Tripurar Aiema
123,965,192529,Dewara Turkchara,47503,Dewara Turkchara
123,970,195848,Dewaria,47629,Dewaria
123,965,192925,Dewra Damodarpur,47113,Devda Damodar Pur
123,966,193438,Dhadhani,48255,Dhadhani
123,969,195622,Dhajwal,271963,Gangwal
123,966,193737,Dhaka,48191,Jamin Manjhriya
123,969,195691,Dhakha,48338,Dhaka
123,970,195885,Dhan Chukawa,47646,Kanjhari
123,968,195012,Dhan Khipur,48037,Dariya Pur
123,967,194613,Dhananjaya Patti,47799,Mohammadpur
123,966,193964,Dhanar Bandh,47275,Dhanar Bandh
123,965,192640,Dhanawa Khas,47534,Newada
123,969,195604,Dhanaya,47847,Pakri Kala
123,964,192256,Dhandhari,47340,Dhandhari
123,970,195972,Dhanehari,48373,Rasepur
123,964,192236,Dhanej Dubey,47341,Dhanej Pandey
123,964,192237,Dhanej Pandey,47341,Dhanej Pandey
123,964,192152,Dhanghata,270562,Dhanghata
123,6165,195109,Dhangwal,265719,Dhagwal
123,966,194031,Dhanhua,47276,Dhanhunva
123,967,194140,Dhaniya Kudi,48256,Dhanoya Puri
123,970,195871,Dhannipur,47678,Singhpur
123,967,193552,Dhannipur Bisrai,47906,Kisundaspur
123,967,194264,Dhannipur Vahab,47696,Dhannipur Bahav
123,964,192136,Dhansinghpur,270575,Dhansinghpur
123,969,195332,Dhanwatpur,48425,Hadisa Dayalpur
123,969,195614,Dharahara,47848,Parsauli
123,967,194105,Dharamdaspur,48257,Belwa Dharamdaspur
123,965,192700,Dharampur,47510,Itauradayal
123,966,193992,Dharampur Ashalpur,270755,Dharampur
123,964,192422,Dharauli,46881,Dharauli
123,970,195977,Dharaura,48349,Jiyapur Uttari
123,966,193959,Dharawara,47277,Dharawara
123,966,193518,Dharm Daspur,48135,Lachhirampur
123,964,192102,Dharma Patti,46970,Mahadevpur
123,967,194279,Dharmdaspur,47697,Dharmdaspur
123,967,194594,Dharnipur Bisaraye,47773,Dharnipur Bisayan
123,967,194263,Dharnipur Bisyan,47695,Dhannipur Bisrai
123,970,195827,Dharnipur Ranipur,47828,Dharnipur Ranipur
123,965,192921,Dharsan,47115,Dharsan
123,965,193335,Dharsara,270761,Harsinghpur
123,965,193329,Dhaurahara,47028,Dhaurahara
123,968,194910,Dhaurahara Roshan Ali,48073,Paliya Adaie
123,968,194912,Dhaurahara Shri Kishun,48073,Paliya Adaie
123,968,194909,Dhaurahara Taupheer,48073,Paliya Adaie
123,964,192015,Dhaurahra,46956,Dhaurahra
123,970,195877,Dhirajipur,47656,Mauli
