local_body_type_code,local_body_type,local_body_code,local_body_name,district_code,parent_local_body_code
3,Gram Panchayat,84291,Belwa Hasanpur,640,2064
3,Gram Panchayat,87649,Belwa Khatib,181,2114
3,Gram Panchayat,267113,Belwa Khurd,160,1892
3,Gram Panchayat,49335,Belwa Padum,125,1486
3,Gram Panchayat,70442,Belwa Ram Sagar,152,1823
3,Gram Panchayat,85768,Belwa Sengar,178,2084
3,Gram Panchayat,76356,Belwa Tiwari,164,1928
3,Gram Panchayat,74280,Belwa Urf Bairiya,160,1894
3,Gram Panchayat,74457,Belwa Urf Belwania,160,1897
3,Gram Panchayat,73187,Belwamalukapur,159,1878
3,Gram Panchayat,79898,Belwan,170,1990
3,Gram Panchayat,54023,Belwariya,131,1560
3,Gram Panchayat,50797,Bemiha,127,1512
3,Gram Panchayat,51332,Bena Mau,128,1521
3,Gram Panchayat,84669,Benazeer Urf Ghatampur,176,2069
3,Gram Panchayat,93379,Beneepur,187,2202
3,Gram Panchayat,50616,Beney Nagar,127,1510
3,Gram Panchayat,87846,Beni Dihua,181,2117
3,Gram Panchayat,90812,Beni Pur,640,2160
3,Gram Panchayat,55211,Benipur,132,1576
3,Gram Panchayat,92964,Benipur,187,2198
3,Gram Panchayat,88539,Benipur Nankar,182,2126
3,Gram Panchayat,53083,Benipur Sadat,130,1546
3,Gram Panchayat,81259,Benra,660,2011
3,Gram Panchayat,75791,Benti,162,1918
3,Gram Panchayat,47824,Benupur,123,1462
3,Gram Panchayat,69028,Beona,151,1803
3,Gram Panchayat,78171,Bera,167,1959
3,Gram Panchayat,57334,Beram Nagar,134,1610
3,Gram Panchayat,47408,Berama Bisambharpur,123,1456
3,Gram Panchayat,91120,Beramarufpur,185,2166
3,Gram Panchayat,55507,Berampurkhajuri,132,1579
3,Gram Panchayat,84292,Berara,640,2064
3,Gram Panchayat,64542,Berbhan,146,1730
3,Gram Panchayat,59884,Beri,633,1651
3,Gram Panchayat,55064,Berkheda,132,1574
3,Gram Panchayat,54764,Berkhera,132,1570
3,Gram Panchayat,54842,Berkhera,132,1571
3,Gram Panchayat,238662,Berkhera,154,1835
3,Gram Panchayat,80314,Berkhera Chak,171,1997
3,Gram Panchayat,45901,Berma,121,1436
3,Gram Panchayat,80382,Berni,659,1996
3,Gram Panchayat,62902,Berni Sanaura,143,1701
3,Gram Panchayat,72719,Beroucha,158,1870
3,Gram Panchayat,89749,Bersapur,183,2144
3,Gram Panchayat,62061,Berui,142,1687
3,Gram Panchayat,83051,Besar,174,2039
3,Gram Panchayat,50798,Bethania Karaihiya,127,1512
3,Gram Panchayat,80902,Betla,659,2005
3,Gram Panchayat,268001,Betna,161,1906
3,Gram Panchayat,52354,Betouli,140,1536
3,Gram Panchayat,273975,Bevmustkam,182,2120
3,Gram Panchayat,53009,Bewel Barkatpur,130,1545
3,Gram Panchayat,56334,Beyora,659,1592
3,Gram Panchayat,266165,Bhabbharpur,125,1479
3,Gram Panchayat,45979,Bhabhaura,121,1437
3,Gram Panchayat,70378,Bhabhauri,152,1822
3,Gram Panchayat,86555,Bhabhauri Uparwar,179,2095
3,Gram Panchayat,79354,Bhabhni Mu. Parwa,170,1982
3,Gram Panchayat,51154,Bhabhuwa,128,1517
3,Gram Panchayat,66067,Bhabhya,148,1753
3,Gram Panchayat,59616,Bhadairi,633,1646
3,Gram Panchayat,83512,Bhadaiya Mahmoodpur,640,2047
3,Gram Panchayat,63007,Bhadan,143,1703
3,Gram Panchayat,63611,Bhadangpur,661,1714
3,Gram Panchayat,272678,Bhadapa,126,1495
3,Gram Panchayat,61957,Bhadar,142,1685
3,Gram Panchayat,90979,Bhadar,640,2163
3,Gram Panchayat,80615,Bhadarpur Rajpoot,171,2001
3,Gram Panchayat,274002,Bhadaudi,125,1480
3,Gram Panchayat,63463,Bhadaula,145,1711
3,Gram Panchayat,63707,Bhadauli,145,1716
3,Gram Panchayat,238860,Bhadaura,154,1838
3,Gram Panchayat,47009,Bhadav,123,1451
3,Gram Panchayat,92965,Bhadav,187,2198
3,Gram Panchayat,90980,Bhadaw,640,2163
3,Gram Panchayat,54107,Bhadawal Kala,131,1561
3,Gram Panchayat,267845,Bhadawn,128,1521
3,Gram Panchayat,54620,Bhade Bujurg,131,1568
3,Gram Panchayat,89493,Bhadebhar,183,2140
3,Gram Panchayat,51255,Bhadehdu,128,1519
3,Gram Panchayat,77580,Bhadei,166,1947
3,Gram Panchayat,68398,Bhadeicha,150,1793
3,Gram Panchayat,62737,Bhadesara,143,1698
3,Gram Panchayat,69546,Bhadethi,152,1811
3,Gram Panchayat,67860,Bhadeura,150,1783
3,Gram Panchayat,90037,Bhadeva,183,2148
3,Gram Panchayat,265917,Bhadevali,187,2204
3,Gram Panchayat,89236,Bhadewan,183,2136
3,Gram Panchayat,91758,Bhadilakhanipur,185,2176
3,Gram Panchayat,84294,Bhadmar,640,2064
3,Gram Panchayat,84295,Bhadnasa,640,2064
3,Gram Panchayat,78134,Bhadokhar,167,1958
3,Gram Panchayat,47561,Bhadon,123,1458
3,Gram Panchayat,245662,Bhadpura,130,1545
3,Gram Panchayat,80903,Bhadraola,659,2005
3,Gram Panchayat,92966,Bhadrasi,187,2198
3,Gram Panchayat,46484,Bhadsan,122,1443
3,Gram Panchayat,92285,Bhadsar Naosahara,186,2187
3,Gram Panchayat,58708,Bhadsara Deidiha,137,1631
3,Gram Panchayat,46711,Bhadsiya,122,1446
3,Gram Panchayat,63557,Bhadsyana,661,1713
3,Gram Panchayat,92526,Bhaduha,186,2191
3,Gram Panchayat,74584,Bhadur Ganj,160,1899
3,Gram Panchayat,73123,Bhaduri,159,1877
3,Gram Panchayat,60484,Bhadva Savran,139,1661
3,Gram Panchayat,78626,Bhadwa,168,1966
3,Gram Panchayat,49267,Bhadwani,125,1485
3,Gram Panchayat,267403,Bhadwari,128,1517
3,Gram Panchayat,80747,Bhaepur,171,2003
3,Gram Panchayat,81735,Bhaga Mohammadganj Mustqil,173,2021
3,Gram Panchayat,90813,Bhagan Pur,640,2160
3,Gram Panchayat,49133,Bhagariya,125,1483
3,Gram Panchayat,49336,Bhagat Purva,125,1486
3,Gram Panchayat,80383,Bhagatpur Mirzapur,659,1996
3,Gram Panchayat,55940,Bhagautipur,133,1585
3,Gram Panchayat,75370,Bhagautipur,162,1911
3,Gram Panchayat,44433,Bhagauttipur,120,1416
3,Gram Panchayat,88131,Bhagawanpur,182,2121
3,Gram Panchayat,271595,Bhagawanpur Tape Terukha,175,2049
3,Gram Panchayat,62628,Bhagawantpur,142,1696
3,Gram Panchayat,50488,Bhagawatpur,127,1508
3,Gram Panchayat,44831,Bhagawtipur,120,296948
3,Gram Panchayat,48870,Bhaghariya,125,1479
3,Gram Panchayat,81736,Bhagi Dandi,173,2021
3,Gram Panchayat,90981,Bhagi Pur,640,2163
3,Gram Panchayat,84330,Bhagipur,175,2065
3,Gram Panchayat,61488,Bhagipur Umrah,141,1679
3,Gram Panchayat,84296,Bhagirathpur,640,2064
3,Gram Panchayat,62784,Bhagner,143,1699
3,Gram Panchayat,61745,Bhagora,141,1682
3,Gram Panchayat,77987,Bhagosa,167,1955
3,Gram Panchayat,67795,Bhagoutapur,150,1782
3,Gram Panchayat,85904,Bhagta,178,2086
3,Gram Panchayat,80315,Bhagtpur Tanda,171,1997
3,Gram Panchayat,58568,Bhagua,137,1629
3,Gram Panchayat,57754,Bhagupur,135,1617
3,Gram Panchayat,50618,Bhagvaanpur,127,1510
3,Gram Panchayat,61883,Bhagvanpur,141,1684
3,Gram Panchayat,91632,Bhagvanpur,185,2174
3,Gram Panchayat,56493,Bhagvatipur,133,1594
3,Gram Panchayat,267363,Bhagwaanpur,127,1515
3,Gram Panchayat,265345,Bhagwan Pur,162,1917
3,Gram Panchayat,86052,Bhagwan Pur Purvi,178,2088
3,Gram Panchayat,44045,Bhagwanpur,119,1411
3,Gram Panchayat,48407,Bhagwanpur,123,1470
3,Gram Panchayat,55212,Bhagwanpur,132,1576
3,Gram Panchayat,63776,Bhagwanpur,661,1718
3,Gram Panchayat,66783,Bhagwanpur,148,1764
3,Gram Panchayat,69860,Bhagwanpur,152,1815
3,Gram Panchayat,76718,Bhagwanpur,164,1933
3,Gram Panchayat,82967,Bhagwanpur,174,2038
3,Gram Panchayat,87777,Bhagwanpur,181,2116
3,Gram Panchayat,88183,Bhagwanpur,182,2122
3,Gram Panchayat,87582,Bhagwanpur Bankat,181,2113
3,Gram Panchayat,84019,Bhagwanpur Barhaiya,175,2059
3,Gram Panchayat,87778,Bhagwanpur Bhaisahi,181,2116
3,Gram Panchayat,74810,Bhagwanpur Buzurg,160,1902
3,Gram Panchayat,50879,Bhagwanpur Grint,127,1513
3,Gram Panchayat,49201,Bhagwanpur Karinga,125,1484
3,Gram Panchayat,50799,Bhagwanpur Khadar,127,1512
3,Gram Panchayat,53213,Bhagwanpur Kundan,130,1548
3,Gram Panchayat,266264,Bhagwanpur Kurmiyana,125,1483
3,Gram Panchayat,53214,Bhagwanpur Phulwa,130,1548
3,Gram Panchayat,50801,Bhagwanpur Seopur,127,1512
3,Gram Panchayat,84835,Bhagwant Nagar,176,2071
3,Gram Panchayat,53010,Bhagwantapur,130,1545
3,Gram Panchayat,88514,Bhagwat Pur,182,2126
3,Gram Panchayat,73530,Bhagwatipur,159,1883
3,Gram Panchayat,271016,Bhagwatipur,137,1641
3,Gram Panchayat,44832,Bhagwatpur,120,296951
3,Gram Panchayat,42859,Bhahai,167,1954
3,Gram Panchayat,274038,Bhahai,118,1389
3,Gram Panchayat,55999,Bhahipur,659,1586
3,Gram Panchayat,58809,Bhaidavan,137,1633
3,Gram Panchayat,72774,Bhaila Makdumpur,158,1871
3,Gram Panchayat,63558,Bhaina Sadarpur,661,1713
3,Gram Panchayat,81332,Bhaingi,172,2013
3,Gram Panchayat,239120,Bhainpura,173,2024
3,Gram Panchayat,78074,Bhainsa,167,1957
3,Gram Panchayat,88440,Bhainsa,182,2125
3,Gram Panchayat,67204,Bhainsa Pali,149,1771
3,Gram Panchayat,59202,Bhainsahi,137,1639
3,Gram Panchayat,74458,Bhainsahi,160,1897
3,Gram Panchayat,85835,Bhainsahi,178,2085
3,Gram Panchayat,66266,Bhainsala,148,1756
3,Gram Panchayat,85698,Bhainsath,178,2083
3,Gram Panchayat,81333,Bhainsi,172,2013
3,Gram Panchayat,80460,Bhainsli Jamalpur,171,1999
3,Gram Panchayat,56609,Bhainsora,133,1596
3,Gram Panchayat,77367,Bhainsroli,166,1943
3,Gram Panchayat,238792,Bhainsroli,154,1837
3,Gram Panchayat,67244,Bhainsta,149,1772
3,Gram Panchayat,81579,Bhainswal,660,2018
3,Gram Panchayat,78172,Bhairai Banger,167,1959
3,Gram Panchayat,92231,Bhairam Pur,186,2186
3,Gram Panchayat,65727,Bhairampur,147,1748
3,Gram Panchayat,89683,Bhairampur,183,2143
3,Gram Panchayat,90922,Bhairavpur,185,2162
3,Gram Panchayat,268395,Bhairnwa,158,1869
3,Gram Panchayat,69637,Bhairo Bhanpur,152,1812
3,Gram Panchayat,70057,Bhairo Sultanpur,152,1818
3,Gram Panchayat,71741,Bhairon Shanjahanpur,156,1852
3,Gram Panchayat,64622,Bhairopur,146,1731
3,Gram Panchayat,91370,Bhairopur,185,2170
3,Gram Panchayat,53151,Bhairpura,130,1547
3,Gram Panchayat,59262,Bhaisadabar,137,1640
3,Gram Panchayat,49404,Bhaisaha,125,1487
3,Gram Panchayat,74393,Bhaisaha,160,1896
3,Gram Panchayat,266136,Bhaisahi,125,1487
3,Gram Panchayat,85906,Bhaisahia,178,2086
3,Gram Panchayat,88184,Bhaisahia,182,2122
3,Gram Panchayat,54404,Bhaisahia Khurd Bujurg,131,1565
3,Gram Panchayat,50802,Bhaisahwa,127,1512
3,Gram Panchayat,47102,Bhaisainda Sathari,123,1452
3,Gram Panchayat,81500,Bhaisani,172,2016
3,Gram Panchayat,81615,Bhaisani Islampur,660,2019
3,Gram Panchayat,47203,Bhaisar,123,1453
3,Gram Panchayat,81501,Bhaisar Heri,172,2016
3,Gram Panchayat,52353,Bhaisauli,140,1536
3,Gram Panchayat,83364,Bhaisauna,174,2044
3,Gram Panchayat,271375,Bhaisaura,135,1620
3,Gram Panchayat,86342,Bhaishata,179,2093
3,Gram Panchayat,59885,Bhaisora Buzurg,633,1651
3,Gram Panchayat,59886,Bhaisora Khurd,633,1651
3,Gram Panchayat,84478,Bhaiya Nagla,176,2067
3,Gram Panchayat,74394,Bhajan Chhapra,160,1896
3,Gram Panchayat,63508,Bhajeda Kalan,661,1712
3,Gram Panchayat,49008,Bhakala,125,1481
3,Gram Panchayat,72721,Bhakanda,158,1870
3,Gram Panchayat,62903,Bhakari,143,1701
3,Gram Panchayat,58519,Bhakharwar,136,1628
3,Gram Panchayat,56287,Bhakora,133,1591
3,Gram Panchayat,56000,Bhakroli,659,1586
3,Gram Panchayat,69548,Bhakura,152,1811
3,Gram Panchayat,90244,Bhal Pahari,184,2151
3,Gram Panchayat,78173,Bhalai,167,1959
3,Gram Panchayat,68400,Bhalawan,150,1793
3,Gram Panchayat,93314,Bhalekha,187,2202
3,Gram Panchayat,81196,Bhaleri,172,2010
3,Gram Panchayat,86456,Bhalla,179,2094
3,Gram Panchayat,73437,Bhalliya Bujurg,159,1882
3,Gram Panchayat,49907,Bhaluhi,126,1497
3,Gram Panchayat,62904,Bhamai,143,1701
3,Gram Panchayat,65272,Bhamaicha,147,1741
3,Gram Panchayat,66527,Bhambhaur,148,277620
3,Gram Panchayat,58238,Bhambhoura,136,1624
3,Gram Panchayat,63612,Bhameda,661,1714
3,Gram Panchayat,81149,Bhamela,172,2009
3,Gram Panchayat,81660,Bhameri Shahpur,660,2020
3,Gram Panchayat,44784,Bhamokhar,120,1421
3,Gram Panchayat,59887,Bhamon,633,1651
3,Gram Panchayat,53279,Bhamora,130,1549
3,Gram Panchayat,56406,Bhamori Gauspur,133,1593
3,Gram Panchayat,80824,Bhamori Patti,659,2004
3,Gram Panchayat,84515,Bhamrawwa,176,2067
3,Gram Panchayat,56286,Bhamuiya Bhadsia,133,1591
3,Gram Panchayat,73698,Bhan Pur,159,1885
3,Gram Panchayat,44785,Bhanaori,120,1421
3,Gram Panchayat,267073,Bhandar,129,1533
3,Gram Panchayat,57277,Bhandauli,134,1599
3,Gram Panchayat,81616,Bhandaura,660,2019
3,Gram Panchayat,44713,Bhandewara,120,1420
3,Gram Panchayat,265510,Bhandiri,118,1386
3,Gram Panchayat,81401,Bhandur,172,2014
3,Gram Panchayat,81451,Bhandura,172,2015
3,Gram Panchayat,81580,Bhanera Jat,660,2018
3,Gram Panchayat,63681,Bhanera Khurd,145,1715
3,Gram Panchayat,73617,Bhangeli,159,1884
3,Gram Panchayat,81581,Bhanju,660,2018
3,Gram Panchayat,44047,Bhankri Khas,119,1411
3,Gram Panchayat,75860,Bhankuri,163,1919
3,Gram Panchayat,69313,Bhannaur,152,1807
3,Gram Panchayat,51573,Bhanpur,129,1525
3,Gram Panchayat,55809,Bhanpur,133,1583
3,Gram Panchayat,58449,Bhanpur,136,1627
3,Gram Panchayat,77639,Bhanpur,166,1948
3,Gram Panchayat,82041,Bhanpur,173,2025
3,Gram Panchayat,242528,Bhanpur,180,2104
3,Gram Panchayat,271481,Bhanpur,183,2144
3,Gram Panchayat,51333,Bhantee,128,1521
3,Gram Panchayat,62738,Bhanupura,143,1698
3,Gram Panchayat,66969,Bhapsa,148,1767
3,Gram Panchayat,78690,Bhar,168,1967
3,Gram Panchayat,58003,Bharachha,135,1621
3,Gram Panchayat,60914,Bharahu Khata,140,1669
3,Gram Panchayat,47954,Bharama,123,1464
3,Gram Panchayat,74881,Bharapatia,160,1903
3,Gram Panchayat,42975,Bharapur,118,1392
3,Gram Panchayat,68783,Bharari,151,1799
3,Gram Panchayat,90322,Bharari,184,2153
3,Gram Panchayat,65350,Bharatha Itahiya,147,1742
3,Gram Panchayat,49968,Bharatpur,126,1498
3,Gram Panchayat,55746,Bharatpur,133,1582
3,Gram Panchayat,80179,Bharatpur,659,1995
3,Gram Panchayat,266895,Bharatpur,166,1948
3,Gram Panchayat,61664,Bharatpur Rasulpur,141,1681
3,Gram Panchayat,50254,Bharatpur Urf Madhopur,126,1504
3,Gram Panchayat,75141,Bharatpura,161,1907
3,Gram Panchayat,85837,Bharatpura,178,2085
3,Gram Panchayat,62739,Bharaul,143,1698
3,Gram Panchayat,59457,Bharauli,137,1643
3,Gram Panchayat,70298,Bharauli,152,1821
3,Gram Panchayat,53876,Bharauli Babu,131,1558
3,Gram Panchayat,71095,Bharauli Sirkanipur,155,1840
3,Gram Panchayat,89164,Bharauna,183,2135
3,Gram Panchayat,68461,Bharayal,150,1794
3,Gram Panchayat,57757,Bharehta Kalan,135,1617
3,Gram Panchayat,266921,Bhareta,159,1877
3,Gram Panchayat,79819,Bharetha,170,1989
3,Gram Panchayat,91024,Bharetha,640,2164
3,Gram Panchayat,81661,Bhari,660,2020
3,Gram Panchayat,59131,Bharia,137,1638
3,Gram Panchayat,75372,Bharigahana,162,1911
3,Gram Panchayat,64623,Bhariya,146,1731
3,Gram Panchayat,49723,Bharkhokha,126,1493
3,Gram Panchayat,58240,Bharkorra,136,1624
3,Gram Panchayat,56610,Bharkuiya,133,1596
3,Gram Panchayat,63777,Bharna,661,1718
3,Gram Panchayat,77861,Bharna Khurd,167,1952
3,Gram Panchayat,77862,Bharnakalan,167,1952
3,Gram Panchayat,59379,Bharohia,137,1642
3,Gram Panchayat,66529,Bharohia,148,277620
3,Gram Panchayat,71980,Bharpura,156,1856
3,Gram Panchayat,85908,Bharpurwa,178,2086
3,Gram Panchayat,91063,Bharsada,185,2165
3,Gram Panchayat,74281,Bharsar Khas,160,1894
3,Gram Panchayat,74282,Bharsar Narain,160,1894
3,Gram Panchayat,59889,Bharsoli Jangle,633,1651
3,Gram Panchayat,80905,Bhartal Sirsi,659,2005
3,Gram Panchayat,266761,Bhartar,118,1388
3,Gram Panchayat,297186,Bhartara,659,1995
3,Gram Panchayat,46556,Bhartaul,122,1444
3,Gram Panchayat,80986,Bhartawala,171,2006
3,Gram Panchayat,90039,Bhartha,183,2148
3,Gram Panchayat,268886,Bhartha,181,2116
3,Gram Panchayat,69922,Bharthani,152,1816
3,Gram Panchayat,87066,Bharthauli,180,2102
3,Gram Panchayat,50161,Bharthawa,126,1502
3,Gram Panchayat,91559,Bharthi Pur,185,2173
3,Gram Panchayat,90924,Bharthipur,185,2162
3,Gram Panchayat,77810,Bhartiya,167,1951
3,Gram Panchayat,60154,Bhartoli,138,1656
3,Gram Panchayat,79736,Bharuhana,170,1988
3,Gram Panchayat,274056,Bharvaliya,182,2121
3,Gram Panchayat,76358,Bharwalia,164,1928
3,Gram Panchayat,85986,Bharwalia Chaubey,178,2087
3,Gram Panchayat,54026,Bharwaliya,131,1560
3,Gram Panchayat,88515,Bharwaliya,182,2126
3,Gram Panchayat,88051,Bharwatiya Mustakum,182,2120
3,Gram Panchayat,81099,Bhasana,172,2008
3,Gram Panchayat,265884,Bhasaudi,187,2200
3,Gram Panchayat,53877,Bhashiya,131,1558
3,Gram Panchayat,76933,Bhashiya,164,1936
3,Gram Panchayat,46070,Bhasma,121,1438
3,Gram Panchayat,66603,Bhasma,148,1761
3,Gram Panchayat,267915,Bhasraund,128,1522
3,Gram Panchayat,56666,Bhasundhra,133,1597
3,Gram Panchayat,57613,Bhasur,135,1615
3,Gram Panchayat,267327,Bhat,179,2097
3,Gram Panchayat,65142,Bhat Naiyya,147,1739
3,Gram Panchayat,45451,Bhat Pura,120,1430
3,Gram Panchayat,69862,Bhat Pura,152,1815
3,Gram Panchayat,91560,Bhat Pura,185,2173
3,Gram Panchayat,87067,Bhata Devar,180,2102
3,Gram Panchayat,63613,Bhatail,661,1714
3,Gram Panchayat,77438,Bhatani,166,1944
3,Gram Panchayat,83176,Bhatani,174,2041
3,Gram Panchayat,80906,Bhataola,659,2005
3,Gram Panchayat,58450,Bhatari,136,1627
3,Gram Panchayat,85242,Bhataul,177,2076
3,Gram Panchayat,57395,Bhataula,134,1611
3,Gram Panchayat,55941,Bhatauli,133,1585
3,Gram Panchayat,56494,Bhatauli,133,1594
3,Gram Panchayat,78418,Bhatauli,168,1963
3,Gram Panchayat,85988,Bhatauli,178,2087
3,Gram Panchayat,59133,Bhatauli Khurd,137,1638
3,Gram Panchayat,81335,Bhataura,172,2013
3,Gram Panchayat,86185,Bhataura,178,2090
3,Gram Panchayat,91687,Bhatera,185,2175
3,Gram Panchayat,44715,Bhaterawa,120,1420
3,Gram Panchayat,80317,Bhatgawan,171,1997
3,Gram Panchayat,91254,Bhatgawan,640,2168
3,Gram Panchayat,74206,Bhathahi Babu,160,1893
3,Gram Panchayat,50162,Bhati,126,1502
3,Gram Panchayat,88652,Bhatijwa Pur,182,2128
3,Gram Panchayat,47562,Bhatin Para,123,1458
3,Gram Panchayat,47489,Bhatini,123,1457
3,Gram Panchayat,87337,Bhatiura Prathvipur,180,2109
3,Gram Panchayat,87404,Bhatiuriya,180,2110
3,Gram Panchayat,63464,Bhatjan,145,1711
3,Gram Panchayat,78629,Bhatkol,168,1966
3,Gram Panchayat,59079,Bhatni Buzurg,137,1637
3,Gram Panchayat,48174,Bhatora,123,1467
3,Gram Panchayat,67669,Bhatpur,150,1780
3,Gram Panchayat,55810,Bhatpura,133,1583
3,Gram Panchayat,69693,Bhatpura,152,1813
3,Gram Panchayat,84670,Bhatpura,176,2069
3,Gram Panchayat,93312,Bhatpurva Kala,187,2202
3,Gram Panchayat,49520,Bhatpurwa,125,1489
3,Gram Panchayat,65731,Bhatpurwa,147,1748
3,Gram Panchayat,74022,Bhatpurwa,159,1890
3,Gram Panchayat,92967,Bhatsar,187,2198
3,Gram Panchayat,90431,Bhatulia,184,297517
3,Gram Panchayat,74587,Bhatwalia Khas,160,1899
3,Gram Panchayat,91561,Bhatwara,185,2173
3,Gram Panchayat,60305,Bhau Pura,633,1658
3,Gram Panchayat,84836,Bhau Pura,176,2071
3,Gram Panchayat,46870,Bhaugaicha,123,1449
3,Gram Panchayat,77864,Bhaugaon Bangar,167,1952
3,Gram Panchayat,73877,Bhaunapur,159,1888
3,Gram Panchayat,77695,Bhaupur,166,1949
3,Gram Panchayat,85415,Bhaupur,177,2079
3,Gram Panchayat,271564,Bhaupur,183,2135
3,Gram Panchayat,60359,Bhaupura,633,1659
3,Gram Panchayat,86826,Bhaur Kheda J Jigania,180,2098
3,Gram Panchayat,85989,Bhaura,178,2087
3,Gram Panchayat,66268,Bhaurabari,148,1756
3,Gram Panchayat,64364,Bhauraha,146,1727
3,Gram Panchayat,91896,Bhausinghpur,640,2179
3,Gram Panchayat,53878,Bhausingpur,131,1558
3,Gram Panchayat,87297,Bhauti,180,2108
3,Gram Panchayat,72368,Bhautipratappur,157,1863
3,Gram Panchayat,66912,Bhauwapar,148,1766
3,Gram Panchayat,63509,Bhava,661,1712
3,Gram Panchayat,90982,Bhava Pur,640,2163
3,Gram Panchayat,91897,Bhaval Pur,640,2179
3,Gram Panchayat,58641,Bhavani Chhapar,137,1630
3,Gram Panchayat,82602,Bhavani Garh,174,2032
3,Gram Panchayat,65489,Bhavani Pur,147,1744
3,Gram Panchayat,266057,Bhavanipur,133,1582
3,Gram Panchayat,51575,Bhavaniyapur,129,1525
3,Gram Panchayat,77988,Bhavanpura,167,1955
3,Gram Panchayat,55811,Bhavipur,133,1583
3,Gram Panchayat,63009,Bhavli,143,1703
3,Gram Panchayat,47104,Bhawa Raipur Patti Tandan Rai,123,1452
3,Gram Panchayat,266366,Bhawain,119,1409
3,Gram Panchayat,238793,Bhawali,154,1837
3,Gram Panchayat,80101,Bhawalpur Wasli,659,1994
3,Gram Panchayat,80180,Bhawan,659,1995
3,Gram Panchayat,89819,Bhawana,183,2145
3,Gram Panchayat,80907,Bhawanch,659,2005
3,Gram Panchayat,87651,Bhawani Nagar,181,2114
3,Gram Panchayat,83304,Bhawanigarh,174,2043
3,Gram Panchayat,274209,Bhawanigarh,185,2161
3,Gram Panchayat,52101,Bhawanipur,140,1672
3,Gram Panchayat,73619,Bhawanipur,159,1884
3,Gram Panchayat,77525,Bhawanipur,166,1946
3,Gram Panchayat,80825,Bhawanipur,659,2004
3,Gram Panchayat,83584,Bhawanipur,175,2049
3,Gram Panchayat,88996,Bhawanipur,183,2133
3,Gram Panchayat,55871,Bhawanipur Khalli,133,1584
3,Gram Panchayat,55872,Bhawanipur Kheru,133,1584
3,Gram Panchayat,84020,Bhawanipur1,175,2059
3,Gram Panchayat,48747,Bhawaniyapur Banghusari,125,1477
3,Gram Panchayat,47105,Bhawanpur,123,1452
3,Gram Panchayat,72947,Bhawansuri,158,1874
3,Gram Panchayat,60915,Bhawapur,140,1669
3,Gram Panchayat,90245,Bhawar,184,2151
3,Gram Panchayat,271983,Bhawaraipur Patti Bankarai,123,1452
3,Gram Panchayat,49757,Bhawarpur,126,1494
3,Gram Panchayat,270579,Bhawnathpur,168,1967
3,Gram Panchayat,48409,Bhawtar Chak Bhawtar,123,1470
3,Gram Panchayat,90659,Bhbhaech,184,2158
3,Gram Panchayat,238587,Bheda Bhartpur,154,1834
3,Gram Panchayat,58812,Bheda Pakadkala,137,1633
3,Gram Panchayat,88443,Bhedauha,182,2125
3,Gram Panchayat,48027,Bhedia,123,1465
3,Gram Panchayat,268213,Bhedpur,180,2100
3,Gram Panchayat,270992,Bheekharpur,185,2165
3,Gram Panchayat,267386,Bheeta,131,1560
3,Gram Panchayat,84297,Bhelai Kalan,640,2064
3,Gram Panchayat,272328,Bhelao,120,1430
3,Gram Panchayat,78420,Bhelaur,168,1963
3,Gram Panchayat,43355,Bhelet Ramnagar,119,1401
3,Gram Panchayat,75025,Bhelonilodh,161,1905
3,Gram Panchayat,74883,Bhelya,160,1903
3,Gram Panchayat,51577,Bhenduva Bahrela,129,1525
3,Gram Panchayat,80700,Bhensia,171,2002
3,Gram Panchayat,43195,Bhenson,118,1397
3,Gram Panchayat,78746,Bheryaghar,168,1968
3,Gram Panchayat,53378,Bheta Buzurg,130,1551
3,Gram Panchayat,51637,Bhetauli Kala,129,1526
3,Gram Panchayat,47951,Bhetaura,123,1464
3,Gram Panchayat,68158,Bhethua,150,1789
3,Gram Panchayat,71743,Bhevan,156,1852
3,Gram Panchayat,90984,Bhewyi,640,2163
3,Gram Panchayat,60360,Bhidauni,633,1659
3,Gram Panchayat,78175,Bhidauni Bangar,167,1959
3,Gram Panchayat,61884,Bhidaur,141,1684
3,Gram Panchayat,268046,Bhidavali,118,1399
3,Gram Panchayat,86639,Bhidiura,179,2096
3,Gram Panchayat,80245,Bhidwari,171,1998
3,Gram Panchayat,81296,Bhiimla,660,2012
3,Gram Panchayat,80463,Bhikampur Asdalpur,171,1999
3,Gram Panchayat,56337,Bhikampur Jagir Danda,659,1592
3,Gram Panchayat,56338,Bhikampur Jaini,659,1592
3,Gram Panchayat,63615,Bhikanpur,661,1714
3,Gram Panchayat,80617,Bhikanpur Kulwara,171,2001
3,Gram Panchayat,83754,Bhikh,175,2053
3,Gram Panchayat,86640,Bhikhamapur,179,2092
3,Gram Panchayat,75210,Bhikhampur,161,1908
3,Gram Panchayat,82329,Bhikhampur,174,2028
3,Gram Panchayat,92971,Bhikhampur,187,2198
3,Gram Panchayat,272035,Bhikhampur,123,1462
3,Gram Panchayat,44834,Bhikhampur Maidwara,120,296951
3,Gram Panchayat,71744,Bhikhar,156,1852
3,Gram Panchayat,92969,Bhikhari Pur,187,2198
3,Gram Panchayat,81740,Bhikharipur,173,2021
3,Gram Panchayat,51578,Bhikharpur,129,1525
3,Gram Panchayat,46485,Bhikhepur,122,1443
3,Gram Panchayat,64497,Bhikhi Chaura,146,1729
