gram_panchayat_code,gram_panchayat_name,district_code,parent_kp_code
54806,Aabidnagar Urf Dhondhli,132,1571
266228,Aachru Khurd,134,1611
79004,Aad,169,1973
52784,Aadalpur,130,1542
51981,Aadampur Bhatpura,129,1531
44282,Aadampur Uparaura,120,1414
79685,Aahi,170,1987
55580,Aajamghad Urf Ratangarh,132,1580
266456,Aajnothi,167,1953
68837,Aal,151,1800
51916,Aalapur,129,1530
63870,Aalapur,146,1720
55199,Aalealipur,132,1576
52227,Aalhan Mau,129,1534
52566,Aalhemau,129,1539
55588,Aaliyapur,132,1580
266596,Aalu Pur,141,1680
59319,Aam Ghat,137,1641
88982,Aamba,183,2133
89153,Aambaghat,183,2135
89880,Aambi,183,2146
81810,Aamdar,173,2022
45814,Aami,121,1435
61432,Aamilpur,141,1678
52786,Aamkhera,130,1542
85233,Aamki Dipchandpur Must,177,2076
268200,Aamrahwa,127,1515
61091,Aanapur Saraiya,140,1673
91843,Aanapurnarayanganj,185,2178
84658,Aanga,176,2069
89675,Aant,183,2143
62780,Aapur,143,1699
69539,Aara,152,1811
91162,Aardih,185,2167
297299,Aari Khera,171,1998
267322,Aarnhwa,127,1511
52703,Aaspur,130,1541
65649,Aata,147,1747
68707,Aata,151,1798
51442,Aau,128,1523
61433,Aawaj Pur,141,1678
266636,Ababakpur,177,2081
297178,Ababakpur,171,2002
270681,Abahadpur,152,1809
61020,Abanpur Saroha,140,1671
63122,Abbaspur,143,1705
70280,Abbopur,152,1821
269984,Abbupur,168,1965
269362,Abdalpur Albela,180,2102
45094,Abdalpur Khas,120,1425
82654,Abdul Wahidganj,174,2033
59662,Abdulhaipur,138,1647
68147,Abdulla Nagar,150,1789
51980,Abdulla Pur,129,1531
68320,Abdullapur,150,1792
297284,Abdullapur,171,2001
68838,Abdullapur Kanar,151,1800
53078,Abdullapur Mafi,130,1546
265479,Abdullapur Mevla,124,1476
85538,Abdullapur-Mazra Behat,177,2081
50077,Abdulpur Madari,126,1501
54961,Abdulpur Munna Urf Hadarpur,132,1573
85366,Abha,177,2078
272594,Abhaeepur,126,1497
265140,Abhai Pur,133,1595
52873,Abhai Rajpur,130,1543
81967,Abhaipur Chaina Nakti,173,2024
76056,Abhaipura,163,1922
267763,Abhannpatti,123,1453
42727,Abhaudopura,118,1386
266551,Abhay Pur,141,1680
69537,Abhaychand Patti,152,1811
65650,Abhayipur,147,1747
43688,Abhaypur Bahlolpur,119,1406
53141,Abhaypur Mahmoodpur,130,1547
42776,Abhaypura,118,1387
42808,Abhaypura,118,1388
68960,Abhedipur,151,1802
52937,Abheypur Keshonpur,130,1544
265149,Abhigaon,133,1590
60473,Abhinaypur Pathakpur,139,1661
90911,Abhiyankalan,185,2162
92000,Abhusha,186,2182
74018,Abhyapur,159,1890
57205,Abrahimpur Junedpur Urf Mozpur,134,1608
265799,Abu Nasarpur,154,1835
55137,Abulfazalpur Khas,132,1575
60965,Acchora,140,1670
51830,Achaicha,129,1529
57206,Achaja Khurd,134,1608
70561,Achakari,152,1825
269384,Achakwapur,127,1512
266923,Achalgarh,164,1929
75706,Achalikhera,162,1917
65860,Achalpur,147,1750
50868,Achalpur Ghat,127,1513
50869,Achalpur Roop,127,1513
70737,Achausa,153,1828
51138,Achhah,128,1517
84193,Achhai,175,2062
86326,Achhawar,179,2093
52272,Achhechha,129,1535
271971,Achhichhi,123,1456
45560,Achhola Uparhar,120,1432
86040,Achhti,178,2088
79139,Achi Khurd,169,1977
79500,Achitpur,170,1984
270330,Achlupur,120,1418
49253,Acholaya,125,1485
68389,Achra Mau,150,1793
266828,Achra Takipur,141,1682
267456,Achroura,159,1880
72762,Adahara,158,1871
73746,Adalabad,159,1886
76057,Adalpur,163,1922
238917,Adalpur Taj,154,1839
80060,Adalpura,170,1993
48165,Adampur,123,1467
48569,Adampur,124,1473
48931,Adampur,125,1480
54388,Adampur,131,1565
64934,Adampur,147,1736
67991,Adampur,150,1786
68212,Adampur,150,1790
68448,Adampur,150,1794
69299,Adampur,152,1807
69538,Adampur,152,1811
83416,Adampur,175,2045
238788,Adampur,154,1837
266444,Adampur,167,1953
270642,Adampur,168,1962
297207,Adampur,171,2000
92397,Adampur Barethi,186,2189
92398,Adampur Bhansi,186,2189
73420,Adampur Devariya,159,1882
50788,Adamtara,127,1512
92649,Adaoli,186,2193
92063,Adaora,186,2183
78545,Adari,168,1965
270809,Adari,152,1814
266907,Adarpur,139,1667
57269,Adauli,134,1609
43619,Adaun,119,1405
76784,Adbadhwa,164,1934
267529,Addupur Dehamafi,141,1684
92169,Aderwa,186,2185
73421,Adha Chat,159,1882
53495,Adhakata Nazrana,130,1553
57450,Adhan,134,1612
45815,Adhanpur,121,1435
72935,Adhaoli,158,1874
266744,Adharangi,137,1629
51375,Adharori,128,1522
83227,Adharpur,174,2042
62291,Adhauli,142,1691
266122,Adhauli,134,1603
50870,Adhinpur,127,1513
60622,Adhiyapur,139,1664
61163,Adhiyari,140,1674
81811,Adhkata,173,2022
267379,Adhkata Brahmnan,130,1549
52874,Adhkata Rabbni Begam,130,1543
272331,Adhlakhia,130,1546
79806,Adhwar,170,1989
85297,Adhyana,177,2077
48862,Adil Pur,125,1479
83573,Adilabad,175,2049
268337,Adilabad Bisalpur,173,2024
72763,Adilpur,158,1871
89485,Adilpur,183,2140
70203,Adiyar,152,1820
60529,Adlipur,139,1662
73250,Adlishpur,159,1879
69018,Adlispura,151,1803
88983,Admalpur,183,2133
242780,Adra,129,1527
272113,Adraspur,123,1461
75132,Adwaha,161,1907
90103,Adwari,183,2149
67539,Aeja,150,1778
87714,Aelahwa,181,2115
87079,Aelam Nagar,180,2102
71856,Afasariya,156,1854
87063,Afatiapur,180,2102
72572,Afjalpur,157,1867
78920,Afjalpur Urf Raninagla,169,1971
89960,Afsariya,183,2147
89738,Afsariya Hussainpur,183,2144
270047,Afzalpur Baldani,132,1580
266113,Afzalpur Budheti,133,1584
238722,Afzalpur Loot,154,1836
78962,Afzalpur Pawati,169,1972
72988,Afzalpur Wari,158,1875
51692,Agaanpur,129,1527
52273,Agaanpur,129,1535
53706,Agaee Bhagan,131,1556
47392,Agahata,123,1456
45207,Agahua,120,1427
69765,Agahuwa,152,1814
82838,Agai,174,2036
91624,Agai,185,2174
89552,Agaiya,183,2141
68321,Agampur Dhurhai,150,1792
48999,Agapur,125,1481
72407,Agapur,157,1864
84540,Agapur,176,2068
68322,Agapur Sardar,150,1792
61164,Agaraba,140,1674
57451,Agarai,134,1612
79807,Agarsand,170,1989
77853,Agaryala,167,1952
52150,Agasand,129,1533
57668,Agastipur,135,1616
269616,Agathua,140,1676
53707,Agauna,131,1556
59520,Agaunapur,138,1645
56812,Agaura Amirpur,134,1601
267594,Agaya,182,2130
50939,Agaya Bujurg,127,1514
297480,Agaya Bujurg,147,1735
50940,Agaya Khurd,127,1514
88126,Agaya Khurd,182,2121
64985,Agaya Mafi,147,1737
92828,Agehra,186,2196
73958,Aggar Buzurg,159,1889
269345,Aghaila,137,1634
77480,Aghar,166,1945
46796,Aghara,122,1448
79723,Aghauli,170,1988
83706,Aghaura,175,2052
267222,Aghaw,137,1630
79724,Aghwar,170,1988
86173,Agiauna,178,2090
72764,Agiyouna,158,1871
269796,Agora,161,1909
43824,Agorana,119,1408
71420,Agous,155,1847
45208,Agra Patti,120,1427
76231,Agrana Jarara,163,1925
53270,Agras,130,1549
87012,Agrauli,180,2101
69216,Agraura,152,1806
47683,Agsara Mustfabad,123,1460
76232,Agsauli,163,1925
57207,Agwal,134,1608
85603,Agwan Khera,177,2082
79140,Agwanpur,169,1977
42930,Agwar Khas,118,1391
71971,Agwasi,156,1856
76487,Agya,164,1930
76925,Agya,164,1936
91755,Ahada,185,2176
45615,Ahaitha,121,1433
43887,Ahak,119,1409
83669,Ahal,175,2051
77516,Ahaladpur,166,1946
56745,Ahamad Nagar Urf Touli,134,1600
92064,Ahamad Pur Kasimpur,186,2183
48650,Ahamadnagar,124,1475
69912,Ahamadpur,152,1816
70438,Ahamadpur,152,1823
272217,Ahamadpur,186,2191
270854,Ahamadpur Gariyaon,152,1818
48470,Ahamadpur Gathina,124,1471
48471,Ahamadshahpur Padra,124,1471
53496,Ahamdabad,130,1553
84659,Ahamdabad,176,2069
92280,Ahamdabad Mathar,186,2187
92062,Ahamdpur Faijula Nagar,186,2183
69999,Ahan,152,1817
56746,Ahar Bangar,134,1600
75981,Aharai,163,1921
59767,Aharai Bichanpur,138,1649
93463,Aharak,187,2204
60967,Aharan Suvansh,140,1670
71557,Aharauli Ghat Bangar,156,1849
267265,Aharbihar,174,2043
88359,Ahari,182,2124
266852,Ahari,177,2082
69684,Aharpur,152,1813
48932,Ahata,125,1480
89363,Ahata Kaptan,183,2138
75982,Ahbaranpur,163,1921
78280,Ahemadpur Asana,168,1961
68148,Ahemi,150,1789
71421,Aher,155,1847
48472,Ahera,124,1471
78963,Ahera,169,1972
60678,Aheripur,139,1665
74944,Ahernwa,160,1904
92467,Ahesha,186,2190
68903,Aheta,151,1801
45616,Ahethiya Kisunipur,121,1433
62156,Aheva,142,1689
90166,Ahewa,183,2150
268955,Ahibaranpur,185,2166
272326,Ahibipur,120,1431
78682,Ahilad,168,1967
58986,Ahilvar Buzurg,137,1636
75593,Ahindar,162,1915
90524,Ahir Burawa,184,2156
93302,Ahiran,187,2202
72989,Ahirara,158,1875
46854,Ahiraula,123,1449
87978,Ahiraula,182,2119
45893,Ahirauli,121,1436
58870,Ahirauli,137,1634
64868,Ahirauli,147,1735
66517,Ahirauli,148,1760
76621,Ahirauli,164,1932
241723,Ahirauli,137,1644
266683,Ahirauli,160,1891
271690,Ahirauli,148,1756
50871,Ahirauli Bujurg,127,1513
74726,Ahirauli Dan,160,1901
271633,Ahirauli Hanuman Singh,160,1903
269396,Ahirauli II,178,2091
59443,Ahirauli Lala,137,1643
274029,Ahirauli Padari,182,2120
271632,Ahirauli Raja,160,1903
268685,Ahirauli Saloni,140,1674
58928,Ahirauli Tiwari,137,1635
66440,Ahirauli2,148,1759
65192,Ahiraulia,147,1740
48790,Ahiraura,125,1478
65066,Ahiraura,147,1738
92881,Ahirawara,186,2197
51917,Ahirgaon,129,1530
44515,Ahiri,120,1417
58378,Ahiri,136,1626
67469,Ahiri,150,1777
90738,Ahirifiroj Pur,185,2159
69685,Ahiro Parshuraampur,152,1813
67470,Ahirori,150,1777
69845,Ahirouli,152,1815
58625,Ahirouli Baghel,137,1630
81968,Ahirpura Nagla,173,2024
71084,Ahirua Rajaram Pur,155,1840
77738,Ahirwa,166,1950
81969,Ahirwara Must.,173,2024
45617,Ahiya Kamalpur,121,1433
65338,Ahiyachet,147,1742
62357,Ahkari,142,1692
267228,Ahlaadnagar,127,1511
87839,Ahlad Nagar,181,2117
45618,Ahlada,121,1433
60475,Ahladpur,139,1661
57320,Ahmad Baj,134,1610
61866,Ahmad Ganj,141,1684
267338,Ahmad Khalikpur Balram,132,1579
56869,Ahmad Nagar,134,1602
73359,Ahmad Nagar,159,1881
84660,Ahmad Nagar Kalan,176,2069
84471,Ahmad Nagar Tarana,176,2067
60225,Ahmadabad,138,1657
79141,Ahmadnagar Badhla,169,1977
59948,Ahmadnagar Bamnoi,138,1652
59768,Ahmadpur,138,1649
77301,Ahmadpur,166,1942
61557,Ahmadpur Devaria,141,1680
90167,Ahmadpur Jat,183,2150
77355,Ahmadpur Karuamai,166,1943
85490,Ahmadpur Must,177,2080
266673,Ahmadpur Sadat,177,2082
79075,Ahmadpur Urf Dandoopur,169,1975
60148,Ahmadpur Urf Nagala Dhanu,138,1656
92399,Ahmadpur Wade,186,2189
79142,Ahmadpuri Urf Amanpuri,169,1977
79725,Ahmalpur,170,1988
51567,Ahmedpur,129,1525
75354,Ahmedpur Khera,162,1911
266188,Ahmedpur Navipur Rampur,134,1608
61558,Ahmila Pur,141,1680
47863,Aho Patti,123,1463
69134,Ahopur,152,1805
92511,Ahra Dandiya,186,2191
43962,Ahraula,119,1410
70738,Ahraura,153,1828
84374,Ahro Zadid,176,2066
43888,Ahroli,119,1409
57208,Ahroli,134,1608
79428,Ahugi Kala,170,1983
79429,Ahugi Khurd,170,1983
77854,Ahuri,167,1952
77053,Aichana,165,1938
43963,Aidalpur,119,1410
68646,Aidalpur,151,1797
50872,Aidha,127,1513
42969,Aie,118,1392
83574,Aihar,175,2049
67471,Aikghara Maghola,150,1777
54005,Aila Kala,131,1560
78810,Ailakh,168,1969
50572,Ailara,127,1509
69422,Ailia,152,1809
64935,Ailiparsouli,147,1736
88909,Ailiya,183,2132
72453,Aima,157,1865
84325,Aima Jahanmiyan,175,2065
82524,Aima Jatupur,174,2031
77517,Aimanpur,166,1946
84194,Aimapur,175,2062
82459,Aimapur Bindhan,174,2030
82033,Aimi,173,2025
84541,Aimi,176,2068
61232,Aimi Alapur,140,1675
75781,Ain,162,1918
267914,Aina,130,1550
86631,Ainachh,179,2096
77888,Ainch,167,1953
68390,Aincha Mau,150,1793
43964,Ainchana,119,1410
84542,Ainchora,176,2068
68570,Aindha,151,1796
272065,Ainhia,123,1463
92512,Aini Khurd,186,2191
84543,Ainjan Khera,176,2068
62056,Ainjhi,142,1687
67298,Ainjhi,149,1773
67472,Ainnua Daan Mandi,150,1777
268782,Ainth Pur,159,1887
271172,Aintha,640,2168
266885,Aintha Hussainpur,180,2099
272474,Aintha Khera,150,1789
269717,Ainthapur,180,2109
82655,Ainthu,174,2033
46323,Ainwa,121,1441
68571,Air,151,1796
48317,Aira Khurd,123,1469
92829,Airabhadiyar,186,2196
71150,Airaho,155,1842
49059,Airea,125,1482
245436,Airwa Tikur,122,1447
46759,Airwatikta,122,1447
44031,Aisi,119,1411
55582,Aisthaijamrudin,132,1580
297429,Ajabnagar,147,1750
60418,Ajabpur Jhingupur,139,1660
57669,Ajagara,135,1616
43766,Ajahari,119,1407
93464,Ajaipur,187,2204
58694,Ajaipura,137,1631
92577,Ajaiya Khera,186,2192
45894,Ajamalpur,121,1436
55583,Ajampur,132,1580
265592,Ajampur Jamni Bhan Ahatmali,132,1572
62781,Ajampursiloota,143,1699
73360,Ajan,159,1881
59194,Ajana,137,1639
61235,Ajana,140,1675
46056,Ajanpara,121,1438
46540,Ajanpur,122,1444
71916,Ajanpur Idauti,156,1855
62293,Ajarauli,142,1691
72936,Ajarouli,158,1874
52228,Ajayi Mau,129,1534
86439,Ajaypur,179,2094
266756,Ajdev,132,1574
269190,Ajeejpur,185,2170
77481,Ajeetganj,166,1945
54877,Ajeetpur Dasi,132,1572
268977,Ajeetpur Vilah,173,2027
73602,Ajehara,159,1884
54531,Ajgaiba Jangal,131,1567
51754,Ajgana,129,1528
47185,Ajgara Mashrfi,123,1453
77855,Ajhai Khurd,167,1952
297223,Ajhara,659,2004
78877,Ajhota,169,1970
91625,Ajhuie,185,2174
92579,Ajij Pur,186,2192
57322,Ajijabad,134,1610
49254,Ajijpur,125,1485
270214,Ajimnagar,176,2071
68839,Ajitapur,151,1800
76107,Ajitpur,163,1923
90025,Ajjaipur,183,2148
43689,Ajmaindher,119,1406
272225,Ajmat Gadhi,186,2189
62485,Ajmatpur,142,1694
83707,Ajmatulla Ganj,175,2052
53581,Ajmer,130,1554
77100,Ajnar,165,1939
68573,Ajnari,151,1796
60623,Ajnora,139,1664
75013,Ajnora,161,1905
70562,Ajo,152,1825
270376,Ajoria,137,1635
69623,Ajorpur,152,1812
69913,Ajosi,152,1816
51982,Ajpura,129,1531
79005,Ajrara,169,1973
61165,Ajrauli,140,1674
76108,Ajroi,163,1923
55203,Ajupurarani,132,1576
73864,Ajwapur,159,1888
268954,Ajyora,155,1847
72262,Ajyori,157,1861
42728,Akabara,118,1386
62955,Akabarpur Kutubpur,143,1702
67603,Akabarpur Talhu,150,1779
271569,Akaichanpur Barelee,183,2139
89430,Akaichanpur Tappa,183,2139
92882,Akam Pur,186,2197
51983,Akan Pur,129,1531
71972,Akana,156,1856
52565,Akaona,129,1539
56870,Akapur Riyana,134,1602
267600,Akara,182,2130
43345,Akarabad,119,1401
87979,Akarahara,182,2119
265756,Akarhandoo,162,1913
82955,Akaripur,174,2038
270413,Akaripur,120,1431
71625,Akaru,156,1850
77054,Akathauha,165,1938
74019,Akathi,159,1890
92883,Akathi,186,2197
67155,Akauna,149,1770
77101,Akauna,165,1939
92223,Akbabad,186,2186
77156,Akbai,165,1940
89739,Akbapur,183,2144
71085,Akbar Pur,155,1840
78729,Akbar Pur,168,1968
87574,Akbar Pur,181,2113
265270,Akbar Pur,162,1915
55138,Akbarabad,132,1575
62231,Akbarabad,142,1690
73603,Akbarabad,159,1884
84826,Akbarabad,176,2071
87522,Akbarabad Urf Khairpur,180,2112
56988,Akbarbas,134,1604
89364,Akbarganj,183,2138
81970,Akbarganj Simra,173,2024
87194,Akbari,180,2105
42852,Akbarpur,118,1389
44033,Akbarpur,119,1411
50697,Akbarpur,127,1511
51693,Akbarpur,129,1527
52506,Akbarpur,129,1538
56989,Akbarpur,134,1604
60476,Akbarpur,139,1661
65539,Akbarpur,147,1745
65806,Akbarpur,147,1749
68102,Akbarpur,150,1788
68708,Akbarpur,151,1798
69624,Akbarpur,152,1812
77856,Akbarpur,167,1952
78025,Akbarpur,167,1956
87195,Akbarpur,180,2105
87715,Akbarpur,181,2115
92224,Akbarpur,186,2186
267616,Akbarpur,155,1841
269127,Akbarpur Aonla,132,1578
58222,Akbarpur B,136,1624
85539,Akbarpur Bans Must.,177,2081
72078,Akbarpur Barui,157,1858
57323,Akbarpur Bas Kaneni,134,1610
265341,Akbarpur Beniganj,162,1917
77356,Akbarpur Biku,166,1943
72263,Akbarpur Birbal Bangar,157,1861
49255,Akbarpur Bujurug,125,1485
92830,Akbarpur Dabauli,186,2196
52044,Akbarpur Dhanethi,129,1532
78921,Akbarpur Garhi,169,1971
72408,Akbarpur Jhawaiya,157,1864
57109,Akbarpur Jhojha,134,1606
83929,Akbarpur Kachhwah,175,2057
89365,Akbarpur Khurd,183,2138
59522,Akbarpur Lal Sahai,138,1645
264865,Akbarpur Mastpur,143,1701
67785,Akbarpur Pasnamau,150,1782
90168,Akbarpur Rewan,183,2150
79076,Akbarpur Sadat,169,1975
270401,Akbarpur Saraideena,120,1425
59827,Akbarpur Satha,138,1650
72147,Akbarpur Senga,157,1859
271424,Akbarpur Unai,183,2150
44822,Akbarpur Urf Gangaganj,120,1422
68904,Akbarpura,151,1801
54812,Akbarpurasha,132,1571
92513,Akberpur,186,2191
55312,Akberpurangakhrhi,132,1577
273850,Akdengwa,182,2118
54236,Akela Kuberpur,131,1563
52785,Akha,130,1542
52151,Akhaipur,129,1533
69423,Akhaipur,152,1809
76109,Akhaipur,163,1923
52644,Akhaiya Pur,129,1540
91550,Akhalkiri Karwat,185,2173
58987,Akhanpura,137,1636
49845,Akhar,126,1496
72454,Akhari,157,1865
271500,Akhari,183,2147
45146,Akhari Shahpur,120,1426
64011,Akhatiyarpur,146,1722
271436,Akhatyarpur,183,2136
42777,Akhbai,118,1387
297401,Akhdaira,147,1739
59950,Akhtauli Nayabans,138,1652
49256,Akhtayara Pur,125,1485
266762,Akhtiarpur,130,1544
86954,Akhtiyar Nagar Urf Eknaura,180,2100
50428,Akhtiyarpur,126,1507
52342,Akhtiyarpur,140,1536
238655,Akhtiyarpur Bhoor,154,1835
53497,Akhtiyarpur Nawadia,130,1553
57209,Akhtyarpur,134,1608
78878,Akhtyarpur,169,1970
86816,Akhtyarpur Dhaukal,180,2098
242951,Akhtyarpur Miyapur,180,2111
297240,Akhtyarpur Taga,659,2005
270818,Akhua,152,1815
53634,Akilabad,130,1555
63064,Akilabad Hanspur,143,1704
268983,Akilpur,155,1844
62294,Akilpur Airayan,142,1691
69686,Akkhipur,152,1813
69019,Akniwa,151,1803
57822,Akoda Kala,135,1618
44772,Akodha,120,1421
269279,Akodhi,185,2173
272276,Akohara Newada,150,1779
65651,Akohari,147,1747
92468,Akohari,186,2190
83787,Akohriya,175,2054
66729,Akolahee,148,1763
47395,Akolhi,123,1456
272646,Akolhi,126,1492
78486,Akolhi Mubarakpur,168,1964
88503,Akolhiya,182,2126
84544,Akonda,176,2068
83788,Akoni,175,2054
55051,Akontha,132,1574
271408,Akopur,152,1820
86632,Akorha,179,2096
68574,Akorhi,151,1796
68647,Akorhi,151,1797
71795,Akorhi,156,1853
68709,Akori,151,1798
64936,Akouni,147,1736
64274,Akrav,146,1726
43965,Akravat,119,1410
269164,Aksara,131,1556
70964,Akseo,153,1832
270400,Aktahia,137,1637
59118,Aktahia Urf Matiyari,137,1638
58741,Akuba,137,1632
64145,Akunhspur,146,1724
66369,Akusi,148,1758
61233,Akvara,140,1675
54685,Akwara,131,1569
55048,Akwarpurjhoja,132,1574
268493,Aladadpur,129,1540
67604,Aladadpur Newada,150,1779
266633,Aladapur,125,1489
54878,Aladinpurbhutpura,132,1572
84726,Alafganj,176,2070
44034,Alahadadpur Nivry,119,1411
71302,Alahdad Pur,155,1845
43620,Alahdadpur,119,1405
43690,Alahdadpur,119,1406
91112,Alahdadpur,185,2166
273697,Alahi,135,1618
266119,Alai,139,1664
68648,Alaipura,151,1797
270622,Alam Ganj,146,1734
68510,Alam Nagar,150,1795
70739,Alam Pura,153,1828
271422,Alamapur,183,2150
66251,Alamchak,148,1756
69300,Alamganj,152,1807
79233,Alamgir Pur,169,1979
79143,Alamgirpur Badhla,169,1977
57271,Alamgirpur Dhanaura,134,1609
57272,Alamgirpur Nainsukh,134,1609
79270,Alamgirpur-Faridpur,169,1980
268240,Alamkhatopur,135,1619
43346,Alampur,119,1401
46855,Alampur,123,1449
47936,Alampur,123,1464
62233,Alampur,142,1690
71857,Alampur,156,1854
83837,Alampur,175,2055
85076,Alampur,177,2074
87013,Alampur,180,2101
87455,Alampur,180,2111
264039,Alampur,133,1588
265175,Alampur,154,1836
269286,Alampur,175,2048
272292,Alampur,150,1780
272535,Alampur,150,1791
79188,Alampur Buzurg,169,1978
271194,Alampur Deha,166,1942
43691,Alampur Fatehpur,119,1406
266963,Alampur Ganga,132,1575
54755,Alampur Ganvanri,132,1570
62295,Alampur Geria,142,1691
51984,Alampur Gyaspur,129,1531
52702,Alampur Japhrabad,130,1541
85157,Alampur Kalan,177,2075
62832,Alampur Kaneta,143,1700
71917,Alampur Khera,156,1855
53582,Alampur Kot,130,1554
92400,Alampur Latifpur,186,2189
62157,Alampur Narhi,142,1689
60624,Alampur Nariya,139,1664
86817,Alampur Pipriya,180,2098
43692,Alampur Rani,119,1406
266363,Alampur Subkara,119,1409
57051,Alampur Urf Chilmapur,134,1605
62833,Alampura Jarkhi,143,1700
55584,Alampuredwa,132,1580
268051,Alampuri,132,1571
65405,Alanpur Grint,147,1743
61092,Alapur,140,1673
72025,Alapur,156,1857
75133,Alapur,161,1907
91756,Alapur,185,2176
270611,Alapur,168,1963
69766,Alapur Godhana,152,1814
55313,Alauddinpur,132,1577
64869,Alauddinpur,147,1735
78612,Alauddinpur,168,1966
270233,Alauddinpur,132,1576
58871,Alavalpur,137,1634
61234,Alavalpur,140,1675
56871,Alavas Baturi,134,1602
64275,Alawal Pur,146,1726
45095,Alawalpur,120,1425
45620,Alawalpur,121,1433
48520,Alawalpur,124,1472
83633,Alawalpur,175,2050
267268,Alawalpur,174,2043
271494,Alawalpur,183,2145
272195,Alawalpur,186,2197
272394,Alawalpur,150,1783
72653,Alawalpur Tikari,158,1869
72938,Alawara,158,1874
76926,Aldahiya Mahdeva,164,1936
75356,Aldampur,162,1911
92065,Aldao,186,2183
271622,Alenabad,148,1756
92170,Algangarh,186,2185
242403,Alhadadpur Baihari,180,2102
267134,Alhadadpur Bhatuli,141,1683
69217,Alhadia,152,1806
75910,Alhepur Chursen,163,1920
85158,Alheri,177,2075
52875,Alhiya,130,1543
269213,Alhuwa,170,1989
87014,Ali Akbarpur Urf Navada,180,2101
47937,Ali Nagar,123,1464
71151,Ali Nagar,155,1842
84473,Ali Nagar Janoobi,176,2067
49391,Ali Nagar Khurd,125,1487
68449,Ali Nager,150,1794
71184,Ali Nager,155,1843
78731,Ali Nager,168,1968
268034,Ali Pur Thaka,176,2066
73179,"Alia,Pur",159,1878
271866,Aliganj,175,2059
67899,Aliganj Nan Kheriya,150,1784
66252,Aligarh,148,1756
67786,Aligarh,150,1782
61794,Aligarh Muhaddinpur,141,1683
64608,Alimapur,146,1731
90740,Alimuddinpur,185,2159
52507,Alinagar,129,1538
266212,Alinagar,130,1541
268019,Alinagar,640,2169
268303,Alinagar,181,2113
297475,Alinagar,147,1735
269364,Alinagar Askaranpur,175,2058
273838,Alinagar Dharam Nagar,181,2115
84827,Alinagar Jagir,176,2071
49454,Alinagar Kalan,125,1488
62834,Alinagar Kenjra,143,1700
84828,Alinagar North,176,2071
268394,Alinagar Shumali,176,2069
55496,Alinagarpalani,132,1579
46695,Alipur,122,1446
59524,Alipur,138,1645
62556,Alipur,142,1695
78410,Alipur,168,1963
83887,Alipur,175,2056
90912,Alipur,185,2162
92225,Alipur,186,2186
269917,Alipur,155,1845
271170,Alipur,640,2171
79033,Alipur Alampur,169,1974
85159,Alipur Alis Bhagwala,177,2075
83634,Alipur Chakrai,175,2050
56910,Alipur Gijhauri,134,1603
297315,Alipur Jeondera,171,1998
61166,Alipur Khajuri,140,1674
64067,Alipur Madra,146,1723
77739,Alipur Patti,166,1950
71918,Alipur Ramhar,156,1855
85160,Alipur Sambhalki (Aht.,177,2075
43487,Alipur Sesai,119,1403
76110,Alipur Ta Daryapur,163,1923
43767,Alipura,119,1407
55406,Alipura,132,1578
266879,Alipura,165,1941
55205,Alipurajat,132,1576
68450,Alisa Bad,150,1794
70373,Alishahpur,152,1822
51694,Aliyabad,129,1527
62557,Aliyabad,142,1695
267332,Aliyapur,141,1684
272398,Aliyapur,150,1783
61656,Allabal Pur,141,1681
51077,Allah Nager,127,1516
266872,Allahapur Bharali,129,1529
81887,Allahbad Simra,173,2023
62835,Allahdadpur,143,1700
61481,Allahpur,141,1679
85235,Allanpur Atla,177,2076
52274,Allapur Ranimau,129,1535
77482,Allau,166,1945
55498,Allehdadpurmubarak,132,1579
48791,Allia Bulbul,125,1478
77740,Allikhera,166,1950
48096,Allipur,123,1466
67540,Allipur,150,1778
73361,Allipur,159,1881
265192,Allipur Bhoor Sharki,154,1838
49257,Allipur Darauna,125,1485
65067,Allipur Gokula,147,1738
79120,Allipur Jijmana,169,1976
67606,Allipur Tandwa,150,1779
266093,Allipur Tappa Haveli,133,1593
270838,Allipuralirja,183,2132
92341,Allmaou Saray,186,2188
266198,Almau,179,2093
61093,Alnabhari,140,1673
271097,Aloiya,183,2137
51517,Alona,128,1524
259788,Alouda Jagir,134,1612
86328,Alua,179,2093
267609,Aluamaaii,174,2034
268541,Aluwa Mau,129,1537
266458,Alwai,167,1953
46155,Ama,121,1439
46240,Ama Darveshpur,121,1440
54758,Amaan Nagar,132,1570
69846,Amaari,152,1815
64068,Amabansi,146,1723
271689,Amadaha,152,1823
90589,Amadih,184,2157
57900,Amadpur,135,1619
266612,Amadpur,177,2081
91164,Amahat,185,2167
43109,Amahi,118,1395
76622,Amahwa,164,1932
69768,Amaie,152,1814
87011,Amaipur Sanda,180,2101
61795,Amaiyapur,141,1683
270334,Amamai,166,1946
42932,Amanabad,118,1391
61559,Amanabad,141,1680
270419,Amanankar,182,2126
62677,Amani,142,1697
73422,Amanlala,159,1882
58223,Amanpur,136,1624
77240,Amanpura,165,1941
78964,Amanullapur,169,1972
83417,Amanwa,175,2045
271837,Amanwan Khurd,152,1824
58072,Amaon,135,1622
82594,Amapur Berra,174,2032
85759,Amar Dobha,178,2084
243430,Amar Pur Aao,186,2186
69769,Amara,152,1814
70000,Amara,152,1817
268557,Amara,159,1884
52508,Amara Devi,129,1538
71858,Amarahat,156,1854
