gram_panchayat_code,gram_panchayat_name,district_code,parent_kp_code
46809,Bhatauli Phaphoond,122,1448
92839,Bhatawan,186,2196
72722,Bhatawariya,158,1870
51759,Bhatehata,129,1528
270083,Bhatehra,152,1805
48746,Bhatehta,125,1477
69549,Bhateora,152,1811
69778,Bhatewara,152,1814
77068,Bhatewara Kalan,165,1938
77111,Bhatewara Khurd,165,1939
51924,Bhatgavan,129,1530
76868,Bhatgavan Urf Tarkulva,164,1935
88191,Bhatgawa,182,2122
88516,Bhatgawan,182,2126
75794,Bhatgawan Pandey,162,1918
75793,Bhatgoan,162,1918
74133,Bhathahi Buzurg,160,1892
74134,Bhathahi Daria Tola,160,1892
74135,Bhathahi Khurd,160,1892
72028,Bhathana,156,1857
74136,Bhathawa,160,1892
50803,Bhather,127,1512
78628,Bhati Khurd,168,1966
48873,Bhati Kunda,125,1479
57614,Bhatija,135,1615
76241,Bhatikara,163,1925
78419,Bhatiya,168,1963
55508,Bhatiyanakhushalpur,132,1579
59007,Bhatjamuavan,137,1636
272020,Bhatkherwa Kalan,186,2186
61665,Bhatkurri,141,1681
60239,Bhatmai,138,1657
92660,Bhatmau,186,2193
266796,Bhatmau,640,2181
78291,Bhatmila Pandepar,168,1961
269355,Bhatni Khas,137,1634
43832,Bhatoi,119,1408
75657,Bhatoia,162,1916
266247,Bhatola,134,1612
46712,Bhatoli,122,1446
64019,Bhatoli,146,1722
57119,Bhatona,134,1606
60633,Bhatoora,139,1664
85909,Bhatpar,178,2086
78630,Bhatpara,168,1966
86245,Bhatpara,178,2091
65730,Bhatpi,147,1748
85167,Bhatpur,177,2075
54765,Bhatpura,132,1570
57461,Bhatpura,134,1612
60430,Bhatpura,139,1660
70975,Bhatpura,153,1832
85377,Bhatpura,177,2078
92406,Bhatpura,186,2189
270487,Bhatpura,152,1806
269794,Bhatpura Chandu,180,2110
67207,Bhatpura Danda,149,1771
268450,Bhatpura Jagir,130,1553
265726,Bhatpura Mafi,154,1839
87338,Bhatpura Mishra,180,2109
270009,Bhatpura Narayanpur,185,6897
87464,Bhatpura Rasoolpur,180,2111
238586,Bhatpura Sakenia,154,1834
72516,Bhatpura Shivrajpur,157,1866
84386,Bhatpura Taran,176,2066
50711,Bhatpurwa,127,1511
65073,Bhatpurwa,147,1738
79444,Bhatpurwa,170,1983
267527,Bhatpurwa,179,2093
297437,Bhatpurwa,147,1750
297453,Bhatpurwa,147,1736
268808,Bhatpurwkla,181,2113
58084,Bhatraul,135,1622
266897,Bhatrinhwa,131,1568
269215,Bhatsara,175,2056
75484,Bhatthi Barkat Nagar,162,1913
52439,Bhatthiya,129,1537
91178,Bhatthjarauli,185,2167
79041,Bhattipura,169,1974
264979,Bhaturi,149,1772
65605,Bhatwalia,147,1746
74586,Bhatwalia,160,1899
70125,Bhatwar,152,1819
57760,Bhatwara Kalan,135,1617
79445,Bhatwari,170,1983
92123,Bhatya Pur,186,2184
46071,Bhau Kuwan,121,1438
61442,Bhau Pur Khurd,141,1678
91371,Bhauad Dinpur,185,2170
267317,Bhauli,125,1480
271525,Bhauli,183,2148
84553,Bhaunakpur,176,2068
75717,Bhaundari,162,1917
67425,Bhaunia,149,1776
47331,Bhaupur,123,1455
57560,Bhaupur,134,1614
62565,Bhaupur,142,1695
69486,Bhaupur,152,1810
70581,Bhaupur,152,1825
61805,Bhaupur Chaurasi,141,1683
72217,Bhaupur Madho Singh,157,1860
59777,Bhaupura,138,1649
60431,Bhaupura,139,1660
53796,Bhaura,131,1557
69638,Bhaura,152,1812
71927,Bhaura,156,1855
75485,Bhaura Khurd,162,1913
244577,Bhaurajpur,155,1840
66530,Bhauramal,148,1760
49268,Bhauri,125,1485
89562,Bhauri,183,2141
65659,Bhauri Ganj,147,1747
72517,Bhausana,157,1866
84200,Bhausi,175,2062
68463,Bhauta Kamalpur,150,1794
266504,Bhauthar,179,2092
267482,Bhauti Khera,157,1863
64997,Bhav Singhpur,147,1737
92013,Bhavaliya,186,2182
266116,Bhavalpur,139,1664
67245,Bhavani,149,1772
72218,Bhavanipur,157,1860
65203,Bhavanipur Kalan,147,1740
65732,Bhavanipur Upadhayay,147,1748
55509,Bhavanipurtarkola,132,1579
51576,Bhavaniyapur Khewli,129,1525
71928,Bhavanpur,156,1855
85243,Bhavanpur,177,2076
86558,Bhavapur N. Baragaon,179,2095
273852,Bhavari,182,2118
84554,Bhavarka,176,2068
84555,Bhavarki,176,2068
84738,Bhavarki Jadid,176,2070
85378,Bhavasi Raipur,177,2078
78968,Bhavi,169,1972
43413,Bhavigarh,119,1402
74738,Bhavpur,160,1901
88289,Bhavpur,182,2123
82849,Bhavram Bojhi,174,2036
79357,Bhavropur Ajagana,170,1982
82531,Bhaw,174,2031
79358,Bhawa,170,1982
86893,Bhawal Khera,180,2099
82969,Bhawalpur,174,2038
238927,Bhawalpur Mafi,154,1839
61806,Bhawan,141,1683
43633,Bhawan Garhi,119,1405
43634,Bhawan Khera,119,1405
90432,Bhawana,184,2155
44298,Bhawanapur,120,1414
75024,Bhawani,161,1905
85699,Bhawani Gara,178,2083
77744,Bhawani Nagar,166,1950
45046,Bhawani Pur,120,1424
71364,Bhawani Sarai,155,1846
49202,Bhawaniapur Tikuri,125,1484
271161,Bhawanigarh,640,2171
45373,Bhawanipur,120,1429
45827,Bhawanipur,121,1435
63939,Bhawanipur,146,1721
76794,Bhawanipur,164,1934
79820,Bhawanipur,170,1989
83236,Bhawanipur,174,2042
266059,Bhawanipur,133,1598
266531,Bhawanipur,125,1482
267671,Bhawanipur,120,1423
270012,Bhawanipur,185,2172
270870,Bhawanipur,152,1816
88917,Bhawanipur Kalika Bux,183,2132
65733,Bhawanipur Khurd,147,1748
71238,Bhawanipur Partap,155,1844
64150,Bhawanipura,146,1724
49406,Bhawaniyapur Ramgari,125,1487
78492,Bhawanpur,168,1964
79193,Bhawanpur,169,1978
266809,Bhawanpur Niamatullah,130,1545
265463,Bhawanpura,118,1394
76934,Bhawantnagar,164,1936
83305,Bhawari,174,2043
46871,Bhawarupur,123,1449
297381,Bhawawala,659,1592
266211,Bhawnath Patti,179,2093
69487,Bhawnathpur,152,1810
88660,Bhawpur,182,2128
87990,Bhawpur Urf Gulari,182,2119
270610,Bhawrapur,168,1963
69314,Bhawras,152,1807
78552,Bhawrkol,168,1965
70008,Bhawsinghpur,152,1817
43701,Bhay,119,1406
52052,Bhayara,129,1532
269156,Bhaypur,173,2027
58966,Bhedapakar,137,1635
85771,Bhedaura Pikaura,178,2084
73760,Bhedauri,159,1886
79993,Bhedi,170,1992
48874,Bhedihari,125,1479
52440,Bhediya,129,1537
76720,Bhediya,164,1933
82903,Bhedpur,174,2037
238928,Bheekanpur Mundha,154,1839
60848,Bheekhee Ka Purwa,140,1668
49969,Bheekhpur,126,1498
268148,Bheekhpur Kainedeeh,174,2031
78031,Bheem Bangar,167,1956
265193,Bheema Theekri,154,1838
53377,Bheemlaur Rasulpur,130,1551
52714,Bheempur,130,1541
89074,Bheera,183,2134
73699,Bheera Ghasi,159,1885
54621,Bheeta Ramseen,131,1568
67486,Bheetha Mahasingh,150,1777
66385,Bheeti,148,1758
268911,Bheeti Hardo,178,2086
65606,Bheeti Pat Khouli,147,1746
49466,Bhegvan Pur Vilas Pur,125,1488
85772,Bhela Kharg Kala,178,2084
45301,Bhelakha,120,1428
44527,Bhelasi,120,1417
78292,Bhelaur Changeri,168,1961
89437,Bhelawan,183,2139
50881,Bhelaya Madanpur,127,1513
83548,Bheliya,175,2048
267252,Bhelsa,157,1858
52355,Bhelsar,140,1536
59380,Bhelur,137,1642
53716,Bhelwal,131,1556
69029,Bhend,151,1803
67381,Bhendidanda,149,1775
268072,Bhenduva Brahmanan,129,1525
67999,Bhengaon,150,1786
68785,Bhepta,151,1799
269034,Bherapakar Khurd,137,1633
62962,Bheri,143,1702
68717,Bheri Khurd,151,1798
45374,Bheski,120,1429
271476,Bhethra Madho,183,2144
73073,Bhetia,159,1876
268626,Bhetmuwa,129,1530
69694,Bheurha Kala,152,1813
79738,Bhewar Karmanpur,170,1988
270908,Bhewli,142,1694
268447,Bhgautipur,173,2023
266513,Bhgua Nagla,141,1678
59832,Bhiau,138,1650
71239,Bhidasin,155,1844
77308,Bhidaura,166,1942
45510,Bhideora,120,1431
69779,Bhiduna,152,1814
269458,Bhidura,185,2170
44050,Bhikampur,119,1411
57337,Bhikampur,134,1610
72826,Bhikampur,158,1872
267139,Bhikampur,130,1546
267345,Bhikampur Ilaka Shivpuri,130,1548
81824,Bhikampur Urf Pranpur,173,2022
42976,Bhikanpur,118,1392
43495,Bhikanpur,119,1403
297294,Bhikanpur Baga,171,2001
42937,Bhikanpur Bakarpur,118,1391
63072,Bhikanpur Meghpur,143,1704
264802,Bhikanpur Sadasukh,143,1700
92353,Bhikaripur Patrasiya Gair Ahmatmali,186,2188
46947,Bhikh Pur,123,1450
49644,Bhikha Chhapra,126,1491
268350,Bhikha Dand,178,2084
59325,Bhikham Pura,137,1641
49908,Bhikhampur,126,1497
50490,Bhikhampur,127,1508
57762,Bhikhampur,135,1617
78747,Bhikhampur,168,1968
268855,Bhikhampur,159,1889
297433,Bhikhampur,147,1750
58703,Bhikhampura,137,1631
64772,Bhikhanapur,146,1733
71508,Bhikhanapur,156,1848
60634,Bhikhanpur,139,1664
267699,Bhikhanpur,140,1671
268004,Bhikhanpur,640,2169
70059,Bhikhapur,152,1818
92124,Bhikhari Pur Kasba,186,2184
92125,Bhikhari Pur Rural,186,2184
57833,Bhikharipur,135,1618
78293,Bhikharipur,168,1961
64944,Bhikharipur Kalan,147,1736
70582,Bhikharipur Khas,152,1825
87652,Bhikharipur Masahi,181,2114
71929,Bhikhdev,156,1855
58752,Bhikhi Barava,137,1632
267000,Bhikhisaray,140,1669
83365,Bhikhnapur,174,2044
50491,Bhikhpur,127,1508
67557,Bhikhpur,150,1778
89165,Bhikhpur,183,2135
89238,Bhikhpur,183,2136
68000,Bhikhpur Eama,150,1786
45902,Bhikhpur Khurd,121,1436
87850,Bhikhpur Tarai,181,2117
51925,Bhikhra,129,1530
269467,Bhikhupur,185,2170
271337,Bhikhyipur,183,2143
90925,Bhiknampur,185,2162
52793,Bhilaiya,130,1542
47490,Bhilampur,123,1457
70583,Bhilampur,152,1825
83104,Bhilampur,174,2040
49269,Bhilaura Basanti,125,1485
49270,Bhilaura Baso,125,1485
49271,Bhilaura Kaji,125,1485
87405,Bhilavan,180,2110
43356,Bhilawali,119,1401
42736,Bhilawati,118,1386
79359,Bhilgaur,170,1982
66913,Bhilora Khurd,148,1766
79360,Bhiloura,170,1982
52648,Bhilwal,129,1540
43893,Bhim Garihi,119,1409
86743,Bhim Senpur,179,2097
47335,Bhimakol,123,1455
47952,Bhimalpur,123,1464
64548,Bhimapar,146,1730
66973,Bhimapar,148,1767
265137,Bhimkampur Pitamram,133,1595
43557,Bhimpur,119,1404
56996,Bhimpur,134,1604
69434,Bhimpur,152,1809
270834,Bhimpur,152,1815
43357,Bhimpur Haripura,119,1401
89378,Bhimri,183,2138
86055,Bhin Khoini Khurd,178,2088
89075,Bhinani,183,2134
53089,Bhindaulia,130,1546
55066,Bhindiyakheda,132,1574
58937,Bhingari,137,1635
43358,Bhinoli,119,1401
75861,Bhintar,163,1919
50882,Bhirawa,127,1513
272522,Bhirka,150,1791
78421,Bhirkul Sultanpur,168,1963
57156,Bhiroli,134,1607
59382,Bhirvan,137,1642
79149,Bhirwara,169,1977
72370,Bhisi Jargaon,157,1863
76242,Bhisi Mirzapur,163,1925
66069,Bhisia Khurd,148,1753
79739,Bhiskuri,170,1988
74588,Bhisvalala,160,1899
66144,Bhiswa,148,1754
76498,Bhiswa,164,1930
74813,Bhiswa Mathia Dinrao,160,1902
82603,Bhit,174,2032
44648,Bhita,120,1419
58242,Bhita Khera Kanthi Khera,136,1624
274004,Bhita Nankar,182,2120
66604,Bhitaha,148,1761
66788,Bhitaha,148,1764
83796,Bhitar Gaon,175,2054
68652,Bhitara,151,1797
46810,Bhitara Gaon,122,1448
72091,Bhitargaon,157,1858
58385,Bhitari,136,1626
68967,Bhitari,151,1802
69639,Bhitari,152,1812
83797,Bhitari,175,2054
76360,Bhitauli,164,1928
51760,Bhitauli Khurd,129,1528
51926,Bhitaura,129,1530
61297,Bhitaura,140,1676
65421,Bhitaura,147,1743
69094,Bhitaura,151,1804
70803,Bhitaura,153,1829
270190,Bhitaura,185,2175
271144,Bhitaura Kala,183,2134
52441,Bhitaura Lakhan,129,1537
46073,Bhitaura Uttar,121,1438
47491,Bhitehara,123,1457
268970,Bhitera,173,2023
68049,Bhithai,150,1787
89306,Bhithauli,183,2137
89495,Bhithaura,183,2140
89563,Bhithaura,183,2141
90180,Bhithaura,183,2150
269555,Bhithaura,129,1535
50947,Bhithauri,127,1514
90112,Bhithmani,183,2149
271529,Bhithna Kala,183,2148
44528,Bhiti,120,1417
45828,Bhiti,121,1435
46254,Bhiti,121,1440
66605,Bhiti,148,1761
72518,Bhiti,157,1866
272281,Bhiti,150,1779
85773,Bhitia,178,2084
85990,Bhitia Kalan,178,2087
82534,Bhitipur Naine,174,2031
270383,Bhitiya,182,2126
266233,Bhitkaso,123,1462
52356,Bhitora,140,1536
61107,Bhitoura,140,1673
88605,Bhitpara,182,2127
92589,Bhitrepar,186,2192
52649,Bhitri,129,1540
63073,Bhitri,143,1704
86827,Bhittia Shyam,180,2098
272985,Bhitura,129,1526
50712,Bhitwaria Kalan,127,1511
53960,Bhiura,131,1559
70214,Bhiura,152,1820
65607,Bhivpur,147,1746
45904,Bhiyaon,121,1436
266769,Bhjhia Shumali,130,1544
57676,Bhlehata,135,1616
43036,Bho Pur,118,1393
62683,Bhogalpur,142,1697
44955,Bhogan,120,1423
71567,Bhoganipur,156,1849
79597,Bhogaon,170,1985
75919,Bhogaon Nagla Jayas,163,1920
56821,Bhogapur,134,1601
82787,Bhogapur,174,2035
268817,Bhogi Mazra,660,2020
268578,Bhogiapur,159,1884
70009,Bhogipatti,152,1817
270828,Bhogipur,183,2132
68519,Bhogipur Grant,150,1795
69864,Bhogipur Kathar,152,1815
272191,Bhogita,186,2186
49522,Bhogiyapur,125,1489
92407,Bhogla,186,2189
43558,Bhogpur,119,1404
43975,Bhogpur,119,1410
53152,Bhogpur,130,1547
55414,Bhogpur,132,1578
265262,Bhogpur,138,1657
274270,Bhogpur,144,1708
85168,Bhogpur Gokulpur,177,2075
70379,Bhoila,152,1822
50312,Bhoj Chhapara,126,1505
61571,Bhoj Pur,141,1680
44129,Bhojaka,119,1412
297323,Bhojarajpur,659,1586
85169,Bhojewala,177,2075
83366,Bhojeymau,174,2044
76118,Bhojgarhi,163,1923
52946,Bhoji Pura,130,1544
84556,Bhojipura,176,2068
70703,Bhojla,153,1827
43635,Bhojpur,119,1405
47825,Bhojpur,123,1462
52715,Bhojpur,130,1541
55196,Bhojpur,132,1575
59953,Bhojpur,138,1652
82851,Bhojpur,174,2036
83105,Bhojpur,174,2040
84082,Bhojpur,175,2060
85379,Bhojpur,177,2078
242767,Bhojpur,180,2105
266056,Bhojpur,133,1582
297321,Bhojpur,659,1586
43894,Bhojpur Garhia,119,1409
266835,Bhojpur Gujjar,177,2082
43559,Bhojpur Gyanpur,119,1404
52795,Bhojpur Jogither,130,1542
266021,Bhojpur Khetsi,163,1921
53153,Bhojpur Sarvasukh,130,1547
43414,Bhojpur Ta Lohgarh,119,1402
85611,Bhojpur Taga,177,2082
55324,Bhojpurbhopatpur,132,1577
265360,Bhokapur,162,1918
297356,Bholajot,147,1748
54407,Bholapur,131,1565
60539,Bholi,139,1662
46633,Bhonakpur,122,1445
75257,Bhondi,161,1909
268936,Bhondi,120,1430
57462,Bhonkhera,134,1612
259793,Bhonra,134,1612
75081,Bhonrda,161,1906
84837,Bhoobra Musthkam,176,2071
44434,Bhooi,120,1416
72371,Bhool,157,1863
53154,Bhoola Bhulania,130,1547
91495,Bhoopatipur,185,6897
297224,Bhoor,171,2000
268011,Bhoora,130,1551
297312,Bhoora,171,1998
297308,Bhoorabaas,171,1998
73620,Bhoorapipari,159,1884
267848,Bhoorda Sarainda Saha,173,2026
268589,Bhooripur,130,1554
61356,Bhopa Duhiya,140,1677
50313,Bhopalpur,126,1505
265420,Bhopalpur,138,1653
297332,Bhopalpur,147,1748
93317,Bhopapur,187,2202
44435,Bhopatpur,120,1416
48945,Bhopatpur,125,1480
50314,Bhopatpur,126,1505
57058,Bhopatpur,134,1605
60012,Bhopatpur,138,1653
65873,Bhopatpur,147,1750
75920,Bhopatpur,163,1920
81825,Bhopatpur,173,2022
84737,Bhopatpur,176,2070
269111,Bhopatpur,173,2027
48748,Bhopatpur Belwa,125,1477
269924,Bhopaura,168,1961
88290,Bhoplapur,182,2123
70215,Bhora,152,1820
71035,Bhora Ghat,153,1833
43830,Bhora Gorva,119,1408
65490,Bhoraha,147,1744
269194,Bhorahi,170,1989
79821,Bhormar Maphi,170,1989
48028,Bhormau,123,1465
58085,Bhorsar,135,1622
79740,Bhorsar,170,1988
84481,Bhot,176,2067
272492,Bhotaha,164,1929
268169,Bhotha,164,1933
270228,Bhoura,121,1440
60589,Bhoya,139,1663
61108,Bhoya,140,1673
53718,Bhoyar,131,1556
268254,Bhoye Mau,175,2057
73700,Bhozpur,159,1885
50620,Bhozpur Santari,127,1510
82330,Bhrokhan,174,2028
88662,Bhrthna,182,2128
68585,Bhua,151,1796
238794,Bhubra,154,1837
48331,Bhubvalpur,123,1469
75312,Bhuchera,161,1910
266492,Bhuda,167,1951
77944,Bhudarsu,167,1954
87068,Bhudiabhood,180,2102
79822,Bhudkuda,170,1989
297491,Bhudkudi,147,1748
48531,Bhudpur,124,1472
78816,Bhudsudi Khas,168,1969
58669,Bhudvar,137,1630
67305,Bhugehcha,149,1773
51639,Bhuhera,129,1526
271260,Bhui Sohara,160,1904
70584,Bhuiendhara,152,1825
58451,Bhuihari Mafi,136,1627
89076,Bhuila Kalan,183,2134
49853,Bhuili,126,1496
70010,Bhuili,152,1817
79514,Bhuili Khas,170,1984
45571,Bhuipara Uparhar,120,1432
78631,Bhujahi,168,1966
85911,Bhujaini,178,2086
57615,Bhujana,135,1615
50366,Bhujani,126,1506
45905,Bhujgi,121,1436
52796,Bhujhia,130,1542
71036,Bhujond,153,1833
264983,Bhujpur,149,1773
77247,Bhujpura,165,1941
273851,Bhujrai,182,2118
271853,Bhukh Ali,123,1464
72462,Bhukhnahi,157,1865
69147,Bhula,152,1805
65735,Bhulai Deeh,147,1748
46430,Bhulainpur,122,1442
58704,Bhulaipur,137,1631
69923,Bhulaipur,152,1816
267454,Bhulaipur Nidhiyawa,140,1670
69435,Bhulandih,152,1809
239165,Bhulani,177,2075
61572,Bhulanpur Chirpura,141,1680
65144,Bhulbhuliya,147,1739
92661,Bhulemau,186,2193
74739,Bhuli Agarwa,160,1901
91180,Bhulki,185,2167
93398,Bhullanpur,187,2203
267499,Bhulpur,139,1665
43638,Bhunansi,119,1405
44716,Bhunda,120,1420
57338,Bhundasi,134,1610
87202,Bhundi,180,2105
269718,Bhundi,180,2109
79312,Bhuni,169,1981
71435,Bhunna,155,1847
259776,Bhunna Jatan,134,1608
264904,Bhup Nagar,153,1827
266623,Bhupalpur,131,1558
267269,Bhupani,125,1485
67912,Bhupati Nagara,150,1784
92662,Bhupati Pur,186,2193
83107,Bhupiyamau,174,2040
47409,Bhuraki,123,1456
86642,Bhuraki,179,2096
77309,Bhurapur,166,1942
53645,Bhurasi,130,1555
84739,Bhurasi,176,2070
272245,Bhurdiya,150,1777
46431,Bhurepur,122,1442
85306,Bhuri Bans,177,2077
59954,Bhurigawan,138,1652
92073,Bhurkundi,186,2183
64073,Bhurkura,146,1723
89752,Bhurkura,183,2144
70299,Bhurkuraha,152,1821
79194,Bhurpur,169,1978
76063,Bhurraka,163,1922
48248,Bhurramaq Bulpur Or Mori Makdu,123,1468
73075,Bhurwara,159,1876
50713,Bhusailia,127,1511
267094,Bhusailwa,127,1508
44436,Bhusalpur,120,1416
89564,Bhusana,183,2141
242144,Bhusasi,128,1523
86643,Bhusaula,179,2096
274047,Bhusaulamafi,182,2127
267220,Bhusera,141,1683
82331,Bhushar,174,2028
50804,Bhushar Purai,127,1512
58087,Bhusikrit Purwa,135,1622
268325,Bhuska,120,1426
65935,Bhuswal Buzurg,148,1751
69232,Bhutaha,152,1806
83108,Bhuvalpur Kila,174,2040
61809,Bhuvanpur Tajpur,141,1683
70380,Bhuwa Kala,152,1822
271662,Bhuwa Khurd,152,1822
46341,Bhuwalpur,121,1441
266626,Bhuwalpur,135,1615
76361,Bhuwana,164,1928
47012,Bhuwana Buzurg,123,1451
47013,Bhuwana Khurd,123,1451
53880,Bhuwani,131,1558
76362,Bhuwani,164,1928
64624,Bhuwarpur,146,1731
42737,Biara,118,1386
69488,Biban Mau,152,1810
71864,Bibanpur,156,1854
71807,Bibapur,156,1853
78032,Bibawali,167,1956
78817,Bibhauli,168,1969
48029,Bibi Ganj,123,1465
70445,Bibi Pur,152,1823
78691,Bibi Pur,168,1967
267392,Bibia Pur,129,1527
45763,Bibipur,121,1434
46766,Bibipur,122,1447
47106,Bibipur,123,1452
48332,Bibipur,123,1469
52443,Bibipur,129,1537
69924,Bibipur,152,1816
71312,Bibipur,155,1845
72160,Bibipur,157,1859
75795,Bibipur,162,1918
78493,Bibipur,168,1964
85027,Bibipur,177,2073
268291,Bibipur,140,1672
269281,Bibipur,121,1438
269986,Bibipur,168,1965
92408,Bibipur Chiryari,186,2189
46872,Bibipur Pakhanpur,123,1449
46170,Bibipur Randauli,121,1439
45867,Bibipur Sitkahwa,121,1435
83424,Bibipur Taluke Hasnapur,175,2045
78818,Bibipur Udhran,168,1969
266763,Bibipura,132,1574
82399,Bibiya Karanpur,174,2029
49011,Bibiya Para,125,1481
56758,Bibiyana,134,1600
65074,Bibiyapur Avdhut Nagar,147,1738
52445,Bibiyapur Ghat,129,1537
297394,Bibiyapur Gonsai,147,1738
52444,Bibiyapur Thana,129,1537
52358,Bichala,140,1536
73622,Bichapari,159,1884
297313,Bichapuri Sailab,659,1586
43834,Bichaula,119,1408
56759,Bichaula,134,1600
269280,Bichaula,180,2102
266087,Bichaula Tappa Jamini,133,1593
68845,Bichauli,151,1800
59778,Bichhand Paharpur,138,1649
266983,Bichhauli,141,1682
299393,Bichhaura,158,1875
51527,Bichhawahi,128,1524
302484,Bichhia,125,1483
86560,Bichhiya,179,2095
92177,Bichhiya,186,2185
57834,Bichhiya Kala,135,1618
62310,Bichhiyawan,142,1691
48803,Bichhla,125,1478
52340,Bichhlakha,129,1535
83367,Bichhur,174,2044
65736,Bichhuri,147,1748
267691,Bichiya,140,1671
42977,Bichola,118,1392
57221,Bichola,134,1608
42814,Bichoula,118,1388
48476,Bichpari,124,1471
74068,Bichpatwa,160,1891
42909,Bichpuri,118,1390
59833,Bichpuri,138,1650
60635,Bichpuri,139,1664
61574,Bichpuri,141,1680
84671,Bichpuri,176,2069
267010,Bichpuri Sangrampur,176,2070
52716,Bichuraiya Sirsa,130,1541
71808,Bid Khuri,156,1853
73000,Bidanpur Amad Karari,158,1875
73001,Bidanpur Kakorha,158,1875
80064,Bidapur,170,1993
60590,Bidauri,139,1663
70126,Bidauri,152,1819
266439,Bidawali,167,1952
66070,Bidhanapar,148,1753
42738,Bidhapur,118,1386
52359,Bidhar,140,1536
84387,Bidhau,176,2066
43197,Bidhauli Kheragarh,118,1397
43415,Bidhipur,119,1402
60690,Bidhipur,139,1665
72579,Bidhnoo,157,1867
77439,Bidhuna,166,1944
87586,Biduhni,181,2113
268048,Bigahana,128,1522
45375,Bigahiya,120,1429
273961,Bigahiya,120,1431
75313,Bigari,161,1910
67247,Bigehna,149,1772
271315,Bighakhet,161,1907
267556,Bighana,120,1432
62004,Bighanpur,142,1686
57222,Bighepur,134,1608
86247,Bigra Aual,178,2091
86248,Bigrameer,178,2091
57528,Bigraon,134,1613
60591,Bihar,139,1663
71809,Bihar,156,1853
77112,Bihar,165,1939
92892,Bihar,186,2197
74884,Bihar Buzurg,160,1903
74885,Bihar Khurd,160,1903
58243,Bihara Pal Dav,136,1624
69436,Bihardar,152,1809
79741,Bihari,170,1988
241776,Bihari,118,1392
265955,Bihari,156,1853
82535,Biharia,174,2031
43976,Biharipur,119,1410
48477,Biharipur,124,1471
52797,Biharipur,130,1542
87530,Biharipur,180,2112
264087,Biharipur,118,1391
268602,Biharipur,130,1555
52886,Biharipur Abdurahman,130,1543
265218,Biharipur Ahet,154,1837
81900,Biharipur Heera,173,2023
268673,Biharipur Istamarar,130,1555
53379,Biharipur Jageer,130,1551
266354,Biharipur Pitam Ram,130,1543
45452,Bihariya,120,1430
79361,Bihasada Kala,170,1982
89496,Bihat Biram,183,2140
48030,Bihata,123,1465
297465,Bihata Halbal,147,1743
67248,Biherka,149,1772
68331,Bihgawan,150,1792
86744,Bihiyapur,179,2097
46342,Bihra,121,1441
54186,Bihra,131,1562
50091,Bihraharpur,126,1501
48175,Bihroj Pur,123,1467
46343,Bihrojpur,121,1441
259810,Bihta,134,1613
67307,Bihunikhurd,149,1773
72092,Bihupur,157,1858
51842,Bihura,129,1529
65204,Bihuri,147,1740
53506,Bija Mau,130,1553
77167,Bija Nagar,165,1940
76119,Bijahari,163,1923
74814,Bijai Kaf,160,1902
59537,Bijaidepur,138,1645
71810,Bijaipur,156,1853
264798,Bijaipur Bhikanpur,143,1700
74069,Bijaipur Dakhin Patti,160,1891
74070,Bijaipur Uttar Patti,160,1891
82666,Bijalipurbangarwa,174,2033
43359,Bijalpur,119,1401
265968,Bijalpur,163,1922
89166,Bijangrant,183,2135
68968,Bijapur,151,1802
58813,Bijapur Jhangtaur,137,1633
79363,Bijar Kala,170,1982
84840,Bijar Khata,176,2071
271991,Bijarwa,123,1452
266374,Bijasin,130,1543
43496,Bijauli,119,1403
60691,Bijauli,139,1665
62005,Bijauli,142,1686
62238,Bijauli,142,1690
270652,Bijauli,168,1966
268553,Bijauliakhanpur,159,1884
73623,Bijaulisahaspur,159,1884
70914,Bijaura,153,1831
238733,Bijaura,154,1836
270067,Bijaura Bijauriya,180,2106
60013,Bijauri,138,1653
61747,Bijauri,141,1682
77113,Bijauri,165,1939
266053,Bijauri,133,1582
52798,Bijauria,130,1542
297258,Bijayrampur,171,2006
68911,Bijduvan,151,1801
83798,Bijemau Khapura,175,2054
67861,Bijgawan,150,1783
42861,Bijhamai,118,1389
62109,Bijhauli,142,1688
69865,Bijhawat,152,1815
52580,Bijhla,129,1539
266637,Bijjauwapur,125,1489
266373,Bijla,179,2094
269965,Bijna Kheri,177,2077
78033,Bijoli Banger,167,1956
83177,Bijoomau,174,2041
55415,Bijouri,132,1578
77248,Bijrari,165,1941
48532,Bijrol,124,1472
75314,Bijrotha,161,1910
89497,Bijuamau,183,2140
62239,Bijuri,142,1690
68846,Bijuvapur Diwara,151,1800
73192,Bijuwa,159,1878
89379,Bijwar Khurd,183,2138
48575,Bijwara,124,1473
47620,Bijyepur,123,1459
44202,Bikapur,120,1413
68110,Bikapur,150,1788
70216,Bikapur,152,1820
267804,Bikapur,140,1673
269106,Bikapur,135,1617
269876,Bikar,129,1528
89686,Bikasur Grant,183,2143
52515,Bikauli,129,1538
79742,Bikna,170,1988
265658,Bikram Pura Sani,153,1831
78295,Bikrampur,168,1961
87390,Bikrampur Chakaura,180,2109
72519,Bikroo,157,1866
79515,Biksi,170,1984
57339,Bikupur Ramnagar,134,1610
51389,Bil Gaon,128,1522
77168,Bila Dakshin,165,1940
61444,Bilabal Pur,141,1678
42862,Bilahani,118,1389
267528,Bilahati,139,1665
62843,Bilahna,143,1700
272470,Bilahri,150,1789
87406,Bilandapur,180,2110
242771,Bilandpur,180,2099
87465,Bilandpur Gaddipur,180,2111
