municipal_body_code,ward_code,ward_number,ward_name
276425,3253575,21,Ward No. 21
276425,3253576,22,Ward No. 22
276425,3253551,22,Gauriganj (MB) Ward No.22
276425,3253552,23,Gauriganj (MB) Ward No.23
276425,3253577,23,Ward No. 23
276425,3253578,24,Ward No. 24
276425,3253553,24,Gauriganj (MB) Ward No.24
276425,3253554,25,Gauriganj (MB) Ward No.25
276425,3253579,25,Ward No. 25
276425,3253532,3,Gauriganj (MB) Ward No.3
276425,3253557,3,Ward No. 3
276425,3253533,4,Gauriganj (MB) Ward No.4
276425,3253558,4,Ward No. 4
276425,3253559,5,Ward No. 5
276425,3253534,5,Gauriganj (MB) Ward No.5
276425,3253535,6,Gauriganj (MB) Ward No.6
276425,3253560,6,Ward No. 6
276425,3253561,7,Ward No. 7
276425,3253536,7,Gauriganj (MB) Ward No.7
276425,3253537,8,Gauriganj (MB) Ward No.8
276425,3253562,8,Ward No. 8
276425,3253563,9,Ward No. 9
276425,3253538,9,Gauriganj (MB) Ward No.9
277139,3255161,1,Ward No. 1
277139,3255170,10,Ward No. 10
277139,3255171,11,Ward No. 11
277139,3255172,12,Ward No. 12
277139,3255173,13,Ward No. 13
277139,3255174,14,Ward No. 14
277139,3255162,2,Ward No. 2
277139,3255163,3,Ward No. 3
277139,3255164,4,Ward No. 4
277139,3255165,5,Ward No. 5
277139,3255166,6,Ward No. 6
277139,3255167,7,Ward No. 7
277139,3255168,8,Ward No. 8
277139,3255169,9,Ward No. 9
277185,3254082,1,Ward No. 1
277185,3254091,10,Ward No. 10
277185,3254092,11,Ward No. 11
277185,3254093,12,Ward No. 12
277185,3254094,13,Ward No. 13
277185,3254095,14,Ward No. 14
277185,3254096,15,Ward No. 15
277185,3254097,16,Ward No. 16
277185,3254083,2,Ward No. 2
277185,3254084,3,Ward No. 3
277185,3254085,4,Ward No. 4
277185,3254086,5,Ward No. 5
277185,3254087,6,Ward No. 6
277185,3254088,7,Ward No. 7
277185,3254089,8,Ward No. 8
277185,3254090,9,Ward No. 9
277186,3254170,1,Ward No. 1
277186,3254155,1,Belhara (NP) - Ward No.1
277186,3254164,10,Belhara (NP) - Ward No.10
277186,3254179,10,Ward No. 10
277186,3254165,11,Belhara (NP) - Ward No.11
277186,3254180,11,Ward No. 11
277186,3254166,12,Belhara (NP) - Ward No.12
277186,3254181,12,Ward No. 12
277186,3254167,13,Belhara (NP) - Ward No.13
277186,3254182,13,Ward No. 13
277186,3254183,14,Ward No. 14
277186,3254168,14,Belhara (NP) - Ward No.14
277186,3254169,15,Belhara (NP) - Ward No.15
277186,3254184,15,Ward No. 15
277186,3254171,2,Ward No. 2
277186,3254156,2,Belhara (NP) - Ward No.2
277186,3254172,3,Ward No. 3
277186,3254157,3,Belhara (NP) - Ward No.3
277186,3254173,4,Ward No. 4
277186,3254158,4,Belhara (NP) - Ward No.4
277186,3254159,5,Belhara (NP) - Ward No.5
277186,3254174,5,Ward No. 5
277186,3254175,6,Ward No. 6
277186,3254160,6,Belhara (NP) - Ward No.6
277186,3254176,7,Ward No. 7
277186,3254161,7,Belhara (NP) - Ward No.7
277186,3254177,8,Ward No. 8
277186,3254162,8,Belhara (NP) - Ward No.8
277186,3254163,9,Belhara (NP) - Ward No.9
277186,3254178,9,Ward No. 9
277188,3254580,1,Eka (NP) - Ward No. 1
277188,3254589,10,Eka (NP) - Ward No. 10
277188,3254590,11,Eka (NP) - Ward No. 11
277188,3254591,12,Eka (NP) - Ward No. 12
277188,3254592,13,Eka (NP) - Ward No. 13
277188,3254593,14,Eka (NP) - Ward No. 14
277188,3254594,15,Eka (NP) - Ward No. 15
277188,3254581,2,Eka (NP) - Ward No. 2
277188,3254582,3,Eka (NP) - Ward No. 3
277188,3254583,4,Eka (NP) - Ward No. 4
277188,3254584,5,Eka (NP) - Ward No. 5
277188,3254585,6,Eka (NP) - Ward No. 6
277188,3254586,7,Eka (NP) - Ward No. 7
277188,3254587,8,Eka (NP) - Ward No. 8
277188,3254588,9,Eka (NP) - Ward No. 9
277189,3255187,1,Ward No. 1
277189,3255196,10,Ward No. 10
277189,3255197,11,Ward No. 11
277189,3255198,12,Ward No. 12
277189,3255199,13,Ward No. 13
277189,3255200,14,Ward No. 14
277189,3255201,15,Ward No. 15
277189,3255188,2,Ward No. 2
277189,3255189,3,Ward No. 3
277189,3255190,4,Ward No. 4
277189,3255191,5,Ward No. 5
277189,3255192,6,Ward No. 6
277189,3255193,7,Ward No. 7
277189,3255194,8,Ward No. 8
277189,3255195,9,Ward No. 9
277192,3255468,1,Raniganj (NP) - Ward No. 1
277192,3255477,10,Raniganj (NP) - Ward No. 10
277192,3255478,11,Raniganj (NP) - Ward No. 11
277192,3255479,12,Raniganj (NP) - Ward No. 12
277192,3255480,13,Raniganj (NP) - Ward No. 13
277192,3255481,14,Raniganj (NP) - Ward No. 14
277192,3255482,15,Raniganj (NP) - Ward No. 15
277192,3255483,16,Ward No. 16
277192,3255469,2,Raniganj (NP) - Ward No. 2
277192,3255470,3,Raniganj (NP) - Ward No. 3
277192,3255471,4,Raniganj (NP) - Ward No. 4
277192,3255472,5,Raniganj (NP) - Ward No. 5
277192,3255473,6,Raniganj (NP) - Ward No. 6
277192,3255474,7,Raniganj (NP) - Ward No. 7
277192,3255475,8,Raniganj (NP) - Ward No. 8
277192,3255476,9,Raniganj (NP) - Ward No. 9
277531,3255499,1,Ward No. 1
277531,3255508,10,Ward No. 10
277531,3255509,11,Ward No. 11
277531,3255510,12,Ward No. 12
277531,3255511,13,Ward No. 13
277531,3255512,14,Ward No. 14
277531,3255513,15,Ward No. 15
277531,3255500,2,Ward No. 2
277531,3255501,3,Ward No. 3
277531,3255502,4,Ward No. 4
277531,3255503,5,Ward No. 5
277531,3255504,6,Ward No. 6
277531,3255505,7,Ward No. 7
277531,3255506,8,Ward No. 8
277531,3255507,9,Ward No. 9
281989,3254382,1,Ward No. 1
281989,3254391,10,Ward No. 10
281989,3254392,11,Ward No. 11
281989,3254393,12,Ward No. 12
281989,3254394,13,Ward No. 13
281989,3254383,2,Ward No. 2
281989,3254384,3,Ward No. 3
281989,3254385,4,Ward No. 4
281989,3254386,5,Ward No. 5
281989,3254387,6,Ward No. 6
281989,3254388,7,Ward No. 7
281989,3254389,8,Ward No. 8
281989,3254390,9,Ward No. 9
289237,3254199,1,Ward No. 1
289237,3254208,10,Ward No. 10
289237,3254209,11,Ward No. 11
289237,3254210,12,Ward No. 12
289237,3254211,13,Ward No. 13
289237,3254212,14,Ward No. 14
289237,3254213,15,Ward No. 15
289237,3254200,2,Ward No. 2
289237,3254201,3,Ward No. 3
289237,3254202,4,Ward No. 4
289237,3254203,5,Ward No. 5
289237,3254204,6,Ward No. 6
289237,3254205,7,Ward No. 7
289237,3254206,8,Ward No. 8
289237,3254207,9,Ward No. 9
290250,3255320,1,Ward No. 1
290250,3255329,10,Ward No. 10
290250,3255330,11,Ward No. 11
290250,3255331,12,Ward No. 12
290250,3255332,13,Ward No. 13
290250,3255333,14,Ward No. 14
290250,3255334,15,Ward No. 15
290250,3255335,16,Ward No. 16
290250,3255336,17,Ward No. 17
290250,3255337,18,Ward No. 18
290250,3255321,2,Ward No. 2
290250,3255322,3,Ward No. 3
290250,3255323,4,Ward No. 4
290250,3255324,5,Ward No. 5
290250,3255325,6,Ward No. 6
290250,3255326,7,Ward No. 7
290250,3255327,8,Ward No. 8
290250,3255328,9,Ward No. 9
290251,3255290,1,Ward No. 1
290251,3255299,10,Ward No. 10
290251,3255300,11,Ward No. 11
290251,3255301,12,Ward No. 12
290251,3255302,13,Ward No. 13
290251,3255303,14,Ward No. 14
290251,3255304,15,Ward No. 15
290251,3255291,2,Ward No. 2
290251,3255292,3,Ward No. 3
290251,3255293,4,Ward No. 4
290251,3255294,5,Ward No. 5
290251,3255295,6,Ward No. 6
290251,3255296,7,Ward No. 7
290251,3255297,8,Ward No. 8
290251,3255298,9,Ward No. 9
296986,3255586,1,Ward No. 1
296986,3255595,10,Ward No. 10
296986,3255596,11,Ward No. 11
296986,3255597,12,Ward No. 12
296986,3255598,13,Ward No. 13
296986,3255599,14,Ward No. 14
296986,3255600,15,Ward No. 15
296986,3255587,2,Ward No. 2
296986,3255588,3,Ward No. 3
296986,3255589,4,Ward No. 4
296986,3255590,5,Ward No. 5
296986,3255591,6,Ward No. 6
296986,3255592,7,Ward No. 7
296986,3255593,8,Ward No. 8
296986,3255594,9,Ward No. 9
297020,3253580,1,Ward No. 1
297020,3253589,10,Ward No. 10
297020,3253590,11,Ward No. 11
297020,3253591,12,Ward No. 12
297020,3253592,13,Ward No. 13
297020,3253593,14,Ward No. 14
297020,3253594,15,Ward No. 15
297020,3253595,16,Ward No. 16
297020,3253596,17,Ward No. 17
297020,3253597,18,Ward No. 18
297020,3253598,19,Ward No. 19
297020,3253581,2,Ward No. 2
297020,3253599,20,Ward No. 20
297020,3253600,21,Ward No. 21
297020,3253601,22,Ward No. 22
297020,3253602,23,Ward No. 23
297020,3253603,24,Ward No. 24
297020,3253604,25,Ward No. 25
297020,3253582,3,Ward No. 3
297020,3253583,4,Ward No. 4
297020,3253584,5,Ward No. 5
297020,3253585,6,Ward No. 6
297020,3253586,7,Ward No. 7
297020,3253587,8,Ward No. 8
297020,3253588,9,Ward No. 9
297022,3253505,1,Ward No. 1
297022,3253514,10,Ward No. 10
297022,3253515,11,Ward No. 11
297022,3253516,12,Ward No. 12
297022,3253517,13,Ward No. 13
297022,3253518,14,Ward No. 14
297022,3253519,15,Ward No. 15
297022,3253520,16,Ward No. 16
297022,3253521,17,Ward No. 17
297022,3253522,18,Ward No. 18
297022,3253523,19,Ward No. 19
297022,3253506,2,Ward No. 2
297022,3253524,20,Ward No. 20
297022,3253525,21,Ward No. 21
297022,3253526,22,Ward No. 22
297022,3253527,23,Ward No. 23
297022,3253528,24,Ward No. 24
297022,3253529,25,Ward No. 25
297022,3253507,3,Ward No. 3
297022,3253508,4,Ward No. 4
297022,3253509,5,Ward No. 5
297022,3253510,6,Ward No. 6
297022,3253511,7,Ward No. 7
297022,3253512,8,Ward No. 8
297022,3253513,9,Ward No. 9
297023,3253630,1,Ward No. 1
297023,3253639,10,Ward No. 10
297023,3253640,11,Ward No. 11
297023,3253641,12,Ward No. 12
297023,3253642,13,Ward No. 13
297023,3253643,14,Ward No. 14
297023,3253644,15,Ward No. 15
297023,3253645,16,Ward No. 16
297023,3253646,17,Ward No. 17
297023,3253647,18,Ward No. 18
297023,3253648,19,Ward No. 19
297023,3253631,2,Ward No. 2
297023,3253649,20,Ward No. 20
297023,3253650,21,Ward No. 21
297023,3253651,22,Ward No. 22
297023,3253652,23,Ward No. 23
297023,3253653,24,Ward No. 24
297023,3253654,25,Ward No. 25
297023,3253632,3,Ward No. 3
297023,3253633,4,Ward No. 4
297023,3253634,5,Ward No. 5
297023,3253635,6,Ward No. 6
297023,3253636,7,Ward No. 7
297023,3253637,8,Ward No. 8
297023,3253638,9,Ward No. 9
297024,3253689,1,Ward No. 1
297024,3253698,10,Ward No. 10
297024,3253699,11,Ward No. 11
297024,3253700,12,Ward No. 12
297024,3253701,13,Ward No. 13
297024,3253702,14,Ward No. 14
297024,3253703,15,Ward No. 15
297024,3253704,16,Ward No. 16
297024,3253705,17,Ward No. 17
297024,3253706,18,Ward No. 18
297024,3253707,19,Ward No. 19
297024,3253690,2,Ward No. 2
297024,3253708,20,Ward No. 20
297024,3253709,21,Ward No. 21
297024,3253710,22,Ward No. 22
297024,3253711,23,Ward No. 23
297024,3253712,24,Ward No. 24
297024,3253713,25,Ward No. 25
297024,3253714,26,Ward No. 26
297024,3253715,27,Ward No. 27
297024,3253691,3,Ward No. 3
297024,3253692,4,Ward No. 4
297024,3253693,5,Ward No. 5
297024,3253694,6,Ward No. 6
297024,3253695,7,Ward No. 7
297024,3253696,8,Ward No. 8
297024,3253697,9,Ward No. 9
297025,3253361,1,Ward 1
297025,3253370,10,Ward 10
297025,3253371,11,Ward 11
297025,3253372,12,Ward 12
297025,3253373,13,Ward 13
297025,3253374,14,Ward 14
297025,3253375,15,Ward 15
297025,3253376,16,Ward 16
297025,3253377,17,Ward 17
297025,3253378,18,Ward 18
297025,3253379,19,Ward 19
297025,3253362,2,Ward 2
297025,3253380,20,Ward 20
297025,3253381,21,Ward 21
297025,3253382,22,Ward 22
297025,3253383,23,Ward 23
297025,3253384,24,Ward 24
297025,3253385,25,Ward 25
297025,3253363,3,Ward 3
297025,3253364,4,Ward 4
297025,3253365,5,Ward 5
297025,3253366,6,Ward 6
297025,3253367,7,Ward 7
297025,3253368,8,Ward 8
297025,3253369,9,Ward 9
297026,3253386,1,Ward 1
297026,3253395,10,Ward 10
297026,3253396,11,Ward 11
297026,3253397,12,Ward 12
297026,3253398,13,Ward 13
297026,3253399,14,Ward 14
297026,3253400,15,Ward 15
297026,3253401,16,Ward 16
297026,3253402,17,Ward 17
297026,3253403,18,Ward 18
297026,3253404,19,Ward 19
297026,3253387,2,Ward 2
297026,3253405,20,Ward 20
297026,3253406,21,Ward 21
297026,3253407,22,Ward 22
297026,3253408,23,Ward 23
297026,3253409,24,Ward 24
297026,3253410,25,Ward 25
297026,3253388,3,Ward 3
297026,3253389,4,Ward 4
297026,3253390,5,Ward 5
297026,3253391,6,Ward 6
297026,3253392,7,Ward 7
297026,3253393,8,Ward 8
297026,3253394,9,Ward 9
297027,3253420,1,Ward 1
297027,3253429,10,Ward 10
297027,3253430,11,Ward 11
297027,3253431,12,Ward 12
297027,3253432,13,Ward 13
297027,3253433,14,Ward 14
297027,3253434,15,Ward 15
297027,3253435,16,Ward 16
297027,3253436,17,Ward 17
297027,3253437,18,Ward 18
297027,3253438,19,Ward 19
297027,3253421,2,Ward 2
297027,3253439,20,Ward 20
297027,3253440,21,Ward 21
297027,3253441,22,Ward 22
297027,3253442,23,Ward 23
297027,3253443,24,Ward 24
297027,3253444,25,Ward 25
297027,3253422,3,Ward 3
297027,3253423,4,Ward 4
297027,3253424,5,Ward 5
297027,3253425,6,Ward 6
297027,3253426,7,Ward 7
297027,3253427,8,Ward 8
297027,3253428,9,Ward 9
297029,3255868,1,Ward No. 1
297029,3255877,10,Ward No. 10
297029,3255878,11,Ward No. 11
297029,3255879,12,Ward No. 12
297029,3255880,13,Ward No. 13
297029,3255881,14,Ward No. 14
297029,3255882,15,Ward No. 15
297029,3255869,2,Ward No. 2
297029,3255870,3,Ward No. 3
297029,3255871,4,Ward No. 4
297029,3255872,5,Ward No. 5
297029,3255873,6,Ward No. 6
297029,3255874,7,Ward No. 7
297029,3255875,8,Ward No. 8
297029,3255876,9,Ward No. 9
297031,3254239,1,Ward No. 1
297031,3254248,10,Ward No. 10
297031,3254249,11,Ward No. 11
297031,3254250,12,Ward No. 12
297031,3254251,13,Ward No. 13
297031,3254252,14,Ward No. 14
297031,3254253,15,Ward No. 15
297031,3254240,2,Ward No. 2
297031,3254241,3,Ward No. 3
297031,3254242,4,Ward No. 4
297031,3254243,5,Ward No. 5
297031,3254244,6,Ward No. 6
297031,3254245,7,Ward No. 7
297031,3254246,8,Ward No. 8
297031,3254247,9,Ward No. 9
297032,3254515,1,Ward No. 1
297032,3254524,10,Ward No. 10
297032,3254525,11,Ward No. 11
297032,3254526,12,Ward No. 12
297032,3254527,13,Ward No. 13
297032,3254528,14,Ward No. 14
297032,3254529,15,Ward No. 15
297032,3254530,16,Ward No. 16
297032,3254531,17,Ward No. 17
297032,3254532,18,Ward No. 18
297032,3254533,19,Ward No. 19
297032,3254516,2,Ward No. 2
297032,3254517,3,Ward No. 3
297032,3254518,4,Ward No. 4
297032,3254519,5,Ward No. 5
297032,3254520,6,Ward No. 6
297032,3254521,7,Ward No. 7
297032,3254522,8,Ward No. 8
297032,3254523,9,Ward No. 9
297033,3253848,1,Ward No. 1
297033,3253857,10,Ward No. 10
297033,3253858,11,Ward No. 11
297033,3253859,12,Ward No. 12
297033,3253860,13,Ward No. 13
297033,3253861,14,Ward No. 14
297033,3253862,15,Ward No. 15
297033,3253849,2,Ward No. 2
297033,3253850,3,Ward No. 3
297033,3253851,4,Ward No. 4
297033,3253852,5,Ward No. 5
297033,3253853,6,Ward No. 6
297033,3253854,7,Ward No. 7
297033,3253855,8,Ward No. 8
297033,3253856,9,Ward No. 9
297034,3254772,1,Ward No. 1
297034,3254781,10,Ward No. 10
297034,3254782,11,Ward No. 11
297034,3254783,12,Ward No. 12
297034,3254784,13,Ward No. 13
297034,3254785,14,Ward No. 14
297034,3254786,15,Ward No. 15
297034,3254773,2,Ward No. 2
297034,3254774,3,Ward No. 3
297034,3254775,4,Ward No. 4
297034,3254776,5,Ward No. 5
297034,3254777,6,Ward No. 6
297034,3254778,7,Ward No. 7
297034,3254779,8,Ward No. 8
297034,3254780,9,Ward No. 9
297036,3255037,1,Ward No. 1
297036,3255046,10,Ward No. 10
297036,3255047,11,Ward No. 11
297036,3255048,12,Ward No. 12
297036,3255049,13,Ward No. 13
297036,3255050,14,Ward No. 14
297036,3255038,2,Ward No. 2
297036,3255039,3,Ward No. 3
297036,3255040,4,Ward No. 4
297036,3255041,5,Ward No. 5
297036,3255042,6,Ward No. 6
297036,3255043,7,Ward No. 7
297036,3255044,8,Ward No. 8
297036,3255045,9,Ward No. 9
297037,3255912,1,Ward No. 1
297037,3255921,10,Ward No. 10
297037,3255922,11,Ward No. 11
297037,3255923,12,Ward No. 12
297037,3255924,13,Ward No. 13
297037,3255925,14,Ward No. 14
297037,3255913,2,Ward No. 2
297037,3255914,3,Ward No. 3
297037,3255915,4,Ward No. 4
297037,3255916,5,Ward No. 5
297037,3255917,6,Ward No. 6
297037,3255918,7,Ward No. 7
297037,3255919,8,Ward No. 8
297037,3255920,9,Ward No. 9
297038,3255838,1,Ward No. 1
297038,3255847,10,Ward No. 10
297038,3255848,11,Ward No. 11
297038,3255849,12,Ward No. 12
297038,3255850,13,Ward No. 13
297038,3255851,14,Ward No. 14
297038,3255852,15,Ward No. 15
297038,3255839,2,Ward No. 2
297038,3255840,3,Ward No. 3
297038,3255841,4,Ward No. 4
297038,3255842,5,Ward No. 5
297038,3255843,6,Ward No. 6
297038,3255844,7,Ward No. 7
297038,3255845,8,Ward No. 8
297038,3255846,9,Ward No. 9
297039,3255085,1,Ward No. 1
297039,3255094,10,Ward No. 10
297039,3255095,11,Ward No. 11
297039,3255096,12,Ward No. 12
297039,3255097,13,Ward No. 13
297039,3255098,14,Ward No. 14
297039,3255099,15,Ward No. 15
297039,3255100,16,Ward No. 16
297039,3255086,2,Ward No. 2
297039,3255087,3,Ward No. 3
297039,3255088,4,Ward No. 4
297039,3255089,5,Ward No. 5
297039,3255090,6,Ward No. 6
297039,3255091,7,Ward No. 7
297039,3255092,8,Ward No. 8
297039,3255093,9,Ward No. 9
297040,3255146,1,Ward No. 1
297040,3255155,10,Ward No. 10
297040,3255156,11,Ward No. 11
297040,3255157,12,Ward No. 12
297040,3255158,13,Ward No. 13
297040,3255159,14,Ward No. 14
297040,3255160,15,Ward No. 15
297040,3255147,2,Ward No. 2
297040,3255148,3,Ward No. 3
297040,3255149,4,Ward No. 4
297040,3255150,5,Ward No. 5
297040,3255151,6,Ward No. 6
297040,3255152,7,Ward No. 7
297040,3255153,8,Ward No. 8
297040,3255154,9,Ward No. 9
297041,3255132,1,Ward No. 1
297041,3255141,10,Ward No. 10
297041,3255142,11,Ward No. 11
297041,3255143,12,Ward No. 12
297041,3255144,13,Ward No. 13
297041,3255145,14,Ward No. 14
297041,3255133,2,Ward No. 2
297041,3255134,3,Ward No. 3
297041,3255135,4,Ward No. 4
297041,3255136,5,Ward No. 5
297041,3255137,6,Ward No. 6
297041,3255138,7,Ward No. 7
297041,3255139,8,Ward No. 8
297041,3255140,9,Ward No. 9
297042,3255412,1,Ward No. 1
297042,3255421,10,Ward No. 10
297042,3255422,11,Ward No. 11
297042,3255423,12,Ward No. 12
297042,3255424,13,Ward No. 13
297042,3255413,2,Ward No. 2
297042,3255414,3,Ward No. 3
297042,3255415,4,Ward No. 4
297042,3255416,5,Ward No. 5
297042,3255417,6,Ward No. 6
297042,3255418,7,Ward No. 7
297042,3255419,8,Ward No. 8
297042,3255420,9,Ward No. 9
297044,3255828,1,Ward No. 1
297044,3255837,10,Ward No. 10
297044,3255829,2,Ward No. 2
297044,3255830,3,Ward No. 3
297044,3255831,4,Ward No. 4
297044,3255832,5,Ward No. 5
297044,3255833,6,Ward No. 6
297044,3255834,7,Ward No. 7
297044,3255835,8,Ward No. 8
297044,3255836,9,Ward No. 9
297045,3253863,1,Ward No. 1
297045,3253872,10,Ward No. 10
297045,3253873,11,Ward No. 11
297045,3253874,12,Ward No. 12
297045,3253864,2,Ward No. 2
297045,3253865,3,Ward No. 3
297045,3253866,4,Ward No. 4
297045,3253867,5,Ward No. 5
297045,3253868,6,Ward No. 6
297045,3253869,7,Ward No. 7
297045,3253870,8,Ward No. 8
297045,3253871,9,Ward No. 9
297046,3255898,1,Ward No. 1
297046,3255907,10,Ward No. 10
297046,3255908,11,Ward No. 11
297046,3255909,12,Ward No. 12
297046,3255910,13,Ward No. 13
297046,3255911,14,Ward No. 14
297046,3255899,2,Ward No. 2
297046,3255900,3,Ward No. 3
297046,3255901,4,Ward No. 4
297046,3255902,5,Ward No. 5
297046,3255903,6,Ward No. 6
297046,3255904,7,Ward No. 7
297046,3255905,8,Ward No. 8
297046,3255906,9,Ward No. 9
297047,3255558,1,Ward No. 1
297047,3255567,10,Ward No. 10
297047,3255568,11,Ward No. 11
297047,3255569,12,Ward No. 12
297047,3255570,13,Ward No. 13
297047,3255559,2,Ward No. 2
297047,3255560,3,Ward No. 3
297047,3255561,4,Ward No. 4
297047,3255562,5,Ward No. 5
297047,3255563,6,Ward No. 6
297047,3255564,7,Ward No. 7
297047,3255565,8,Ward No. 8
297047,3255566,9,Ward No. 9
297048,3255051,1,Ward No. 1
297048,3255060,10,Ward No. 10
297048,3255061,11,Ward No. 11
297048,3255062,12,Ward No. 12
297048,3255063,13,Ward No. 13
297048,3255064,14,Ward No. 14
297048,3255065,15,Ward No. 15
297048,3255052,2,Ward No. 2
297048,3255053,3,Ward No. 3
297048,3255054,4,Ward No. 4
297048,3255055,5,Ward No. 5
297048,3255056,6,Ward No. 6
297048,3255057,7,Ward No. 7
297048,3255058,8,Ward No. 8
297048,3255059,9,Ward No. 9
297049,3255703,1,Ward No. 1
297049,3255712,10,Ward No. 10
297049,3255713,11,Ward No. 11
297049,3255714,12,Ward No. 12
297049,3255715,13,Ward No. 13
297049,3255716,14,Ward No. 14
297049,3255717,15,Ward No. 15
297049,3255704,2,Ward No. 2
297049,3255705,3,Ward No. 3
297049,3255706,4,Ward No. 4
297049,3255707,5,Ward No. 5
297049,3255708,6,Ward No. 6
297049,3255709,7,Ward No. 7
297049,3255710,8,Ward No. 8
297049,3255711,9,Ward No. 9
297050,3255760,1,Ward No. 1
297050,3255769,10,Ward No. 10
297050,3255770,11,Ward No. 11
297050,3255771,12,Ward No. 12
297050,3255772,13,Ward No. 13
297050,3255773,14,Ward No. 14
297050,3255774,15,Ward No. 15
297050,3255761,2,Ward No. 2
297050,3255762,3,Ward No. 3
297050,3255763,4,Ward No. 4
297050,3255764,5,Ward No. 5
297050,3255765,6,Ward No. 6
297050,3255766,7,Ward No. 7
297050,3255767,8,Ward No. 8
297050,3255768,9,Ward No. 9
297051,3255791,1,Ward No. 1
297051,3255800,10,Ward No. 10
297051,3255801,11,Ward No. 11
297051,3255802,12,Ward No. 12
297051,3255803,13,Ward No. 13
297051,3255804,14,Ward No. 14
297051,3255805,15,Ward No. 15
297051,3255806,16,Ward No. 16
297051,3255792,2,Ward No. 2
297051,3255793,3,Ward No. 3
297051,3255794,4,Ward No. 4
297051,3255795,5,Ward No. 5
297051,3255796,6,Ward No. 6
297051,3255797,7,Ward No. 7
297051,3255798,8,Ward No. 8
297051,3255799,9,Ward No. 9
297053,3255613,1,Ward No. 1
297053,3255622,10,Ward No. 10
297053,3255623,11,Ward No. 11
297053,3255624,12,Ward No. 12
297053,3255625,13,Ward No. 13
297053,3255626,14,Ward No. 14
297053,3255627,15,Ward No. 15
297053,3255628,16,Ward No. 16
297053,3255629,17,Ward No. 17
297053,3255630,18,Ward No. 18
297053,3255614,2,Ward No. 2
297053,3255615,3,Ward No. 3
297053,3255616,4,Ward No. 4
297053,3255617,5,Ward No. 5
297053,3255618,6,Ward No. 6
297053,3255619,7,Ward No. 7
297053,3255620,8,Ward No. 8
297053,3255621,9,Ward No. 9
297054,3255484,1,Ward No. 1
297054,3255493,10,Ward No. 10
297054,3255494,11,Ward No. 11
297054,3255495,12,Ward No. 12
297054,3255496,13,Ward No. 13
297054,3255497,14,Ward No. 14
297054,3255498,15,Ward No. 15
297054,3255485,2,Ward No. 2
297054,3255486,3,Ward No. 3
297054,3255487,4,Ward No. 4
297054,3255488,5,Ward No. 5
297054,3255489,6,Ward No. 6
297054,3255490,7,Ward No. 7
297054,3255491,8,Ward No. 8
297054,3255492,9,Ward No. 9
297055,3254730,1,Ward No. 1
297055,3254739,10,Ward No. 10
297055,3254740,11,Ward No. 11
297055,3254741,12,Ward No. 12
297055,3254731,2,Ward No. 2
297055,3254732,3,Ward No. 3
297055,3254733,4,Ward No. 4
297055,3254734,5,Ward No. 5
297055,3254735,6,Ward No. 6
297055,3254736,7,Ward No. 7
297055,3254737,8,Ward No. 8
297055,3254738,9,Ward No. 9
297056,3255718,1,Ward No. 1
297056,3255727,10,Ward No. 10
297056,3255728,11,Ward No. 11
297056,3255729,12,Ward No. 12
297056,3255730,13,Ward No. 13
297056,3255731,14,Ward No. 14
297056,3255732,15,Ward No. 15
297056,3255733,16,Ward No. 16
297056,3255719,2,Ward No. 2
297056,3255720,3,Ward No. 3
297056,3255721,4,Ward No. 4
297056,3255722,5,Ward No. 5
297056,3255723,6,Ward No. 6
297056,3255724,7,Ward No. 7
297056,3255725,8,Ward No. 8
297056,3255726,9,Ward No. 9
297057,3255675,1,Ward No. 1
297057,3255684,10,Ward No. 10
297057,3255685,11,Ward No. 11
297057,3255686,12,Ward No. 12
297057,3255687,13,Ward No. 13
297057,3255688,14,Ward No. 14
297057,3255689,15,Ward No. 15
297057,3255676,2,Ward No. 2
297057,3255677,3,Ward No. 3
297057,3255678,4,Ward No. 4
297057,3255679,5,Ward No. 5
297057,3255680,6,Ward No. 6
297057,3255681,7,Ward No. 7
297057,3255682,8,Ward No. 8
297057,3255683,9,Ward No. 9
297058,3255175,1,Ward No. 1
297058,3255184,10,Ward No. 10
297058,3255185,11,Ward No. 11
297058,3255186,12,Ward No. 12
297058,3255176,2,Ward No. 2
297058,3255177,3,Ward No. 3
297058,3255178,4,Ward No. 4
297058,3255179,5,Ward No. 5
297058,3255180,6,Ward No. 6
297058,3255181,7,Ward No. 7
297058,3255182,8,Ward No. 8
297058,3255183,9,Ward No. 9
297059,3255631,1,Ward No. 1
297059,3255640,10,Ward No. 10
297059,3255641,11,Ward No. 11
297059,3255642,12,Ward No. 12
297059,3255632,2,Ward No. 2
297059,3255633,3,Ward No. 3
297059,3255634,4,Ward No. 4
297059,3255635,5,Ward No. 5
297059,3255636,6,Ward No. 6
297059,3255637,7,Ward No. 7
297059,3255638,8,Ward No. 8
297059,3255639,9,Ward No. 9
297060,3254214,1,Ward No. 1
297060,3254223,10,Ward No. 10
297060,3254224,11,Ward No. 11
297060,3254225,12,Ward No. 12
297060,3254226,13,Ward No. 13
297060,3254227,14,Ward No. 14
297060,3254228,15,Ward No. 15
297060,3254215,2,Ward No. 2
297060,3254216,3,Ward No. 3
297060,3254217,4,Ward No. 4
297060,3254218,5,Ward No. 5
297060,3254219,6,Ward No. 6
297060,3254220,7,Ward No. 7
297060,3254221,8,Ward No. 8
297060,3254222,9,Ward No. 9
