municipal_body_code,ward_code,ward_number,ward_name
248145,604259,1,Ambedkar Nagar
248145,604268,10,Ashfaq Nagar
248145,604260,2,Lohiya Nagar
248145,604261,3,Habibulla Nagar
248145,604262,4,Subhash Nagar
248145,604263,5,Gandhi Nagar
248145,604264,6,Indira Nagar
248145,604265,7,Rajendra Nagar
248145,604266,8,Azad Nagar
248145,604267,9,Ma. Kanshiram Nagar
248870,27194,1,Behat (NP) - Ward No.1
248870,27203,10,Behat (NP) - Ward No.10
248870,27204,11,Behat (NP) - Ward No.11
248870,27205,12,Behat (NP) - Ward No.12
248870,27206,13,Behat (NP) - Ward No.13
248870,27195,2,Behat (NP) - Ward No.2
248870,27196,3,Behat (NP) - Ward No.3
248870,27197,4,Behat (NP) - Ward No.4
248870,27198,5,Behat (NP) - Ward No.5
248870,27199,6,Behat (NP) - Ward No.6
248870,27200,7,Behat (NP) - Ward No.7
248870,27201,8,Behat (NP) - Ward No.8
248870,27202,9,Behat (NP) - Ward No.9
248873,27209,1,Saharanpur (MB) - Ward No.1
248873,27218,10,Saharanpur (MB) - Ward No.10
248873,27219,11,Saharanpur (MB) - Ward No.11
248873,27220,12,Saharanpur (MB) - Ward No.12
248873,27221,13,Saharanpur (MB) - Ward No.13
248873,27222,14,Saharanpur (MB) - Ward No.14
248873,27223,15,Saharanpur (MB) - Ward No.15
248873,27224,16,Saharanpur (MB) - Ward No.16
248873,27225,17,Saharanpur (MB) - Ward No.17
248873,27226,18,Saharanpur (MB) - Ward No.18
248873,27227,19,Saharanpur (MB) - Ward No.19
248873,27210,2,Saharanpur (MB) - Ward No.2
248873,27228,20,Saharanpur (MB) - Ward No.20
248873,27229,21,Saharanpur (MB) - Ward No.21
248873,27230,22,Saharanpur (MB) - Ward No.22
248873,27231,23,Saharanpur (MB) - Ward No.23
248873,27232,24,Saharanpur (MB) - Ward No.24
248873,27233,25,Saharanpur (MB) - Ward No.25
248873,27234,26,Saharanpur (MB) - Ward No.26
248873,27235,27,Saharanpur (MB) - Ward No.27
248873,27236,28,Saharanpur (MB) - Ward No.28
248873,27237,29,Saharanpur (MB) - Ward No.29
248873,27211,3,Saharanpur (MB) - Ward No.3
248873,27238,30,Saharanpur (MB) - Ward No.30
248873,27239,31,Saharanpur (MB) - Ward No.31
248873,27240,32,Saharanpur (MB) - Ward No.32
248873,27241,33,Saharanpur (MB) - Ward No.33
248873,27242,34,Saharanpur (MB) - Ward No.34
248873,27243,35,Saharanpur (MB) - Ward No.35
248873,27244,36,Saharanpur (MB) - Ward No.36
248873,27245,37,Saharanpur (MB) - Ward No.37
248873,27246,38,Saharanpur (MB) - Ward No.38
248873,27247,39,Saharanpur (MB) - Ward No.39
248873,27212,4,Saharanpur (MB) - Ward No.4
248873,27248,40,Saharanpur (MB) - Ward No.40
248873,3299139,41,Saharanpur (MB) - Ward No.41
248873,3299140,42,Saharanpur (MB) - Ward No.42
248873,3299141,43,Saharanpur (MB) - Ward No.43
248873,3299142,44,Saharanpur (MB) - Ward No.44
248873,3299143,45,Saharanpur (MB) - Ward No.45
248873,3299144,46,Saharanpur (MB) - Ward No.46
248873,3299145,47,Saharanpur (MB) - Ward No.47
248873,3299146,48,Saharanpur (MB) - Ward No.48
248873,3299147,49,Saharanpur (MB) - Ward No.49
248873,27213,5,Saharanpur (MB) - Ward No.5
248873,3299148,50,Saharanpur (MB) - Ward No.50
248873,3299149,51,Saharanpur (MB) - Ward No.51
248873,3299150,52,Saharanpur (MB) - Ward No.52
248873,3299151,53,Saharanpur (MB) - Ward No.53
248873,3299152,54,Saharanpur (MB) - Ward No.54
248873,3299153,55,Saharanpur (MB) - Ward No.55
248873,3299154,56,Saharanpur (MB) - Ward No.56
248873,3299155,57,Saharanpur (MB) - Ward No.57
248873,3299156,58,Saharanpur (MB) - Ward No.58
248873,3299157,59,Saharanpur (MB) - Ward No.59
248873,27214,6,Saharanpur (MB) - Ward No.6
248873,3299158,60,Saharanpur (MB) - Ward No.60
248873,3299159,61,Saharanpur (MB) - Ward No.61
248873,3299160,62,Saharanpur (MB) - Ward No.62
248873,3299161,63,Saharanpur (MB) - Ward No.63
248873,3299162,64,Saharanpur (MB) - Ward No.64
248873,3299163,65,Saharanpur (MB) - Ward No.65
248873,3299164,66,Saharanpur (MB) - Ward No.66
248873,3299165,67,Saharanpur (MB) - Ward No.67
248873,3299166,68,Saharanpur (MB) - Ward No.68
248873,3299167,69,Saharanpur (MB) - Ward No.69
248873,27215,7,Saharanpur (MB) - Ward No.7
248873,3299168,70,Saharanpur (MB) - Ward No.70
248873,27216,8,Saharanpur (MB) - Ward No.8
248873,27217,9,Saharanpur (MB) - Ward No.9
248874,72454,1,Chilkana Sultanpur (NP) - Ward No.1
248874,72463,10,Chilkana Sultanpur (NP) - Ward No.10
248874,72464,11,Chilkana Sultanpur (NP) - Ward No.11
248874,72465,12,Chilkana Sultanpur (NP) - Ward No.12
248874,72455,2,Chilkana Sultanpur (NP) - Ward No.2
248874,72456,3,Chilkana Sultanpur (NP) - Ward No.3
248874,72457,4,Chilkana Sultanpur (NP) - Ward No.4
248874,72458,5,Chilkana Sultanpur (NP) - Ward No.5
248874,72459,6,Chilkana Sultanpur (NP) - Ward No.6
248874,72460,7,Chilkana Sultanpur (NP) - Ward No.7
248874,72461,8,Chilkana Sultanpur (NP) - Ward No.8
248874,72462,9,Chilkana Sultanpur (NP) - Ward No.9
248875,27249,1,Sarsawan (MB) - Ward No.1
248875,27258,10,Sarsawan (MB) - Ward No.10
248875,27259,11,Sarsawan (MB) - Ward No.11
248875,27260,12,Sarsawan (MB) - Ward No.12
248875,27261,13,Sarsawan (MB) - Ward No.13
248875,27262,14,Sarsawan (MB) - Ward No.14
248875,27263,15,Sarsawan (MB) - Ward No.15
248875,27264,16,Sarsawan (MB) - Ward No.16
248875,27265,17,Sarsawan (MB) - Ward No.17
248875,27266,18,Sarsawan (MB) - Ward No.18
248875,27267,19,Sarsawan (MB) - Ward No.19
248875,27250,2,Sarsawan (MB) - Ward No.2
248875,27268,20,Sarsawan (MB) - Ward No.20
248875,27269,21,Sarsawan (MB) - Ward No.21
248875,27270,22,Sarsawan (MB) - Ward No.22
248875,27271,23,Sarsawan (MB) - Ward No.23
248875,27272,24,Sarsawan (MB) - Ward No.24
248875,27273,25,Sarsawan (MB) - Ward No.25
248875,27251,3,Sarsawan (MB) - Ward No.3
248875,27252,4,Sarsawan (MB) - Ward No.4
248875,27253,5,Sarsawan (MB) - Ward No.5
248875,27254,6,Sarsawan (MB) - Ward No.6
248875,27255,7,Sarsawan (MB) - Ward No.7
248875,27256,8,Sarsawan (MB) - Ward No.8
248875,27257,9,Sarsawan (MB) - Ward No.9
248876,72466,1,Nakur (MB) - Ward No.1
248876,72665,10,Nakur (MB) - Ward No.10
248876,72666,11,Nakur (MB) - Ward No.11
248876,72667,12,Nakur (MB) - Ward No.12
248876,72668,13,Nakur (MB) - Ward No.13
248876,72669,14,Nakur (MB) - Ward No.14
248876,72670,15,Nakur (MB) - Ward No.15
248876,72671,16,Nakur (MB) - Ward No.16
248876,72672,17,Nakur (MB) - Ward No.17
248876,72673,18,Nakur (MB) - Ward No.18
248876,72674,19,Nakur (MB) - Ward No.19
248876,72467,2,Nakur (MB) - Ward No.2
248876,72675,20,Nakur (MB) - Ward No.20
248876,72676,21,Nakur (MB) - Ward No.21
248876,72677,22,Nakur (MB) - Ward No.22
248876,72678,23,Nakur (MB) - Ward No.23
248876,72679,24,Nakur (MB) - Ward No.24
248876,72680,25,Nakur (MB) - Ward No.25
248876,72468,3,Nakur (MB) - Ward No.3
248876,72659,4,Nakur (MB) - Ward No.4
248876,72660,5,Nakur (MB) - Ward No.5
248876,72661,6,Nakur (MB) - Ward No.6
248876,72662,7,Nakur (MB) - Ward No.7
248876,72663,8,Nakur (MB) - Ward No.8
248876,72664,9,Nakur (MB) - Ward No.9
248877,27274,1,Ambehta (NP) - Ward No.1
248877,27283,10,Ambehta (NP) - Ward No.10
248877,27284,11,Ambehta (NP) - Ward No.11
248877,27275,2,Ambehta (NP) - Ward No.2
248877,27276,3,Ambehta (NP) - Ward No.3
248877,27277,4,Ambehta (NP) - Ward No.4
248877,27278,5,Ambehta (NP) - Ward No.5
248877,27279,6,Ambehta (NP) - Ward No.6
248877,27280,7,Ambehta (NP) - Ward No.7
248877,27281,8,Ambehta (NP) - Ward No.8
248877,27282,9,Ambehta (NP) - Ward No.9
248878,72681,1,Gangoh (MB) - Ward No.1
248878,72690,10,Gangoh (MB) - Ward No.10
248878,72691,11,Gangoh (MB) - Ward No.11
248878,72692,12,Gangoh (MB) - Ward No.12
248878,72693,13,Gangoh (MB) - Ward No.13
248878,72694,14,Gangoh (MB) - Ward No.14
248878,72695,15,Gangoh (MB) - Ward No.15
248878,72696,16,Gangoh (MB) - Ward No.16
248878,72697,17,Gangoh (MB) - Ward No.17
248878,72698,18,Gangoh (MB) - Ward No.18
248878,72699,19,Gangoh (MB) - Ward No.19
248878,72682,2,Gangoh (MB) - Ward No.2
248878,72700,20,Gangoh (MB) - Ward No.20
248878,72701,21,Gangoh (MB) - Ward No.21
248878,72702,22,Gangoh (MB) - Ward No.22
248878,72703,23,Gangoh (MB) - Ward No.23
248878,72704,24,Gangoh (MB) - Ward No.24
248878,72705,25,Gangoh (MB) - Ward No.25
248878,72683,3,Gangoh (MB) - Ward No.3
248878,72684,4,Gangoh (MB) - Ward No.4
248878,72685,5,Gangoh (MB) - Ward No.5
248878,72686,6,Gangoh (MB) - Ward No.6
248878,72687,7,Gangoh (MB) - Ward No.7
248878,72688,8,Gangoh (MB) - Ward No.8
248878,72689,9,Gangoh (MB) - Ward No.9
248879,27285,1,Titron (NP) - Ward No.1
248879,27294,10,Titron (NP) - Ward No.10
248879,27286,2,Titron (NP) - Ward No.2
248879,27287,3,Titron (NP) - Ward No.3
248879,27288,4,Titron (NP) - Ward No.4
248879,27289,5,Titron (NP) - Ward No.5
248879,27290,6,Titron (NP) - Ward No.6
248879,27291,7,Titron (NP) - Ward No.7
248879,27292,8,Titron (NP) - Ward No.8
248879,27293,9,Titron (NP) - Ward No.9
248880,27295,1,Nanauta (NP) - Ward No.1
248880,27304,10,Nanauta (NP) - Ward No.10
248880,27305,11,Nanauta (NP) - Ward No.11
248880,27306,12,Nanauta (NP) - Ward No.12
248880,27296,2,Nanauta (NP) - Ward No.2
248880,27297,3,Nanauta (NP) - Ward No.3
248880,27298,4,Nanauta (NP) - Ward No.4
248880,27299,5,Nanauta (NP) - Ward No.5
248880,27300,6,Nanauta (NP) - Ward No.6
248880,27301,7,Nanauta (NP) - Ward No.7
248880,27302,8,Nanauta (NP) - Ward No.8
248880,27303,9,Nanauta (NP) - Ward No.9
248881,27307,1,Rampur Maniharan (NP) - Ward No.1
248881,27316,10,Rampur Maniharan (NP) - Ward No.10
248881,27317,11,Rampur Maniharan (NP) - Ward No.11
248881,27318,12,Rampur Maniharan (NP) - Ward No.12
248881,27319,13,Rampur Maniharan (NP) - Ward No.13
248881,27320,14,Rampur Maniharan (NP) - Ward No.14
248881,27321,15,Rampur Maniharan (NP) - Ward No.15
248881,27322,16,Rampur Maniharan (NP) - Ward No.16
248881,27308,2,Rampur Maniharan (NP) - Ward No.2
248881,27309,3,Rampur Maniharan (NP) - Ward No.3
248881,27310,4,Rampur Maniharan (NP) - Ward No.4
248881,27311,5,Rampur Maniharan (NP) - Ward No.5
248881,27312,6,Rampur Maniharan (NP) - Ward No.6
248881,27313,7,Rampur Maniharan (NP) - Ward No.7
248881,27314,8,Rampur Maniharan (NP) - Ward No.8
248881,27315,9,Rampur Maniharan (NP) - Ward No.9
248882,27323,1,Deoband (MB) - Ward No.1
248882,27332,10,Deoband (MB) - Ward No.10
248882,27333,11,Deoband (MB) - Ward No.11
248882,27334,12,Deoband (MB) - Ward No.12
248882,27335,13,Deoband (MB) - Ward No.13
248882,27336,14,Deoband (MB) - Ward No.14
248882,27337,15,Deoband (MB) - Ward No.15
248882,27338,16,Deoband (MB) - Ward No.16
248882,27339,17,Deoband (MB) - Ward No.17
248882,27340,18,Deoband (MB) - Ward No.18
248882,27434,19,Deoband (MB) - Ward No.19
248882,27324,2,Deoband (MB) - Ward No.2
248882,27435,20,Deoband (MB) - Ward No.20
248882,27436,21,Deoband (MB) - Ward No.21
248882,27437,22,Deoband (MB) - Ward No.22
248882,27438,23,Deoband (MB) - Ward No.23
248882,27439,24,Deoband (MB) - Ward No.24
248882,27440,25,Deoband (MB) - Ward No.25
248882,27325,3,Deoband (MB) - Ward No.3
248882,27326,4,Deoband (MB) - Ward No.4
248882,27327,5,Deoband (MB) - Ward No.5
248882,27328,6,Deoband (MB) - Ward No.6
248882,27329,7,Deoband (MB) - Ward No.7
248882,27330,8,Deoband (MB) - Ward No.8
248882,27331,9,Deoband (MB) - Ward No.9
248883,23331,1,Un (NP) - Ward No.1
248883,23340,10,Un (NP) - Ward No.10
248883,23341,11,Un (NP) - Ward No.11
248883,23342,12,Un (NP) - Ward No.12
248883,23332,2,Un (NP) - Ward No.2
248883,23333,3,Un (NP) - Ward No.3
248883,23334,4,Un (NP) - Ward No.4
248883,23335,5,Un (NP) - Ward No.5
248883,23336,6,Un (NP) - Ward No.6
248883,23337,7,Un (NP) - Ward No.7
248883,23338,8,Un (NP) - Ward No.8
248883,23339,9,Un (NP) - Ward No.9
248884,23343,1,Jhinjhana (NP) - Ward No.1
248884,23352,10,Jhinjhana (NP) - Ward No.10
248884,23353,11,Jhinjhana (NP) - Ward No.11
248884,23354,12,Jhinjhana (NP) - Ward No.12
248884,23344,2,Jhinjhana (NP) - Ward No.2
248884,23345,3,Jhinjhana (NP) - Ward No.3
248884,23346,4,Jhinjhana (NP) - Ward No.4
248884,23347,5,Jhinjhana (NP) - Ward No.5
248884,23348,6,Jhinjhana (NP) - Ward No.6
248884,23349,7,Jhinjhana (NP) - Ward No.7
248884,23350,8,Jhinjhana (NP) - Ward No.8
248884,23351,9,Jhinjhana (NP) - Ward No.9
248885,23355,1,Kairana (MB) - Ward No.1
248885,23364,10,Kairana (MB) - Ward No.10
248885,23365,11,Kairana (MB) - Ward No.11
248885,23366,12,Kairana (MB) - Ward No.12
248885,23367,13,Kairana (MB) - Ward No.13
248885,23368,14,Kairana (MB) - Ward No.14
248885,23369,15,Kairana (MB) - Ward No.15
248885,23370,16,Kairana (MB) - Ward No.16
248885,23371,17,Kairana (MB) - Ward No.17
248885,23372,18,Kairana (MB) - Ward No.18
248885,23373,19,Kairana (MB) - Ward No.19
248885,23356,2,Kairana (MB) - Ward No.2
248885,23374,20,Kairana (MB) - Ward No.20
248885,23375,21,Kairana (MB) - Ward No.21
248885,23376,22,Kairana (MB) - Ward No.22
248885,23377,23,Kairana (MB) - Ward No.23
248885,23378,24,Kairana (MB) - Ward No.24
248885,23379,25,Kairana (MB) - Ward No.25
248885,23357,3,Kairana (MB) - Ward No.3
248885,23358,4,Kairana (MB) - Ward No.4
248885,23359,5,Kairana (MB) - Ward No.5
248885,23360,6,Kairana (MB) - Ward No.6
248885,23361,7,Kairana (MB) - Ward No.7
248885,23362,8,Kairana (MB) - Ward No.8
248885,23363,9,Kairana (MB) - Ward No.9
248886,63065,1,Kandhla (MB) - Ward No.1
248886,63074,10,Kandhla (MB) - Ward No.10
248886,63075,11,Kandhla (MB) - Ward No.11
248886,63076,12,Kandhla (MB) - Ward No.12
248886,63077,13,Kandhla (MB) - Ward No.13
248886,63078,14,Kandhla (MB) - Ward No.14
248886,63079,15,Kandhla (MB) - Ward No.15
248886,63080,16,Kandhla (MB) - Ward No.16
248886,63081,17,Kandhla (MB) - Ward No.17
248886,63082,18,Kandhla (MB) - Ward No.18
248886,63083,19,Kandhla (MB) - Ward No.19
248886,63066,2,Kandhla (MB) - Ward No.2
248886,63084,20,Kandhla (MB) - Ward No.20
248886,63085,21,Kandhla (MB) - Ward No.21
248886,63086,22,Kandhla (MB) - Ward No.22
248886,63087,23,Kandhla (MB) - Ward No.23
248886,63088,24,Kandhla (MB) - Ward No.24
248886,63089,25,Kandhla (MB) - Ward No.25
248886,63067,3,Kandhla (MB) - Ward No.3
248886,63068,4,Kandhla (MB) - Ward No.4
248886,63069,5,Kandhla (MB) - Ward No.5
248886,63070,6,Kandhla (MB) - Ward No.6
248886,63071,7,Kandhla (MB) - Ward No.7
248886,63072,8,Kandhla (MB) - Ward No.8
248886,63073,9,Kandhla (MB) - Ward No.9
248887,23380,1,Ailum (NP) - Ward No.1
248887,23389,10,Ailum (NP) - Ward No.10
248887,23390,11,Ailum (NP) - Ward No.11
248887,23391,12,Ailum (NP) - Ward No.12
248887,23381,2,Ailum (NP) - Ward No.2
248887,23382,3,Ailum (NP) - Ward No.3
248887,23383,4,Ailum (NP) - Ward No.4
248887,23384,5,Ailum (NP) - Ward No.5
248887,23385,6,Ailum (NP) - Ward No.6
248887,23386,7,Ailum (NP) - Ward No.7
248887,23387,8,Ailum (NP) - Ward No.8
248887,23388,9,Ailum (NP) - Ward No.9
248888,23392,1,Shamli (MB) - Ward No.1
248888,23500,10,Shamli (MB) - Ward No.10
248888,23501,11,Shamli (MB) - Ward No.11
248888,23502,12,Shamli (MB) - Ward No.12
248888,23503,13,Shamli (MB) - Ward No.13
248888,23504,14,Shamli (MB) - Ward No.14
248888,23505,15,Shamli (MB) - Ward No.15
248888,23506,16,Shamli (MB) - Ward No.16
248888,23507,17,Shamli (MB) - Ward No.17
248888,23508,18,Shamli (MB) - Ward No.18
248888,23509,19,Shamli (MB) - Ward No.19
248888,23492,2,Shamli (MB) - Ward No.2
248888,23510,20,Shamli (MB) - Ward No.20
248888,23511,21,Shamli (MB) - Ward No.21
248888,23512,22,Shamli (MB) - Ward No.22
248888,23513,23,Shamli (MB) - Ward No.23
248888,23514,24,Shamli (MB) - Ward No.24
248888,23515,25,Shamli (MB) - Ward No.25
248888,23493,3,Shamli (MB) - Ward No.3
248888,23494,4,Shamli (MB) - Ward No.4
248888,23495,5,Shamli (MB) - Ward No.5
248888,23496,6,Shamli (MB) - Ward No.6
248888,23497,7,Shamli (MB) - Ward No.7
248888,23498,8,Shamli (MB) - Ward No.8
248888,23499,9,Shamli (MB) - Ward No.9
248889,23516,1,Banat (NP) - Ward No.1
248889,23525,10,Banat (NP) - Ward No.10
248889,23526,11,Banat (NP) - Ward No.11
248889,23527,12,Banat (NP) - Ward No.12
248889,23517,2,Banat (NP) - Ward No.2
248889,23518,3,Banat (NP) - Ward No.3
248889,23519,4,Banat (NP) - Ward No.4
248889,23520,5,Banat (NP) - Ward No.5
248889,23521,6,Banat (NP) - Ward No.6
248889,23522,7,Banat (NP) - Ward No.7
248889,23523,8,Banat (NP) - Ward No.8
248889,23524,9,Banat (NP) - Ward No.9
248890,23528,1,Garhi Pukhta (NP) - Ward No.1
248890,23537,10,Garhi Pukhta (NP) - Ward No.10
248890,23529,2,Garhi Pukhta (NP) - Ward No.2
248890,23530,3,Garhi Pukhta (NP) - Ward No.3
248890,23531,4,Garhi Pukhta (NP) - Ward No.4
248890,23532,5,Garhi Pukhta (NP) - Ward No.5
248890,23533,6,Garhi Pukhta (NP) - Ward No.6
248890,23534,7,Garhi Pukhta (NP) - Ward No.7
248890,23535,8,Garhi Pukhta (NP) - Ward No.8
248890,23536,9,Garhi Pukhta (NP) - Ward No.9
248891,63090,1,Thana Bhawan (NP) - Ward No.1
248891,63099,10,Thana Bhawan (NP) - Ward No.10
248891,63100,11,Thana Bhawan (NP) - Ward No.11
248891,63101,12,Thana Bhawan (NP) - Ward No.12
248891,63102,13,Thana Bhawan (NP) - Ward No.13
248891,63103,14,Thana Bhawan (NP) - Ward No.14
248891,63104,15,Thana Bhawan (NP) - Ward No.15
248891,63105,16,Thana Bhawan (NP) - Ward No.16
248891,63106,17,Thana Bhawan (NP) - Ward No.17
248891,63091,2,Thana Bhawan (NP) - Ward No.2
248891,63092,3,Thana Bhawan (NP) - Ward No.3
248891,63093,4,Thana Bhawan (NP) - Ward No.4
248891,63094,5,Thana Bhawan (NP) - Ward No.5
248891,63095,6,Thana Bhawan (NP) - Ward No.6
248891,63096,7,Thana Bhawan (NP) - Ward No.7
248891,63097,8,Thana Bhawan (NP) - Ward No.8
248891,63098,9,Thana Bhawan (NP) - Ward No.9
248892,23538,1,Jalalabad (NP) - Ward No.1
248892,23547,10,Jalalabad (NP) - Ward No.10
248892,23548,11,Jalalabad (NP) - Ward No.11
248892,23549,12,Jalalabad (NP) - Ward No.12
248892,23550,13,Jalalabad (NP) - Ward No.13
248892,23551,14,Jalalabad (NP) - Ward No.14
248892,23552,15,Jalalabad (NP) - Ward No.15
248892,23539,2,Jalalabad (NP) - Ward No.2
248892,23540,3,Jalalabad (NP) - Ward No.3
248892,23541,4,Jalalabad (NP) - Ward No.4
248892,23542,5,Jalalabad (NP) - Ward No.5
248892,23543,6,Jalalabad (NP) - Ward No.6
248892,23544,7,Jalalabad (NP) - Ward No.7
248892,23545,8,Jalalabad (NP) - Ward No.8
248892,23546,9,Jalalabad (NP) - Ward No.9
248893,23553,1,Purquazi (NP) - Ward No.1
248893,23562,10,Purquazi (NP) - Ward No.10
248893,23563,11,Purquazi (NP) - Ward No.11
248893,23564,12,Purquazi (NP) - Ward No.12
248893,23565,13,Purquazi (NP) - Ward No.13
248893,23566,14,Purquazi (NP) - Ward No.14
248893,23567,15,Lakhnauti (OG) - Ward No.15
248893,23568,16,Sethpura (OG) - Ward No.16
248893,23554,2,Purquazi (NP) - Ward No.2
248893,23555,3,Purquazi (NP) - Ward No.3
248893,23556,4,Purquazi (NP) - Ward No.4
248893,23557,5,Purquazi (NP) - Ward No.5
248893,23558,6,Purquazi (NP) - Ward No.6
248893,23559,7,Purquazi (NP) - Ward No.7
248893,23560,8,Purquazi (NP) - Ward No.8
248893,23561,9,Purquazi (NP) - Ward No.9
248894,23569,1,Charthaval (NP) - Ward No.1
248894,23578,10,Charthaval (NP) - Ward No.10
248894,23579,11,Charthaval (NP) - Ward No.11
248894,23580,12,Charthaval (NP) - Ward No.12
248894,23581,13,Charthaval (NP) - Ward No.13
248894,23582,14,Charthaval (NP) - Ward No.14
248894,23570,2,Charthaval (NP) - Ward No.2
248894,23571,3,Charthaval (NP) - Ward No.3
248894,23572,4,Charthaval (NP) - Ward No.4
248894,23573,5,Charthaval (NP) - Ward No.5
248894,23574,6,Charthaval (NP) - Ward No.6
248894,23575,7,Charthaval (NP) - Ward No.7
248894,23576,8,Charthaval (NP) - Ward No.8
248894,23577,9,Charthaval (NP) - Ward No.9
248895,23583,1,Muzaffarnagar (MB) - Ward No.1
248895,23774,10,Muzaffarnagar (MB) - Ward No.10
248895,23775,11,Muzaffarnagar (MB) - Ward No.11
248895,23776,12,Muzaffarnagar (MB) - Ward No.12
248895,23777,13,Muzaffarnagar (MB) - Ward No.13
248895,23778,14,Muzaffarnagar (MB) - Ward No.14
248895,23779,15,Muzaffarnagar (MB) - Ward No.15
248895,23780,16,Muzaffarnagar (MB) - Ward No.16
248895,23781,17,Muzaffarnagar (MB) - Ward No.17
248895,23782,18,Muzaffarnagar (MB) - Ward No.18
248895,23783,19,Muzaffarnagar (MB) - Ward No.19
248895,23584,2,Muzaffarnagar (MB) - Ward No.2
248895,23784,20,Muzaffarnagar (MB) - Ward No.20
248895,23785,21,Muzaffarnagar (MB) - Ward No.21
248895,23786,22,Muzaffarnagar (MB) - Ward No.22
248895,23787,23,Muzaffarnagar (MB) - Ward No.23
248895,23788,24,Muzaffarnagar (MB) - Ward No.24
248895,23789,25,Muzaffarnagar (MB) - Ward No.25
248895,23790,26,Muzaffarnagar (MB) - Ward No.26
248895,23791,27,Muzaffarnagar (MB) - Ward No.27
248895,23792,28,Muzaffarnagar (MB) - Ward No.28
248895,23793,29,Muzaffarnagar (MB) - Ward No.29
248895,23585,3,Muzaffarnagar (MB) - Ward No.3
248895,23794,30,Muzaffarnagar (MB) - Ward No.30
248895,23795,31,Muzaffarnagar (MB) - Ward No.31
248895,23796,32,Muzaffarnagar (MB) - Ward No.32
248895,23797,33,"Subhash Nagar, Verma Park and Lal Bagh (OG) - Ward No.33"
248895,23798,34,Adarsh Colony and Devpuram (OG) - Ward No.34
248895,23586,4,Muzaffarnagar (MB) - Ward No.4
248895,23769,5,Muzaffarnagar (MB) - Ward No.5
248895,23770,6,Muzaffarnagar (MB) - Ward No.6
248895,23771,7,Muzaffarnagar (MB) - Ward No.7
248895,23772,8,Muzaffarnagar (MB) - Ward No.8
248895,23773,9,Muzaffarnagar (MB) - Ward No.9
248896,63107,1,Sisauli (NP) - Ward No.1
248896,63116,10,Sisauli (NP) - Ward No.10
248896,63117,11,Sisauli (NP) - Ward No.11
248896,63118,12,Sisauli (NP) - Ward No.12
248896,63108,2,Sisauli (NP) - Ward No.2
248896,63109,3,Sisauli (NP) - Ward No.3
248896,63110,4,Sisauli (NP) - Ward No.4
248896,63111,5,Sisauli (NP) - Ward No.5
248896,63112,6,Sisauli (NP) - Ward No.6
248896,63113,7,Sisauli (NP) - Ward No.7
248896,63114,8,Sisauli (NP) - Ward No.8
248896,63115,9,Sisauli (NP) - Ward No.9
248897,23799,1,Budhana (NP) - Ward No.1
248897,23808,10,Budhana (NP) - Ward No.10
248897,23809,11,Budhana (NP) - Ward No.11
248897,23810,12,Budhana (NP) - Ward No.12
248897,23811,13,Budhana (NP) - Ward No.13
248897,23812,14,Budhana (NP) - Ward No.14
248897,23813,15,Budhana (NP) - Ward No.15
248897,23814,16,Budhana (NP) - Ward No.16
248897,23815,17,Budhana (NP) - Ward No.17
248897,23800,2,Budhana (NP) - Ward No.2
248897,23801,3,Budhana (NP) - Ward No.3
248897,23802,4,Budhana (NP) - Ward No.4
248897,23803,5,Budhana (NP) - Ward No.5
248897,23804,6,Budhana (NP) - Ward No.6
248897,23805,7,Budhana (NP) - Ward No.7
248897,23806,8,Budhana (NP) - Ward No.8
248897,23807,9,Budhana (NP) - Ward No.9
248898,63119,1,Shahpur (NP) - Ward No.1
248898,63128,10,Shahpur (NP) - Ward No.10
248898,63129,11,Shahpur (NP) - Ward No.11
248898,63130,12,Shahpur (NP) - Ward No.12
248898,63120,2,Shahpur (NP) - Ward No.2
248898,63121,3,Shahpur (NP) - Ward No.3
248898,63122,4,Shahpur (NP) - Ward No.4
248898,63123,5,Shahpur (NP) - Ward No.5
248898,63124,6,Shahpur (NP) - Ward No.6
248898,63125,7,Shahpur (NP) - Ward No.7
248898,63126,8,Shahpur (NP) - Ward No.8
248898,63127,9,Shahpur (NP) - Ward No.9
248899,23816,1,Khatauli (MB) - Ward No.1
248899,23825,10,Khatauli (MB) - Ward No.10
248899,23826,11,Khatauli (MB) - Ward No.11
248899,23827,12,Khatauli (MB) - Ward No.12
248899,23828,13,Khatauli (MB) - Ward No.13
248899,23829,14,Khatauli (MB) - Ward No.14
248899,23830,15,Khatauli (MB) - Ward No.15
248899,23831,16,Khatauli (MB) - Ward No.16
248899,23832,17,Khatauli (MB) - Ward No.17
248899,23833,18,Khatauli (MB) - Ward No.18
248899,23834,19,Khatauli (MB) - Ward No.19
248899,23817,2,Khatauli (MB) - Ward No.2
248899,23835,20,Khatauli (MB) - Ward No.20
248899,23836,21,Khatauli (MB) - Ward No.21
248899,23837,22,Khatauli (MB) - Ward No.22
248899,23838,23,Khatauli (MB) - Ward No.23
248899,23839,24,Khatauli (MB) - Ward No.24
248899,23840,25,Khatauli (MB) - Ward No.25
248899,23818,3,Khatauli (MB) - Ward No.3
248899,23819,4,Khatauli (MB) - Ward No.4
248899,23820,5,Khatauli (MB) - Ward No.5
248899,23821,6,Khatauli (MB) - Ward No.6
248899,23822,7,Khatauli (MB) - Ward No.7
248899,23823,8,Khatauli (MB) - Ward No.8
248899,23824,9,Khatauli (MB) - Ward No.9
