village_code,village_name,district_code,tehsil_code
174704,Pipra Lalach,147,928
175721,Pipra Mahim,147,931
174533,Pipra Padum,147,928
175731,Pipra Sharif,147,931
175952,Pipra Tappa Kot,147,931
174942,Pipri,147,929
175240,Pipri Rohua,147,930
174661,Pipri Surajman,147,928
940179,Pirvartara,147,928
174787,Pisaiyya,147,929
175102,Pivali,147,929
174698,Poore Gonaee,147,928
940180,Poorebhodhar Tawn,147,928
940206,Poorekhal,147,930
175702,Pranpur,147,931
175286,Pras Patti Purwar,147,930
175026,Pratappur,147,929
174367,Prithipal Ganj Grint,147,928
175104,Puraina,147,929
175267,Puraini,147,930
174294,Purainia,147,928
175033,Pure Ajab,147,929
175470,Pure Ambar,147,930
175032,Pure Angad,147,929
174261,Pure Bada Chak,147,928
174786,Pure Badal,147,929
174812,Pure Bahori,147,929
174998,Pure Baijnath,147,929
174809,Pure Basai Chitai,147,929
175200,Pure Bhikhai,147,930
174255,Pure Chayan Kunwar,147,928
175358,Pure Dadhu,147,930
175202,Pure Dall,147,930
174379,Pure Dati,147,928
175615,Pure Devnath,147,931
174884,Pure Dikshit,147,929
175158,Pure Fakeer,147,930
175429,Pure Gayadeen,147,930
175208,Pure Guthouli,147,930
174562,Pure Hemraj,147,928
175611,Pure Hirday,147,931
175785,Pure Kachrauli,147,931
175295,Pure Khal,147,930
174536,Pure Khemkaran,147,928
174541,Pure Lalak,147,928
175108,Pure Lali,147,929
174381,Pure Ledai,147,928
175253,Pure Lila,147,930
174816,Pure Maholiya,147,929
175204,Pure Mirja,147,930
175170,Pure Mohan,147,930
174284,Pure Nari,147,928
174776,Pure Niddhi,147,929
175099,Pure Pandey,147,929
175835,Pure Pandey,147,931
174275,Pure Pathak,147,928
175616,Pure Pokhar,147,931
174919,Pure Sangam,147,929
175557,Pure Seer,147,931
175678,Pure Seer,147,931
174576,Pure Shiva Bakhtawar,147,928
174877,Pure Than,147,929
174362,Pure Tilak,147,928
175126,Pure Tiwari,147,929
174543,Pure Tiwari,147,928
174751,Pure Tiwari (Ct),147,928
175152,Pure Umapati,147,930
174378,Purehara,147,928
174393,Purey Chowhan,147,928
174392,Purey Dand,147,928
174382,Purey Datta,147,928
175141,Purey Dayal,147,930
174417,Purey Dhanni,147,928
174400,Purey Maha,147,928
174428,Purey Manoga,147,928
174365,Purey Musddi,147,928
174691,Purey Neval,147,928
174397,Purey Pandit Vindravan,147,928
174401,Purey Sardar,147,928
174403,Purey Shukuli,147,928
174668,Purey Sidhari,147,928
174669,Purey Subsukha,147,928
174732,Purey Tenduwa,147,928
174383,Purey Thakur,147,928
174394,Purey Tiwari Ram Sahay,147,928
174540,Purey Udai,147,928
174363,Purey Vasalat,147,928
175560,Radha Nagar,147,931
175708,Raghavpur,147,931
175723,Raghunandanpur,147,931
175464,Raghunathpur,147,930
174673,Ragown,147,928
175483,Raheli,147,930
174762,Raipur,147,929
174814,Raipur Fakir,147,929
174246,Raja Jot,147,928
175117,Rajapur,147,929
174565,Rajapur,147,928
175536,Rajapur,147,931
174739,Rajapur Parsoura,147,928
174728,Rajapur Retwagara,147,928
174866,Rajawapur,147,929
174836,Rajgarh Aminpur,147,929
174193,Rajjanpur,147,928
174901,Rajpur,147,929
174287,Ram Bhari,147,928
174581,Ram Bhari,147,928
174346,Ram Gathiha,147,928
175340,Ramaipur,147,930
175551,Ramaipur Bhagvan Persad,147,931
175656,Ramaoopur,147,931
174788,Ramapur,147,929
175567,Ramapur,147,931
175444,Ramapur,147,930
175236,Ramapur,147,930
175009,Ramawapur,147,929
174413,Ramawapur Nayak,147,928
175441,Ramchanderpur,147,930
175367,Ramcherapur,147,930
175931,Ramduttpur,147,931
175603,Rameepur Sani,147,931
175005,Ramgarh,147,929
174879,Ramgarha,147,929
174663,Ramnagar Bankat,147,928
174315,Ramnagar Jhinna,147,928
174595,Ramnagar Tarhar,147,928
175044,Rampur,147,929
175510,Rampur,147,931
175734,Rampur,147,931
175357,Rampur,147,930
174309,Rampur Brahamchari,147,928
174637,Rampur Chachpara,147,928
174696,Rampur Dubaval,147,928
175360,Rampur Kharhata,147,930
175248,Rampur Tengraha,147,930
175354,Ramraipur,147,930
174463,Ramvapur Gobind,147,928
174430,Ramvapur Hardo Patti,147,928
174505,Ramvapur Shyam,147,928
175729,Ramwapur,147,931
175270,Rangi,147,930
174680,Ranijot,147,928
174490,Ranijot,147,928
175834,Ranijot,147,931
174432,Ranipur,147,928
175957,Ranipur,147,931
175511,Ranipur,147,931
175228,Ranipur,147,930
175263,Ranipur Kakshi,147,930
175264,Ranipur Pahari,147,930
174170,Raniyapur,147,928
174527,Raniyapur,147,928
174208,Ranjeet Nagar,147,928
174820,Ranjeetpur,147,929
175337,Rasoolpur,147,930
175760,Rasulpur Khan,147,931
175781,Rasulpur Taj,147,931
175936,Ratanpur,147,931
174634,Rathwalia,147,928
940199,Raypoor,147,931
175122,Raypur,147,929
175373,Raypur,147,930
175758,Redwalia,147,931
175751,Rehar Tapaki,147,931
175031,Rek Sadiya,147,929
175506,Rendaura,147,931
175689,Renuva Khas,147,931
174936,Reruwa,147,929
175257,Retadal Singh,147,930
175628,Retasa,147,931
174727,Retwagara,147,928
174855,Rewari,147,929
175481,Riwa,147,930
174621,Rohawan,147,928
174501,Routawan,147,928
174431,Rudapur,147,928
175034,Rudauli,147,929
174976,Rudauliya,147,929
174703,Rudragarh Mausi,147,928
174559,Rudrapur Bisen,147,928
940207,Rukmangadpur,147,930
174295,Rupai Deeh,147,928
174641,Ruphideeh,147,928
175372,Rupipur,147,930
175740,Sabbon Jot,147,931
175933,Sabrupur,147,931
175550,Sabrupur,147,931
175668,Sadapur,147,931
175928,Sadkarpur,147,931
175915,Sagavan,147,931
174324,Saghnwal,147,928
174757,Sahariya Kalan,147,929
175326,Sahibapur,147,930
174256,Sahjanwa,147,928
175097,Sahjaura,147,929
174423,Sahpur,147,928
175852,Saidanpr,147,931
940200,Saidapur Jamal Jot,147,931
175829,Saijalpur,147,931
175040,Sakatpur,147,929
175467,Sakipur,147,930
174283,Sakmagadpur,147,928
175125,Sakraur,147,929
174943,Sakraura Gramin,147,929
175068,Salpur Dhautal,147,929
175094,Salpur Pathak,147,929
174511,Salpur Samera,147,928
174627,Samada Kaji,147,928
174396,Samda,147,928
174433,Samda Mafi,147,928
940201,Samrupur,147,931
175562,Samsapur,147,931
174475,Sandeswa,147,928
174737,Sangipur,147,928
174601,Sarai Nagar,147,928
175078,Sarainya Chaubey,147,929
175042,Saraiya,147,929
175136,Saraiyan Nanhu,147,929
174781,Saraiyya,147,929
175289,Sarawan,147,930
175497,Saray Hari,147,930
175407,Saray Khatri,147,930
175499,Saray Naumu,147,930
174529,Sarayya Mafi,147,928
174827,Sarbang Pur,147,929
174297,Sarhada,147,928
174359,Sarkand,147,928
175865,Sarvar Khurd,147,931
175783,Savana,147,931
174665,Seeha Gaon,147,928
174391,Seer Bankat,147,928
175753,Sehari Hardon,147,931
175322,Sehriya,147,930
174438,Sekahui,147,928
174492,Sekhapur,147,928
174864,Selhari,147,929
175663,Sema Sathi,147,931
174858,Semara,147,929
175233,Semara,147,930
175058,Semari,147,929
175212,Semari Kalan,147,930
175203,Semari Khurd,147,930
175793,Semra Buzurg,147,931
174491,Semra Damman,147,928
175460,Semra Shekhpur,147,930
174369,Semrhi,147,928
174600,Senkhan Chak,147,928
174176,Sewaraha,147,928
174829,Shah Jot,147,929
175923,Shah Nagar,147,931
175035,Shahpur,147,929
175437,Shahpur,147,930
174734,Shahpur Bankat,147,928
175417,Shambhu Nagar,147,930
175665,Shamsapur,147,931
175339,Shekharpur,147,930
175853,Sherapur,147,931
174956,Shishamau,147,929
175266,Shishau,147,930
175826,Shital Ganj Grint,147,931
174189,Shivgara,147,928
175121,Shivgarh,147,929
175969,Shivpur Samadhi,147,931
940181,Shivpurbadalkhan,147,928
174408,Shivpuria,147,928
175457,Shobhapur,147,930
174813,Shree Jot,147,929
175390,Shubhagpur,147,930
175935,Shukul Purva,147,931
174700,Shukul Purwa,147,928
174553,Sidhaw,147,928
174685,Sidhpur,147,928
175932,Sikahara,147,931
175424,Sikandarpur,147,930
174888,Sikari,147,929
175970,Sikari Bhita,147,931
175946,Sikra Tappa Kot,147,931
175216,Sindhouti,147,930
174404,Sindhwapur,147,928
175745,Singar Ghat,147,931
175061,Singariya,147,929
174826,Singh Pur,147,929
175242,Singha Bhoj,147,930
175245,Singha Chanda,147,930
175159,Singhpur,147,930
175456,Sirsa,147,930
940182,Sisaebahlolpur,147,928
175181,Sisai,147,930
174744,Sisai Bheekhpur,147,928
174233,Sisai Jangal,147,928
174821,Sisai Joga,147,929
174270,Sisai Mafi,147,928
175921,Sisai Ranipur,147,931
174758,Sisaiya,147,929
175973,Sishani,147,931
174510,Sisour Andupur,147,928
175521,Sisva,147,931
174659,Siswaria,147,928
175690,Sitarampur Grint,147,931
174748,Sohans,147,928
175810,Sohila,147,931
175851,Sohili,147,931
174670,Sohli,147,928
175315,Sohna,147,930
175258,Sojhiya,147,930
175246,Son Barsa,147,930
174653,Son Bharia,147,928
174933,Sonahara,147,929
174447,Sonapar,147,928
175877,Sonawa,147,931
174509,Sonbarsa,147,928
175925,Sonbarsa,147,931
175588,Sonhas,147,931
175190,Sonoli Mohammadpur,147,930
174232,Sonria,147,928
174874,Sonwar,147,929
174612,Sony Harlal,147,928
174574,Sony Kapoor,147,928
175540,Sorihava,147,931
174179,Sothawa,147,928
175507,Sothia,147,931
175694,Sotia,147,931
175423,Sotiya,147,930
174385,Sri Nager,147,928
175077,Subhagpur,147,929
174473,Subhagpur,147,928
175801,Sukrauli,147,931
174638,Sultan Jot,147,928
174900,Sumerpur,147,929
175638,Sumerpur,147,931
175421,Surjapur,147,930
940202,Survar Bujurg,147,931
175828,Surwar Buzurg,147,931
175260,Susela,147,930
174228,Susgawan,147,928
175085,Susunda,147,929
174844,Taiyyab Pur,147,929
174594,Tajpur,147,928
175773,Takia Kurvan,147,931
175265,Taktona,147,930
175779,Takulhawa,147,931
940203,Tala Ganj Grant,147,931
175559,Tamapar,147,931
175739,Tanbepur,147,931
175895,Tanbepur,147,931
175207,Taradeeh,147,930
174997,Tarahata,147,929
175780,Taraini,147,931
174652,Targaon,147,928
174460,Tari Parsuian,147,928
174753,Tedhi,147,929
175897,Teeker,147,931
174312,Teer Manorma,147,928
174373,Teja Jot,147,928
175841,Tejpur,147,931
175186,Telaha,147,930
174264,Telia Kot,147,928
174472,Teliya Upadhayay,147,928
174341,Telyani Kanoongo,147,928
174290,Telyani Pathak,147,928
174526,Tendua Bhagat,147,928
174212,Tendua Chokhria,147,928
175515,Tenduva Kalan,147,931
175857,Tenduva Ranipur,147,931
174708,Tenduwa Mohni,147,928
174292,Tendwa Gulam,147,928
175620,Teneuwa Amad Nawab Ganj,147,931
175037,Tenganaha,147,929
175015,Teri,147,929
175140,Thadakki Patti,147,930
174450,Thadvaria,147,928
175071,Thakurapur,147,929
175074,Thathiya Mathiya,147,929
174535,Thhourhans,147,928
175415,Tikari,147,930
174867,Tikauli,147,929
174856,Tikawar Khas,147,929
175350,Tikhariya,147,930
174497,Tikria,147,928
174815,Tilka,147,929
175727,Tilkhoria,147,931
175951,Tilma,147,931
174677,Tirlokpur,147,928
940204,Tirukhabujurg,147,931
175862,Tirwa Deeh,147,931
174726,Tribhuwan Nagar Grint,147,928
175079,Tulsipur,147,929
175543,Tulsipur,147,931
174494,Tulsipur Kondri,147,928
175469,Tulsipur Majha,147,930
175796,Turka Deeha,147,931
175509,Turka Deeha,147,931
174488,Turkadeeha,147,928
175659,Turkailee,147,931
175974,Turki Deeh,147,931
175320,Turkideeh,147,930
175449,Turkouli,147,930
174486,Turkoulia,147,928
175064,Tyorasi,147,929
175325,Udaipur Grint,147,930
174763,Udila,147,929
174999,Udiyapur,147,929
175166,Udwatpur,147,930
174623,Ujjaini Jamal,147,928
174731,Ujjani Kalan,147,928
174496,Ukra,147,928
174981,Ullaha,147,929
175883,Ullaha,147,931
175197,Umari Bdgamganj,147,930
174878,Umariya,147,929
175482,Umariya,147,930
174598,Ummed Jot,147,928
174277,Umra,147,928
175528,Uppadhaypur Grint,147,931
174778,Urdi Gonda,147,929
175822,Uska,147,931
174282,Usraina,147,928
175063,Utraula,147,929
940183,Vakthorwa,147,928
175173,Varsara,147,930
175024,Vedpur,147,929
175313,Velbhariya,147,930
175324,Veliya,147,930
175891,Vetwa,147,931
175293,Veuda Majha,147,930
175292,Veuda Uparhar,147,930
175505,Vidya Nagar,147,931
174358,Vijay Garhwa,147,928
174558,Vimmour,147,928
175487,Virahimpur,147,930
175319,Virahmatpur,147,930
175596,Virepur,147,931
175542,Virpur,147,931
174604,Vishnaga,147,928
175832,Vishnoharpur,147,931
175593,Vishunour,147,931
174894,Vishunpur,147,929
175241,Vishunpur,147,930
174514,Vishunpur Bairia,147,928
174168,Vishunpur Belbhariya,147,928
175138,Vishunpur Kalan,147,929
175096,Vishunpur Khurd,147,929
175013,Viviyapur Gonsai,147,929
175359,Wazir Ganj,147,930
175491,Wazirabad,147,930
174771,Yahiya Chet,147,929
174974,Yakubpur,147,929
186568,1arihar Seeyer Khurdkita Kala,148,952
942258,Aambag Ramgarh,148,950
185571,Abadi Sakhani,148,950
942259,Abbu Bazar,148,950
186159,Abgeer,148,952
185392,Abhooram,148,950
187037,Abhowali,148,953
187711,Abrus,148,954
188089,Achhedih,148,954
186730,Achhi Ahawa,148,953
185230,Achiapar,148,949
186482,Adharipur,148,952
942260,Adhiyaribag,148,950
185318,Adilapar,148,949
942238,Adrauli,148,952
186330,Aema,148,952
186331,Aema Ah.,148,952
185697,Agaya,148,950
186720,Ahamadpur,148,953
185755,Ahirarulee,148,950
186523,Ahirauli,148,952
186666,Ahirauli,148,952
186445,Ahirauli,148,952
184877,Ahirauli,148,948
185930,Ahirauli,148,951
188003,Ahirauli,148,954
185426,Ahirauli,148,950
185492,Ahirauli,148,950
187163,Ahirauli Bujurg,148,953
186421,Ahirauli Buzurg,148,952
186420,Ahirauli Khurd,148,952
187161,Ahirauli Khurd,148,953
185742,Ahirauli Ptakhroli,148,950
187855,Ahirauli Tappa Ratanpur,148,954
187649,Ahirouli,148,954
187728,Ahirouli,148,954
186796,Ahirowlee,148,953
185905,Air Force Area (Ct),148,950
187234,Ajamata,148,953
185825,Ajawania,148,950
188144,Ajayapura,148,954
187925,Akabrabad,148,954
187364,Akauna Bujurg,148,953
187362,Akauna Khurd,148,953
185874,Akolahee,148,950
186590,Akolahi,148,952
186692,Akolahi,148,953
187602,Akolha,148,954
186574,Akusi,148,952
185198,Akuwapar,148,949
184947,Alagatpur,148,948
942261,Alahdapur,148,950
184935,Alamchak,148,948
186941,Alapar,148,953
187325,Alavalpur,148,953
187259,Alavalpur Tappa Nakauari,148,953
187631,Alavlpur,148,954
184932,Alenabad,148,948
185119,Algatpur,148,949
187624,Alhyarpur,148,954
184922,Aligarh,148,948
942262,Alinagar Janoobi,148,950
942263,Alinagar Sumali,148,950
186694,Alipakde,148,953
187635,Allipur,148,954
187360,Amanabad Tappa Belghat,148,953
186054,Amari,148,951
185222,Amauli,148,949
187815,Amauli Ahatmali,148,954
942247,Amauli Mutappabarhaj,148,954
186378,Amawa,148,952
187102,Amawa Kapar Pokhar,148,953
186089,Amdiha,148,951
187537,Amedawa Bujurg,148,954
185936,Amkol,148,951
186221,Ammarpur,148,952
184952,Amraha,148,948
187010,Amraina,148,953
187461,Amroha,148,954
185100,Amsar,148,949
185325,Amtaura,148,949
185615,Amwa,148,950
185535,Amwa Tappa Patra,148,950
184959,Amwa Urf Amghat,148,948
187860,Anand Garh,148,954
186373,Anandipur,148,952
185268,Anantpur,148,949
186717,Anawa,148,953
187301,Anirudhpur,148,953
184962,Ankatahawa,148,948
185912,Araji Basdila,148,951
942264,Araji Chhavni,148,950
187166,Araji Haradar Bujurg,148,953
187165,Araji Haredand Khurd,148,953
186003,Araji Jagdish Pur,148,951
186953,Araji Mahuapar,148,953
185911,Araji Mataoni,148,951
942265,Araji Paltan,148,950
187450,Araon Jagdish,148,954
187452,Araon Karan,148,954
185659,Arazi Bankat,148,950
185635,Arazi Barwa,148,950
185676,Arazi Chauri,148,950
185607,Arazi Chilbilwa,148,950
185551,Arazi Jangl Chhatra Dhari,148,950
185473,Arazi Mohmmadpur,148,950
186623,Arazi Muriayari,148,952
186463,Arazi Parpurwa,148,952
184983,Arazi Thakurapar,148,948
185785,Arazibanshi Jaiswal,148,950
186237,Arni,148,952
186506,Aryee Deeh,148,952
942266,Asakarganj,148,950
186439,Asan Pakar,148,952
185586,Asarphpur,148,950
187292,Asauji,148,953
186663,Asawanpar Ah.,148,952
186662,Asawanparmus.,148,952
186166,Asekhore,148,952
187509,Ashanand Pur,148,954
186519,Ashapar,148,952
186831,Ashapar,148,953
187545,Asik Rouja,148,954
187143,Asilbhar,148,953
186602,Asthaula,148,952
185613,Ataraulia,148,950
187976,Atauli,148,954
186630,Atayar,148,952
187664,Athsaiya,148,954
187201,Atisa,148,953
186535,Atkariya,148,952
186863,Atra Singaree,148,953
186195,Atrauli,148,952
187780,Atraura,148,954
186739,Atrowra,148,953
186959,Auji,148,953
185804,Aura Tari,148,950
187214,Auraroop,148,953
187738,Avasthi,148,954
188019,Avradih,148,954
187663,Avrakol,148,954
185965,Awadha Pur,148,951
186053,Awagir,148,951
185452,Awaiepaker,148,950
185966,Ayodhya Chak,148,951
185413,Azizullah Urf Chakia,148,950
186922,Babhan Bhainsa,148,953
187936,Babhan Pura,148,954
186788,Babhana,148,953
186621,Babhanauli,148,952
187395,Babhanauli (Tappa Belghat),148,953
187141,Babhanpur,148,953
187286,Babhanpura (Tappa Usari),148,953
187969,Babhnauli,148,954
185861,Babhnee,148,950
188033,Bachhepar,148,954
186199,Badaban,148,952
186080,Badahara,148,951
186737,Badara,148,953
186949,Badara (Tappa Bankata),148,953
186245,Badauli,148,952
187028,Badhaipurwa,148,953
187243,Badhyadadh (Tappa Belghat),148,953
186554,Badihari,148,952
187146,Badihari,148,953
184934,Badshahpur,148,948
184835,Badua,148,948
188021,Badya Tikur,148,954
184967,Bagahi Bhari,148,948
186010,Bagani,148,951
186875,Bagewah,148,953
188139,Bagha,148,954
187924,Bagha Gara,148,954
185745,Bagha Gara,148,950
187425,Bagha Kund,148,953
186909,Baghaila (Tappa Mahsin),148,953
187246,Baghaila Tappa Belghat,148,953
185950,Baghar,148,951
187361,Baghar,148,953
185472,Baghari,148,950
186934,Baghaura,148,953
185388,Baghaura,148,949
187042,Baghayur,148,953
187525,Baghi,148,954
187647,Baghi,148,954
186549,Baghmaua,148,952
185093,Baghnagar Golhia,148,949
186169,Baghrayee,148,952
187856,Baghuaiya,148,954
185819,Bagranee,148,950
187851,Bahadurabad,148,954
185309,Bahadurpur,148,949
187355,Bahadurpur Bujurg,148,953
187333,Bahadurpur Khurd,148,953
188081,Bahasua,148,954
184898,Bahboliya,148,948
186187,Bahi Dari,148,952
185196,Bahilpar,148,949
186181,Bahorwa,148,952
187812,Bahpur,148,954
185502,Bahrampur(Part),148,950
186911,Bahuripar Bujurga,148,953
186907,Bahuripar Khurd,148,953
187469,Bahwalia Bujurg,148,954
186449,Baidauli,148,952
187877,Baidauli,148,954
185293,Baidauli,148,949
186151,Baidauli Baboo,148,952
186190,Baidauli Mohan,148,952
186186,Baidauli Paltan Singh,148,952
187160,Baidhpurva,148,953
185290,Baijalpur,148,949
184938,Baijanathpur,148,948
187035,Baijantha,148,953
185520,Baijnathpur,148,950
186107,Baiju Diha,148,951
185929,Baikunth Pur,148,951
185618,Bailo,148,950
185023,Bairghata,148,948
188072,Bairia Khas,148,954
188061,Bairiyadih,148,954
186052,Bairwa,148,951
187540,Bairwa Kaji,148,954
942248,Baisukhiya Bujurg Ahtamal,148,954
184951,Bajaha,148,948
185611,Bajaha,148,950
184950,Bajahee,148,948
186058,Bak Sunri,148,951
185582,Bakharaijee,148,950
184833,Bakharia,148,948
942267,Bakshipur,148,950
186726,Bakuchi,148,953
186200,Bakulaha,148,952
186701,Bakulahi,148,953
187886,Bakunthpur,148,954
185992,Bal Bujurg,148,951
185987,Bal Khurd,148,951
187358,Bala Chak,148,953
185521,Balapar,148,950
186290,Baliya,148,952
187024,Ballochak,148,953
188143,Balthar,148,954
184855,Balua,148,948
185427,Balua,148,950
187127,Balua,148,953
187247,Balua Bhawani Baksasingh,148,953
186458,Balua Buzurg,148,952
186461,Balua Khurd,148,952
187145,Balua Urf Balusar,148,953
186211,Balua Urf Gopalpur,148,952
185794,Balue Gara,148,950
185169,Baluwa Manjhriamaphi,148,949
184972,Ban,148,948
187955,Banakat,148,954
187678,Banarahi,148,954
185673,Banarhi,148,950
185183,Banauli,148,949
185326,Banaura,148,949
184907,Banbhagalpur,148,948
185626,Banchara,148,950
185053,Bandhua Urf Baurdiha,148,949
186407,Bandhwa,148,952
184841,Bandoh,148,948
187591,Banduari Pathak,148,954
187592,Banduari Surajbhan,148,954
187205,Banduwari,148,953
185540,Bangai,148,950
185078,Banganwa Tappa Aurangabad,148,949
185228,Banganwa Tappa Bharsar,148,949
186785,Bangla Panday,148,953
185184,Banglakhore,148,949
186747,Banhaita,148,953
185089,Banhaita,148,949
187995,Banhaiti,148,954
186479,Baniyapar,148,952
186869,Baniyapar,148,953
184849,Banjarha,148,948
187958,Banjarha,148,954
185439,Banjarha,148,950
187139,Banjariya,148,953
187534,Bankat,148,954
187420,Bankat,148,953
187794,Bankata,148,954
185314,Bankata,148,949
187642,Bankati,148,954
187151,Bankati Bujurg,148,953
942268,Bankati Chak,148,950
187150,Bankati Khurd,148,953
186417,Bankati Tappa Gagaha,148,952
186531,Bankati Tappa Rampurkotha,148,952
185185,Bankatia,148,949
185646,Bankatia Buzurg,148,950
185656,Bankatia Khurd,148,950
185552,Bankatia Urf Itahia,148,950
184887,Bankta,148,948
185186,Banohia,148,949
186503,Banpurwa,148,952
186547,Bans Gagaha,148,952
186435,Bansipar,148,952
187322,Bansipur Urf Kachha,148,953
186406,Banspar,148,952
186724,Banspar,148,953
185329,Banspar,148,949
185423,Bantikula,148,950
187660,Banvarpar,148,954
187064,Bar Parwa,148,953
187903,Barago,148,954
185073,Barahaduha,148,949
186703,Barahara,148,953
187972,Barahata,148,954
185357,Barahua,148,949
185719,Baraiepur,148,950
187911,Baraila,148,954
186620,Baraini,148,952
184895,Baraipar,148,948
187904,Baraipar,148,954
187510,Baraipar,148,954
187841,Baraipar,148,954
185443,Baraipar,148,950
187013,Baraipar,148,953
185195,Baraipar,148,949
186297,Baraipar No. 44,148,952
186318,Baraipar No.48,148,952
185197,Baraipar Tetaria,148,949
187657,Baraipardube,148,954
187658,Baraiparramrup,148,954
187758,Baraipur Urf Parauli,148,954
187666,Baranagar,148,954
186942,Barani,148,953
185878,Barasit,148,950
185554,Barauli,148,950
187290,Barauli,148,953
185276,Barauli,148,949
185363,Baraur,148,949
187928,Barawal Digar,148,954
185378,Bardar,148,949
186474,Bardeeha,148,952
186198,Bardeeha,148,952
185654,Bardeeha Urf Rauza,148,950
188140,Bardiha,148,954
186893,Baree,148,953
187074,Baree Pur,148,953
186851,Bareebandari,148,953
187715,Barepar,148,954
184916,Bargadhi,148,948
942269,Bargadva Tappa Kasba,148,950
185999,Bargadwa,148,951
186811,Bargadwa,148,953
185350,Bargahan,148,949
185176,Bargo,148,949
185903,Bargo (Ct),148,950
186274,Barha Buzurg,148,952
187821,Barhaj Ahatamali,148,954
187724,Barhajpar,148,954
942249,Barhalganj Ah.,148,954
184986,Barhatha,148,948
185012,Barhaya,148,948
188006,Barhaya Dube,148,954
184954,Barhayaa,148,948
185975,Barhi,148,951
186001,Barhi,148,951
185401,Barhni,148,950
185162,Barhni,148,949
185034,Barhpati,148,948
185460,Barhra N0.2,148,950
185461,Barhra No.1,148,950
187597,Barhya Bujurg,148,954
187599,Barhya Khurd,148,954
187223,Bari Gonva,148,953
187803,Bari Tarya,148,954
187937,Baria,148,952
187116,Baria,148,953
187872,Bariar,148,954
185456,Bariarpur,148,950
186319,Barideeha,148,952
188024,Baridiha,148,954
186363,Barigaon,148,952
185097,Barna Tikar,148,949
187840,Barpar,148,954
187241,Barpar,148,953
186822,Barpar Bargah,148,953
186217,Barpar Pandey,148,952
187588,Barparmafi,148,954
187270,Barparwa Babu Mushtakil,148,953
187432,Barparya Kaji,148,953
186131,Barpurwa,148,952
185726,Barsaini,148,950
185297,Barsiha,148,949
185674,Baruali,148,950
186865,Baruka Garh,148,953
187539,Barwa Khatun,148,954
187907,Barwal Eswari Prasad,148,954
185387,Barwal Mafi,148,949
187906,Barwal Shankar Prasa,148,954
185352,Barwar Bujurg,148,949
185353,Barwar Khurd,148,949
186794,Baryabhar Urf Nakaha,148,953
187431,Basahi Mushtakil,148,953
185955,Basahia,148,951
184906,Basantpur,148,948
187679,Basantpur,148,954
187256,Basantpur,148,953
185375,Basantpur,148,949
942270,Basantpur Khas,148,950
942271,Basantpur Mutnaja,148,950
942272,Basaratpur,148,950
186229,Basauli Buzurg,148,952
186225,Basauli Khurd,148,952
188036,Basawanpur,148,954
186858,Basdeela,148,953
185727,Basdeela Rausar,148,950
187563,Basdevpur,148,954
185959,Basdila,148,951
187015,Basdila,148,953
185241,Basia,148,949
186818,Basiyakhor,148,953
185701,Basntpur,148,950
186436,Basoodeeha,148,952
186548,Baspurwa,148,952
187494,Bastia Mhamud,148,954
187493,Bastia Mugal,148,954
187480,Bastia Ramcharan,148,954
187481,Bastia Yakub,148,954
186764,Bastiya,148,953
186375,Bastoo Par,148,952
185331,Basudha,148,949
186009,Basuhi,148,951
188011,Basukhia Bujurg,148,954
188010,Basukhia Khurd,148,954
187580,Bath Bujurg,148,954
187585,Bath Khurd,148,954
187443,Bathua Bujurg,148,954
186597,Baupar,148,952
185438,Baur Deeh,148,950
186040,Bauthha,148,951
185172,Bawandra,148,949
185764,Baywaharia,148,950
187968,Bedauli,148,954
942273,Begpur Urf Miyabazar,148,950
188029,Beili,148,954
187418,Beili Khurd Mustakil,148,953
187428,Beili Kund,148,953
186776,Bel Bhadara Chak,148,953
186513,Bela,148,952
185708,Bela,148,950
187330,Bela,148,953
186335,Bela Ah.,148,952
186685,Bela Bhar,148,953
187088,Bela Bujurg,148,953
187090,Bela Khurd,148,953
186334,Bela Mus.,148,952
185471,Bela Tappa Kevtali,148,950
186631,Beladar,148,952
187888,Belahi,148,954
184851,Belama,148,948
187767,Belana Par,148,954
187434,Belao Khurd Mushtakil,148,953
187898,Belapar,148,954
187496,Belaspur,148,954
185109,Belaura,148,949
186595,Belavir Bhan,148,952
188040,Belawa Dakhili,148,954
188125,Belawa Turant Singh,148,954
187926,Belbara,148,954
186847,Beldar,148,953
187110,Beldaripur,148,953
187087,Beldaripur,148,953
185826,Belghat,148,950
187339,Belghat,148,953
184993,Belghat Buzurg,148,948
185420,Belghat Khurd,148,950
185243,Belhar,148,949
186076,Belhi,148,951
186349,Belipar,148,952
186607,Belkur,148,952
187863,Belpar,148,954
187072,Belpar,148,953
185465,Belpar Urf Guroo Nagar,148,950
187651,Belparpathk,148,954
187517,Belsar,148,954
187965,Belsari,148,954
187125,Belsari Bujurg,148,953
187126,Belsari Khurd,148,953
186943,Beludiha,148,953
185932,Belva Bujurg,148,951
187188,Belvadari,148,953
187299,Belvatilakram,148,953
186109,Belwa,148,951
187369,Belwa Dari,148,953
185339,Belwa Dari,148,949
188124,Belwa Gulab Singh,148,954
185917,Belwa Khurd,148,951
185553,Belwa Raipur,148,950
186424,Belwa Sahay,148,952
186984,Beni,148,953
186096,Benijot Khadahra,148,951
187310,Benipur Urf Bishunpur,148,953
186320,Benuateekar,148,952
186194,Benwapar,148,952
188054,Besahani,148,954
187137,Besahani,148,953
