village_code,village_name,district_code,tehsil_code
191719,Jagarhatha,137,963
191643,Jagarnath Chhapra,137,963
190607,Jagat Semrauna,137,960
191851,Jagdishpur,137,963
189959,Jagdishpur,137,959
190580,Jagdishpur,137,960
190866,Jaipara,137,961
190019,Jaisauli,137,959
190131,Jait Patti,137,959
191763,Jaitpura,137,963
189926,Jaitpura,137,959
191074,Jalouli,137,961
190083,Jaluwa,137,959
191456,Jamalpur,137,962
191589,Jamasara,137,962
190650,Jamira,137,960
191076,Jamua,137,961
191229,Jamua,137,962
191284,Jamua,137,962
191019,Jamuamath,137,961
191230,Jamui,137,962
189940,Jamuna,137,959
191504,Jamuna,137,962
190978,Jamuna Chhapar,137,961
190087,Jamuni,137,959
190730,Jangal Makohiya,137,960
191884,Janjirha,137,963
190947,Jarar Manik,137,961
190946,Jarar Raman,137,961
191672,Jaspar,137,963
191689,Jasui,137,963
191887,Jatwalia,137,963
191707,Jawadih,137,963
190039,Jigani,137,959
191343,Jigani Bagh,137,962
189978,Jigani Musahib Khan,137,959
190990,Jigani Sonhouli,137,961
190213,Jiganibhar,137,959
190003,Jiganiraja,137,959
191153,Jigna Mishra,137,962
191624,Jigni,137,963
191151,Jigni Diksit,137,962
191637,Jiraso,137,963
191129,Jiraso,137,962
191457,Jiraso,137,962
190675,Jogam,137,960
191409,Jogapur,137,962
191355,Jogapur Maphy,137,962
191693,Jogaur,137,963
190923,Jogdiha,137,961
190682,Jogia,137,960
191584,Jogia,137,962
190515,Jogia Buzurg,137,960
190584,Jogia Khurd,137,960
190924,Jogiya,137,961
190713,Jokaha Khas,137,960
190623,Jot Belaura,137,960
190668,Jot Darhi,137,960
190722,Jot Khajuhan,137,960
190721,Jot Kushawa,137,960
190540,Jotbankat Doodh Nath,137,960
190699,Jungle Aktaha,137,960
190536,Jungle Araji Amauni,137,960
190505,Jungle Bhusaul,137,960
189958,Jungle Dhatura Banki,137,959
190538,Jungle Domardila,137,960
190727,Jungle Imiliha,137,960
190535,Jungle Jafrabad,137,960
190731,Jungle Japti,137,960
190533,Jungle Khorma,137,960
190673,Jungle Kitasen,137,960
190700,Jungle La Chhapauli,137,960
190526,Jungle Lalpur,137,960
190728,Jungle Mahiganj,137,960
190701,Jungle Pipra,137,960
189965,Jungle Sahjauli,137,959
190711,Jungle Taraini,137,960
190341,Jungle Thakurahi,137,959
190037,Junglebelwa,137,959
190180,Kabilasawa,137,959
190209,Kabilasawa Khurd,137,959
190762,Kadhra Ausan,137,960
191037,Kahanv,137,961
191714,Kailani,137,963
191401,Kairouta,137,962
942018,Kaithauli,137,959
190064,Kaithawalia,137,961
191163,Kaithouli Urf Bhatouli,137,962
190618,Kaithwalia,137,960
191512,Kakarouli,137,962
189840,Kakawal,137,959
189856,Kalaban,137,959
191923,Kalyan Narhia,137,963
191200,Kamaria,137,962
190253,Kamdhenwa,137,959
191174,Kamhriya,137,962
190662,Kamupur,137,960
190090,Kanakpura,137,959
190244,Kanchanpur,137,959
190597,Kanhai Chak,137,960
189878,Kanhauli,137,959
190750,Kanhauli,137,960
190531,Kanhauli Awal,137,960
190532,Kanhauli Doyam,137,960
190529,Kanhauli Khas,137,960
190148,Kanthi Patti,137,959
191038,Kaolani,137,961
190855,Kaparwar,137,961
191416,Kapuri,137,962
191414,Kapuripar,137,962
191064,Kapurwa,137,961
190494,Karahkol,137,960
189872,Karaj,137,959
190840,Karajaha,137,961
190255,Karamaha,137,959
190935,Karamtar Ganga,137,961
190945,Karamtar Serkhan,137,961
190591,Karanpura,137,960
190257,Karanpururf Pacafera,137,959
190919,Karaundi,137,961
191848,Karaundi,137,963
190448,Karaundi,137,959
189886,Karaundi,137,959
190488,Karaundi,137,959
190642,Karaundi,137,960
190549,Karauta,137,960
190814,Karayal Sukla,137,961
190822,Karayal Upadhyay,137,961
191596,Karcho,137,962
191002,Kardoundi,137,961
191899,Karekar,137,963
191681,Karhi Bhuvan,137,963
191679,Karhi Pandey,137,963
190697,Karihava,137,960
191474,Karjaha,137,962
189892,Karjahan,137,959
189804,Karjahi,137,959
191789,Karjania,137,963
189864,Karkathi,137,959
189794,Karmaha,137,959
189855,Karmajit Pur,137,959
190688,Karmel,137,960
190726,Karmel Banrahi,137,960
191075,Karmi Juned,137,961
191068,Karmi Salah,137,961
191779,Karmua,137,963
190845,Karohia,137,961
191671,Karounda,137,963
191667,Karoundi,137,963
191812,Karsarwa Buzurg,137,963
191813,Karsarwa Khurd,137,963
190940,Karuana,137,961
191334,Kasba Bag,137,962
191336,Kasba Salempur,137,962
190517,Kashipur,137,960
191009,Kasli,137,961
190686,Katai,137,960
190382,Katarari,137,959
191766,Katghara,137,963
190391,Kathinhia,137,959
191029,Katiyari,137,961
190784,Katiyari,137,960
191784,Katoura,137,963
189829,Kattaura,137,959
191834,Katvara Hardo,137,963
190048,Kaula Chhapar,137,959
190168,Kaula Mundera,137,959
190108,Kaulachak,137,959
191341,Kauria Jairam,137,962
191339,Kauria Kazi,137,962
191591,Kausar,137,962
190576,Kawal Keshao,137,960
191662,Kehunia,137,963
190632,Keotalia,137,960
190224,Kesharpur,137,959
189843,Keshobari,137,959
942034,Kewra,137,962
190057,Khagi Tola,137,959
189841,Khaira Banua,137,959
191635,Khairat,137,963
190121,Khairat,137,959
189802,Khairatia,137,959
191349,Khaje Gadhwa,137,962
191110,Khajuri,137,962
190892,Khajuri Bhat,137,961
191103,Khajuri Karouta,137,962
190781,Khajuri Tiwari,137,960
190321,Khajuria,137,959
191733,Khajuridih,137,963
191258,Khakhari,137,962
191666,Khampar,137,963
191557,Kharadaha Nilkanth,137,962
191419,Kharagpur,137,962
191550,Kharaka Narsingh,137,962
191552,Khardha Ghansyam,137,962
191747,Khardhwa Thakur,137,963
190807,Kharesar,137,961
191755,Kharesar,137,963
191724,Kharhari,137,963
189911,Kharich,137,959
191775,Kharidih,137,963
191500,Kharkatula,137,962
191746,Kharohwa Dubey,137,963
191787,Kharwania,137,963
191582,Kharwania,137,962
191886,Kharwari,137,963
191875,Khem Chhapra,137,963
191593,Khemadei,137,962
189905,Khiraha,137,959
190842,Khiria,137,961
191620,Khiria,137,963
190805,Khiriya,137,961
190948,Khirsa Khar,137,961
191097,Khirsar,137,962
191087,Khkhundu,137,962
190741,Khokharbar,137,960
190497,Khopa,137,960
190847,Khora,137,961
191881,Khorabar,137,963
190530,Khoram Khas,137,960
190336,Khoraram,137,959
190824,Khori,137,961
191143,Khori Bari,137,962
190249,Khrechhapar,137,959
191629,Khudhan,137,963
190796,Khudia Khurd,137,961
190951,Khudia Pathak,137,961
190795,Khudiya Buzurg,137,961
190952,Khudiya Mishra,137,961
191297,Khurdhar Khor,137,962
191232,Khurhuri Chak,137,962
191938,Khurwasia Dipan,137,963
191933,Khurwasia Uttar,137,963
191716,Khutaila,137,963
191928,Kishori Chhapar,137,963
190298,Kishunpali,137,959
191483,Kishunpura,137,962
191240,Kisun Mahuawa,137,962
190559,Kodar,137,960
191236,Kodara Chintamani,137,962
191234,Kodara Sri Ram,137,962
191740,Kodra,137,963
191294,Kodra Dirgah,137,962
191298,Kodra Harischandra,137,962
191220,Kodra Parsadi,137,962
191233,Kodra Thakur,137,962
190542,Kodri,137,960
190145,Koeri Patti,137,959
190215,Koeri Patti,137,959
191559,Kohara,137,962
942019,Koilasawa,137,959
190732,Koilgarha,137,960
191201,Kola,137,962
191056,Kolhua,137,961
191222,Kolhua,137,962
190788,Kolhuwa,137,961
190386,Kolhuwa,137,959
190065,Konhawalia Baburai,137,959
190066,Konhawalia Bharthrai,137,959
190247,Konhwalia,137,959
942035,Korra Thakur,137,962
190785,Korya,137,960
191800,Korya Katiharia,137,963
190883,Kotawa,137,961
190207,Kotawa,137,959
191869,Kotha,137,963
191756,Kothilwa,137,963
189859,Kotwa,137,959
190251,Kotwa,137,959
189977,Kotwa,137,959
190647,Kotwa,137,960
942020,Koyar Patti,137,959
190636,Kritpura,137,960
191674,Kuberua,137,963
190163,Kuchaya,137,959
190949,Kuichawar,137,961
191730,Kuichawar,137,963
191498,Kuichwar,137,962
190828,Kuin Chavar,137,961
190909,Kuiyan,137,961
191645,Kukur Ghati,137,963
190638,Kukuriha,137,960
191890,Kuldya,137,963
191897,Kumha Chak,137,963
190825,Kund Mahal Urf Dhanya,137,961
191478,Kundouli,137,962
190524,Kuraiti,137,960
191447,Kurawal Hari,137,962
191448,Kurawal Tara,137,962
190142,Kurmi Patti,137,959
191868,Kurmouli Urf Baksigaon,137,963
191621,Kurmouta Dhuri,137,963
190416,Kurthia Badhia,137,959
190182,Kurthiya,137,959
190303,Kushari,137,959
190291,Kusmaha Urf Belwa,137,959
190481,Kusmauni,137,959
190833,Kusumha,137,961
190738,Kusumha,137,960
191920,Kutia Bhat,137,963
191927,Kutia Janki,137,963
189815,Kuwar Bakhara,137,959
191829,Lachhuman Chak,137,963
191641,Lachhuman Chak,137,963
190314,Lagra,137,959
190852,Laha Chhua,137,961
190356,Lahilpar Khas,137,959
190357,Lahilpar Urf Ratanpur,137,959
189935,Lakhan Chand,137,959
190993,Lakhana,137,961
190614,Lakhanpur,137,960
191721,Lakhna Urf Domdih,137,963
191720,Lakhopar,137,963
190286,Lakshmipur,137,959
191625,Lal Chak,137,963
191951,Lal Chhapar,137,963
191317,Lal Sahia,137,962
190499,Lalpur Parsia,137,960
190779,Langra,137,960
942036,Lar,137,962
190834,Lavakni Basu,137,961
190832,Lavakni Ishwar,137,961
190678,Lavkani,137,960
190872,Lawarchhi,137,961
190856,Laxmipur,137,961
191613,Laxmipur,137,963
189885,Laxmipur,137,959
190691,Laxmipur,137,960
191141,Laxmipur,137,962
190611,Laxmipur Kolia,137,960
190496,Leelapur Bhaisahi,137,960
190672,Lehara,137,960
190437,Lohara,137,959
191486,Loharapar,137,962
190189,Loharauli,137,959
191352,Lohra Babhanouli,137,962
190835,Lovekani Ganga,137,961
190698,Luathahi,137,960
190141,Machhaila,137,959
190680,Madaina,137,960
191804,Madan Chak,137,963
191644,Madan Chak,137,963
191743,Madan Chak,137,963
191239,Madan Mahuawa,137,962
190664,Madanpur,137,960
189994,Madapa,137,959
190236,Madarapali,137,959
190227,Madarapali Bulaki,137,959
189819,Madarsan,137,959
190561,Madhaura,137,960
191647,Madho Chhapra,137,963
191682,Madhopur,137,963
190260,Madhopur,137,959
190492,Madhopur,137,959
191519,Madhopur,137,962
190606,Madhopur Sihor Chak,137,960
191469,Madhuri,137,962
191268,Madhwapur,137,962
191315,Madpatti,137,962
190049,Madrapali Bharthrai,137,959
190703,Mafi Chhapauli,137,960
191259,Magahara,137,962
191195,Magarichi,137,962
191585,Maghara,137,962
191115,Maghhagawan,137,962
191111,Magraich,137,962
190641,Mahadahan,137,960
191648,Mahadnadi Khanua,137,963
191780,Mahaichpar,137,963
191642,Mahal Awagirchak,137,963
191538,Mahal Garhwa,137,962
191592,Mahal Manjharia,137,962
191840,Mahal Nadi Chharhi,137,963
191534,Mahal Parasi,137,962
191323,Mahalnadi Gandak,137,962
191849,Mahannadi Syahi,137,963
191187,Mahanpur Buzurg,137,962
191264,Mahanpur Urf Pakri,137,962
191082,Maharaj Pur,137,962
190710,Maharajganj,137,960
190379,Maharajpur,137,959
191283,Maharha Bagh,137,962
190831,Mahen Babu,137,961
190522,Maheshpur,137,960
191527,Maheshpur,137,962
190081,Mahuaari,137,959
191018,Mahuabari,137,961
189898,Mahuadih,137,959
190074,Mahuapatan,137,959
190308,Mahuapatan,137,959
190146,Mahuari,137,959
190076,Mahuawa,137,959
189891,Mahuawa,137,959
189964,Mahuawa,137,959
191241,Mahuawa Pandey,137,962
190067,Mahuawan Bajaratar,137,959
189983,Mahui,137,959
190489,Mahui,137,959
191202,Mahui Pandey,137,962
190991,Mahui Sangram,137,961
190984,Mahui Srikant,137,961
191786,Mahuja,137,963
191140,Mahurao,137,962
190181,Mahuwawa Buzurg,137,959
190174,Mahuwawa Khurd,137,959
190024,Mahwa,137,959
191061,Mail Bazar,137,961
191059,Mailoutha Bangar,137,961
190585,Majha Bhimsen,137,960
190588,Majha Jagat,137,960
190554,Majha Narain,137,960
190557,Majha Narain Ahatmali,137,960
191575,Majha Walia,137,962
190398,Majhaganwa,137,959
190608,Majhauli,137,960
191161,Majhauli,137,962
190122,Majhauwan,137,959
190452,Majhawalia,137,959
191510,Majhawalia,137,962
191215,Majhawalia,137,962
191366,Majhawalia Tengar,137,962
191256,Majhouha,137,962
190938,Majhouva,137,961
190670,Majhwa,137,960
190633,Majhwa,137,960
191357,Majhwalia,137,962
191556,Majirio,137,962
191579,Mal Dharhara,137,962
191742,Malahchak,137,963
190616,Malahpurwa,137,960
190160,Malghotbiraicha,137,959
191638,Malhana,137,963
191639,Malhani,137,963
191609,Malichhapar,137,963
191883,Malinapur,137,963
191375,Malipur,137,962
190383,Malkauli,137,959
191393,Malkauli,137,962
190656,Malpatti,137,960
190144,Malsil Khas,137,959
190208,Malwawar,137,959
191597,Manakpur,137,962
190094,Mandaria,137,959
191673,Mandipur,137,963
190507,Mangacoder,137,960
190234,Manghria,137,959
191246,Manihari,137,962
190652,Maniharpar,137,960
190318,Manikpur Urf Nagbhar,137,959
191783,Manjharia,137,963
190302,Manjharia Urf Jolahpurwa,137,959
191382,Mankarpur,137,962
190999,Manu Barva,137,961
190981,Marhawa,137,961
190472,Maripar Khurd,137,959
190471,Mariparbuzurg,137,959
190077,Markandey,137,959
190967,Markara,137,961
191745,Maropakar,137,963
191412,Maropar,137,962
190912,Marvatiya Upadhyay,137,961
190791,Marwatia Chak,137,961
190737,Marwatiya Raja,137,960
190889,Maswasiya,137,961
190205,Maszidiya,137,959
191509,Math Amouna,137,962
189995,Math Bhagwam,137,959
191918,Math Boulia,137,963
191601,Math Danur,137,963
191797,Math Devgiri,137,963
191771,Matha Damodar,137,963
191104,Matha Kesavram,137,962
191402,Mathapar,137,962
191907,Mathia,137,963
189801,Mathia,137,959
190283,Mathia,137,959
190052,Mathia,137,959
190361,Mathia,137,959
191564,Mathia,137,962
191261,Mathia,137,962
191431,Mathia,137,962
191683,Mathia Chak,137,963
189865,Mathia Mafi,137,959
190102,Mathia Mahabal,137,959
190080,Mathia Rati,137,959
190657,Mathia Tiwari,137,960
191578,Mathila Hil,137,962
191574,Mathila Majhawalia,137,962
191577,Mathila Upadhyay,137,962
190595,Mathiya Mafi,137,960
190563,Mathiya Pandey,137,960
189850,Mathpal Jati,137,959
189842,Mathpalgir,137,959
190447,Mathtodar Gir,137,959
190415,Mathtoder Gir,137,959
190252,Mathura Chhapar,137,959
191243,Matiara,137,962
191530,Matiara Jagadish,137,962
191659,Mayapur,137,963
191615,Mayapur,137,963
191211,Mazuri Buzurg,137,962
191210,Mazuri Khurd,137,962
190729,Medanapur Urf Bilaspur,137,960
190129,Medi Patti,137,959
190137,Mehaharhungpur,137,959
191549,Meharouna,137,962
191632,Meharour,137,963
189973,Mehra,137,959
190319,Mehrauna,137,959
191691,Mehrouna,137,963
190863,Mirjapur,137,961
191160,Mishrouli,137,962
191149,Mishrouli,137,962
191150,Mishrouli Diksit,137,962
191668,Miskar Chak,137,963
191880,Misouli,137,963
190927,Misrauli Urf Tarauli,137,961
190709,Misraulia,137,960
191843,Misrouli,137,963
191228,Misrouli,137,962
191413,Misrouli,137,962
190931,Misrouli Urf Sondiha,137,961
191316,Mochia,137,962
190062,Mogalpura,137,959
189832,Mohan Math,137,959
190231,Mohan Mundera,137,959
190395,Mohanidei,137,959
190868,Mohawn,137,961
190787,Mohra,137,961
190126,Motipur,137,959
191633,Motipur Bhual,137,963
191631,Motipur Tikait,137,963
191050,Mouna Garhwa,137,961
191562,Mugarouli,137,962
190310,Mujahana Ghat,137,959
190468,Mujahna Urf Bhat Purwa,137,959
190313,Mujhahn Lala,137,959
191835,Mukundpur,137,963
189951,Mukundpur,137,959
190384,Mukundpur,137,959
189884,Mukundpur,137,959
190744,Mulki,137,960
190342,Mundadih,137,959
190926,Mundera,137,961
190412,Mundera,137,959
189796,Mundera,137,959
189913,Mundera,137,959
190197,Mundera,137,959
190008,Mundera,137,959
190070,Mundera,137,959
190237,Mundera,137,959
190280,Mundera,137,959
190268,Mundera,137,959
189928,Mundera,137,959
190590,Mundera,137,960
191479,Mundera,137,962
190427,Mundera Buzurg,137,959
189979,Mundera Chand,137,959
190435,Mundera Khurd,137,959
190002,Mundera Urf Baluahi,137,959
190158,Munderajagdish,137,959
191879,Mundwar,137,963
190004,Munedra Urf Devrawa,137,959
191480,Murar Bari,137,962
190147,Murar Chhapar,137,959
191449,Murar Madhaw,137,962
191458,Muraso,137,962
190666,Murli Ganiyari,137,960
191182,Musaila Buzurg,137,962
191180,Musaila Khurd,137,962
190051,Mushari,137,959
191379,Nad Ghat,137,962
190430,Nadauli,137,959
191330,Nadawar,137,962
191595,Nadouli,137,962
191328,Nadouli,137,962
190878,Nadua,137,961
191320,Nagawa,137,962
191525,Nagawa,137,962
189863,Nagrauli,137,959
190751,Nagwa,137,960
190586,Nagwa Khas,137,960
190771,Nai Khas,137,960
191943,Nainha,137,963
191494,Naini,137,962
190811,Naipur,137,961
190712,Nakatapar,137,960
190920,Nakdah Fulwaria,137,961
190767,Nakdiha,137,960
190628,Nakil,137,960
190140,Name Gauri,137,959
942008,Nandana,137,961
190275,Narainpur,137,959
190450,Narainpur,137,959
190582,Narainpur Aurai,137,960
190683,Narainpur Babu,137,960
189847,Narainpur Tiwari,137,959
189875,Narayanpur,137,959
190105,Narayanpur,137,959
191384,Narayanpur,137,962
191669,Narayanpur Dubey,137,963
191741,Narayanpur Pandey,137,963
191471,Narayanpur Pandey,137,962
191664,Narayanpur Tiwari,137,963
190995,Narga,137,961
190994,Nargi,137,961
189920,Narianpur,137,959
191065,Nariyav,137,961
191809,Narkatia,137,963
191089,Narouli Bhism,137,962
191080,Narouli Khem,137,962
191079,Narouli Sangram,137,962
191058,Narsihdar Bangar,137,961
190503,Naujatal,137,960
190322,Nautan,137,959
189997,Nautan Hathiagarh,137,959
190620,Nauwa Bahbaj,137,960
191798,Navada,137,963
190887,Nawada,137,961
191040,Nawahi,137,961
190880,Nawapar,137,961
191850,Nearwa,137,963
190558,Neeba,137,960
191573,Nema,137,962
191570,Nema Narayan,137,962
191060,Nenua,137,961
190193,Neruari,137,959
189893,Neruiamwa,137,959
190793,Netwar,137,961
191823,Neurhawa,137,963
190528,Nibahi,137,960
190514,Nibahidadi,137,960
190042,Nibi Barwa,137,959
191337,Nijamabad,137,962
191437,Nipania,137,962
191646,Nisnia Paikouli,137,963
191168,Nonapar,137,962
191856,Nonar Kapardar,137,963
191759,Nonar Pandey,137,963
191306,Nonia Chhapar,137,962
190326,Nonia Dwapar,137,959
190128,Nonia Patti,137,959
191109,Noonkhar,137,962
191863,Obari Dubey,137,963
191864,Obari Hardo,137,963
191705,Obari Pandey,137,963
190012,Ojhauli,137,959
190127,Olipatti,137,959
191700,Pachakhor,137,963
190443,Pachauha,137,959
191516,Pachdeura,137,962
190543,Pachladi Kritpura,137,960
190521,Pachma,137,960
189805,Pachohia,137,959
190849,Pachouha,137,961
191889,Pachpherv,137,963
190245,Pachrokhia,137,959
190556,Pachrukha,137,960
191906,Pachrukhia,137,963
191451,Pachrukhia,137,962
190362,Padari,137,959
190462,Padari,137,959
190166,Padari,137,959
191214,Padari Banmali,137,962
191193,Padari Jhilipar,137,962
191207,Padari Pandey,137,962
190082,Padauli,137,959
190020,Padiapar,137,959
191348,Padmapar,137,962
191610,Padouli,137,963
191084,Padouli,137,962
191844,Padri,137,963
189834,Padri,137,959
190765,Padri Anrudha,137,960
190891,Padri Chhatrapati,137,961
191472,Padri Gajarat,137,962
191001,Padri Guru Rao,137,961
190759,Padri Misra,137,960
191235,Padri Tiwari,137,962
191725,Padri Uman,137,963
190358,Pagara Urf Parasia,137,959
190115,Pagra,137,959
191703,Paharpur,137,963
189888,Paharpur,137,959
190075,Paharpur,137,959
190660,Paharpur,137,960
191576,Pahetiya,137,962
190403,Paikauli,137,959
191489,Paikouli,137,962
191376,Paikouli,137,962
190888,Paina,137,961
190216,Pakaha,137,959
190165,Pakari,137,959
191398,Pakari,137,962
190756,Pakari Baramad Rajpur,137,960
190222,Pakari Bujurug,137,959
190355,Pakari Buzurg,137,959
190099,Pakari Chhapar Patkhauli,137,959
190469,Pakari Khas,137,959
190293,Pakari Khurd,137,959
191242,Pakari Ojha,137,962
190150,Pakariar,137,959
190797,Pakdi Tiwari,137,961
191506,Pakhaoli,137,962
191678,Pakri Babu,137,963
190755,Pakri Baramad Deobari,137,960
190006,Pakri Birbhard,137,959
191940,Pakri Khas,137,963
191278,Pakri Lala,137,962
191924,Pakri Narhia,137,963
191925,Pakria Kund,137,963
191004,Palia,137,961
190551,Palia,137,960
191503,Palia,137,962
190789,Palia Urf Mathia,137,961
190685,Pananaha,137,960
191723,Pananha,137,963
191860,Pandepur,137,963
191396,Pandepur,137,962
189930,Pandey Chak,137,959
190579,Pandey Majha Rajghar,137,960
189844,Pandey Mhiswa,137,959
190306,Pandeypur,137,959
190198,Pandeypur,137,959
191042,Panika,137,961
190021,Papaur,137,959
191324,Papra Mohan,137,962
191327,Paran Chapara,137,962
190206,Paranpur,137,959
190552,Paras Khad,137,960
190060,Paras Khand,137,959
190390,Parasia Ahir,137,959
190905,Parasia Ajmer,137,961
190363,Parasia Bhandari,137,959
190989,Parasia Bhutalke Lakhana,137,961
191536,Parasia Chak Lal,137,962
190862,Parasia Dewar,137,961
190467,Parasia Gulali,137,959
191107,Parasia Karakathi,137,962
190859,Parasia Kur,137,961
190374,Parasia Miskari,137,959
190904,Parasia Ojhha,137,961
190968,Parasiya Bhikhm,137,961
191014,Parasiya Chandour,137,961
190574,Parauli,137,960
191810,Pargasha,137,963
191701,Parinda Chak,137,963
191656,Paroha,137,963
190274,Parsa Barawa,137,959
190714,Parsa Jokaha,137,960
190715,Parsa Jungle,137,960
189912,Parsauna,137,959
190089,Parsauni,137,959
190338,Parsia,137,959
189823,Parsia,137,959
189869,Parsia,137,959
191411,Parsia Ali,137,962
191226,Parsia Banshi,137,962
191260,Parsia Bhagouti,137,962
191183,Parsia Bhandari,137,962
190839,Parsia Chaubey,137,961
191190,Parsia Dilram,137,962
190754,Parsia Hiraman,137,960
190766,Parsia Jadu,137,960
191191,Parsia Khas,137,962
190465,Parsia Miskari,137,959
190928,Parsia Niranjan,137,961
191346,Parsia Tara,137,962
190858,Parsia Tiwari,137,961
190353,Parsia Urf Kharjarwa,137,959
191231,Parsiya Abhilakh,137,962
190687,Parsotima,137,960
191130,Parsouni,137,962
191817,Parsouni Anand,137,963
191819,Parsouni Dixit,137,963
191828,Parsouni Raghunath,137,963
190644,Pat Khauli,137,960
190914,Patakhauli,137,961
190096,Patakhauli,137,959
190250,Patana Khas,137,959
189866,Pathar Hat,137,959
190162,Pathardewa,137,959
190836,Patkhauli,137,961
190408,Patkhauli Urf Thathauli,137,959
191420,Patkhouli,137,962
191545,Patna,137,962
191535,Patneji,137,962
190634,Patwania,137,960
190046,Pauhari Chhapar,137,959
190669,Pauhariya,137,960
189853,Pawan Kunda,137,959
191124,Pawanar,137,962
190196,Pharas Chak,137,959
191587,Phariyav Dih,137,962
189999,Phoolehara,137,959
191205,Phoolwaria,137,962
190941,Phulawaria Pandey,137,961
191842,Phulvaria Tola,137,963
191726,Phulwaria,137,963
190841,Phulwaria Bhaiya,137,961
190407,Phulwaria Karan,137,959
190406,Phulwaria Lachi,137,959
190907,Phulwaria Lala,137,961
190348,Pidara,137,959
190783,Pidra,137,960
190510,Pidra,137,960
190782,Pidri,137,960
190508,Pidri,137,960
191588,Pindi,137,962
190350,Pipar Patti,137,959
191090,Pipar Patti,137,962
189881,Pipara,137,959
190423,Pipara Chandbhan,137,959
190960,Pipara Chaturi,137,961
191126,Pipara Devraj,137,962
190184,Pipara Kanak,137,959
190979,Pipara Khemkaran,137,961
190843,Pipara Kot,137,961
190436,Pipara Mishra,137,959
190844,Pipara Pandey,137,961
190936,Pipara Puran,137,961
191092,Pipara Urf Bandi,137,962
190179,Piparadaud,137,959
190230,Piparahi Bharath Rai,137,959
189985,Piparahia,137,959
190976,Pipardadi,137,961
190159,Pipra,137,959
191170,Pipra,137,962
191792,Pipra Babu Patti,137,963
191426,Pipra Bagh,137,962
191020,Pipra Beni,137,961
191244,Pipra Bhanmati,137,962
191023,Pipra Bhulli,137,961
191626,Pipra Bithal,137,963
191793,Pipra Dakhin Patti,137,963
189989,Pipra Daulakadam,137,959
191428,Pipra Dawan,137,962
191012,Pipra Deokali,137,961
191147,Pipra Diksit,137,962
191432,Pipra Garib,137,962
190592,Pipra Kachhar,137,960
191024,Pipra Lakhari,137,961
190027,Pipra Madangopal,137,959
191440,Pipra Misra,137,962
191332,Pipra Najir,137,962
191424,Pipra Pathak,137,962
190760,Pipra Pursottam,137,960
191408,Pipra Ramdhar,137,962
191442,Pipra Rohina,137,962
191121,Pipra Shukla,137,962
191430,Pipra Sravan,137,962
191361,Pipra Thakur,137,962
191224,Pipra Urf Musaila,137,962
189828,Piprabari,137,959
189812,Pipradhani,137,959
189835,Piprahi,137,959
191676,Piprahia,137,963
190072,Piprahia,137,959
189895,Piprahia,137,959
190287,Pipraich,137,959
191788,Piprautar Patti,137,963
190010,Piprua,137,959
190619,Pirhani,137,960
190487,Piurua,137,959
191295,Pivkol,137,962
942021,Piyariwa,137,959
190191,Pokhabhinda,137,959
190963,Pokhar Bhinda,137,961
190297,Pokhar Bhinda,137,959
190273,Pokhar Bhinda,137,959
190281,Pokhar Bhinda,137,959
189862,Pokhar Bhinda,137,959
190226,Pokhar Bhinda (Iswari Da Prasa,137,959
190241,Pokhr Bhinda,137,959
191120,Poutwa,137,962
191882,Pratap Chhapara,137,963
191932,Pulawaria Magi,137,963
191391,Pura Dakhila,137,962
191069,Puradih,137,961
191702,Puraina,137,963
191227,Puraina,137,962
190821,Puraina Sukla,137,961
190015,Puraini,137,959
191255,Puraini,137,962
191213,Puraini,137,962
191128,Purnac Chhapar,137,962
190271,Purshottmpur,137,959
191313,Putara,137,962
191312,Putari,137,962
191321,Pyasi,137,962
190980,Raarabadi,137,961
191811,Radhe Tola,137,963
191091,Radi,137,962
190261,Raghopur,137,959
191757,Raghunathpur,137,963
190345,Raghwapur,137,959
191826,Rahimpur,137,963
191605,Raibari,137,963
190882,Raipura Chacklal,137,961
191253,Raipurwa,137,962
189803,Raishree,137,959
190380,Rajauli,137,959
191197,Rajawal,137,962
191790,Rajpur,137,963
190854,Rajpur Dewar,137,961
191496,Raksa,137,962
190646,Ram Chandi,137,960
190695,Ram Lakshan,137,960
190210,Ram Nagar,137,959
190694,Ram Nagar,137,960
191524,Ram Nagar,137,962
190545,Ram Purwa,137,960
190661,Ramaipura,137,960
190541,Ramchak,137,960
191461,Ramhouli,137,962
191758,Ramkola Maphi,137,963
190884,Rampur,137,961
191944,Rampur,137,963
189921,Rampur,137,959
189899,Rampur,137,959
190151,Rampur,137,959
189876,Rampur,137,959
190629,Rampur,137,960
191144,Rampur,137,962
189849,Rampur,137,962
190185,Rampur Awasthi,137,959
191911,Rampur Buzurg,137,963
191266,Rampur Buzurg,137,962
190803,Rampur Chak Parsurampur,137,961
190223,Rampur Chandra Bhan,137,959
190116,Rampur Dhautal,137,959
190022,Rampur Dullah,137,959
191866,Rampur Faras,137,963
190029,Rampur Hiraman,137,959
942022,Rampur Jagdish Urf Sisawa,137,959
190054,Rampur Jagdishpur Urf Brindaba,137,959
189824,Rampur Jeyan,137,959
942023,Rampur Khanpur,137,959
190071,Rampur Khas,137,959
190292,Rampur Khurd,137,959
191694,Rampur Litiha,137,963
190149,Rampur Mahuari,137,959
190240,Rampur Mukund,137,959
189996,Rampur Shripal,137,959
942024,Rampur Shulk,137,959
